"","x"
"1","Family_XIII_AD3011_group"
"2","Lactobacillus"
"3","Massilia"
"4","_Eubacterium_brachy_group"
"5","Cellulomonas"
"6","Faecalibaculum"
"7","Megasphaera"
"8","env_OPS_17(family)"
"9","Lachnoclostridium"
"10","Haemophilus"
"11","Aerococcus"
"12","Eubacterium"
"13","Stenotrophomonas"
"14","Proteus"
"15","Proteiniphilum"
"16","Dielma"
"17","Akkermansia"
"18","Polymorphobacter"
