"","x"
"1","JG30_KF_CM66(class)"
"2","Micrococcales"
"3","Selenomonadales"
"4","Coriobacteriales"
"5","Desulfovibrionales"
"6","Nitrospirales"
"7","Streptosporangiales"
"8","Neisseriales"
"9","Frankiales"
"10","Campylobacterales"
"11","Subgroup_10"
"12","Oligosphaerales"
"13","Verrucomicrobiales"
