"","x"
"1","Gemella"
"2","_Eubacterium_hallii_group"
"3","Bifidobacterium"
"4","Odoribacter"
"5","_Eubacterium_xylanophilum_group"
"6","Gastranaerophilales(order)"
"7","Ruminococcaceae_UCG_013"
"8","Phascolarctobacterium"
"9","Bacteroidales_S24_7_group(family)"
"10","Lachnoclostridium"
"11","Holdemanella"
"12","Escherichia_Shigella"
"13","_Eubacterium_eligens_group"
"14","Erysipelotrichaceae_UCG_003"
