OTU,LDA_score,CLass
Eggerthella,4.050063113973735,CD
Cloacibacillus,3.899349137295851,nonIBD
Tenericutes,4.943137906552445,nonIBD
Mollicutes_RF9__order__,4.957557364405764,nonIBD
Mollicutes,4.963753445496561,nonIBD
Mollicutes_RF9,4.968564683289176,nonIBD
