Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.838684179675724,0.124429254595684,-0.006150508157258887,0.08103663080806296
2,0.763731134329329,0.214969045368659,-0.0063159233215751755,0.08872830952310345
3,0.973021737041588,0.0231692205277291,-0.03337821898616824,0.04509560827648656
4,0.473669616910063,0.102429495057445,-0.01427139304331269,0.09879664127727417
5,0.750906407237943,0.239775223186284,-0.015397406545815395,0.08977804021062255
6,0.826948917958594,0,-0.02483635177586089,0.06856368979476674
7,0.667492549891918,0.190089353967626,-0.0060707425656654785,0.09445418965217975
8,0.733251587992334,0.197910665522635,-0.0032662418902929466,0.08782840235122108
9,0.791487694637168,0.185958047410602,-0.006637257239928222,0.08556809746465988
10,0.809541464402095,0.0898049603500851,-0.01545272403952561,0.0849757395101195
11,0.788474499892835,0.270046516674608,0.00022303876059461998,0.06885907922076022
12,0.766168003349358,0.260495044998204,-0.02679520268676714,0.061216296144886384
13,0.795623293446918,0.176428373906929,-0.03519655268902217,0.05119785698840743
14,0.687002918255717,0.114446866179481,0.00439379534587343,0.08943461342309626
15,0.881327587347333,0.109073981010795,-0.017311442686200367,0.0571945412506049
16,0.973076358663903,0.0228504660665272,-0.007152659689525299,0.06137758878156598
17,0.554535301962318,0.24819914460132,-0.02812111148526481,0.08766611477425022
18,0.937778597643187,0.0796621133366644,0.001292166055560565,0.08053106869148483
19,0.932234864954074,0.054110058393086,-0.019227653064987325,0.05819531306612065
20,1.0,0,-0.03410288440714975,0.02873367529672583
21,1.0,0.0,-0.015560753562179808,0.041489236848683844
Averages,0.8069027007424951,0.12875465862639826,-0.014730287032117692,0.07193908254071825
