"","x"
"1","Rhodobacteraceae"
"2","Peptococcaceae"
"3","Solibacteraceae_Subgroup_3_"
"4","Christensenellaceae"
"5","Lachnospiraceae"
"6","Alicyclobacillaceae"
"7","MB_A2_108(class)"
"8","SM2D12"
"9","vadinBE97"
"10","Microbacteriaceae"
"11","Chitinophagaceae"
"12","Lactobacillaceae"
"13","Bacteroidales_S24_7_group"
"14","Rhodospirillales_Incertae_Sedis"
"15","Carnobacteriaceae"
"16","Cytophagaceae"
"17","Methylobacteriaceae"
