Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.794424799471527,0.148201333402298,-0.04560322293700708,0.10311858510189713
2,0.158553750156186,0.402965380648031,-0.06806065009988117,0.1480350772754023
3,0.28919451580749,0.549506425374119,-0.04345060397975944,0.07902156303197147
4,0.912352271739248,0.0814227274637855,-0.0629316972166826,0.08907460974924698
5,0.928272366960452,0.19411339105863,0.02169329034592729,0.15657685516964984
6,0.877386559238683,0.122652946782344,-0.06512181769814135,0.08676420655835407
7,0.755632777551946,0.212048692131554,-0.017735261299651105,0.10277203047460406
8,0.626279788982209,0.193521679192181,0.004330303443850941,0.09155547665281358
9,0.880450514680548,0.0702890167271881,-0.0324580580271995,0.11395989108933594
10,0.875660030888907,0.0962074983996826,0.00204187445834358,0.08975921829283755
11,0.857155245579653,0.122180343646766,-0.044060802991139195,0.10696205431246217
Averages,0.7232147837324407,0.1993735849842345,-0.03194151327284905,0.10614541524623408
