"","x"
"1","Family_XIII"
"2","Pseudomonadaceae"
"3","Lactobacillaceae"
"4","Rhodospirillaceae"
"5","Oscillochloridaceae"
"6","Defluviitaleaceae"
"7","Spirochaetaceae"
"8","Micrococcaceae"
"9","Eubacteriaceae"
"10","Carnobacteriaceae"
"11","Sphingomonadaceae"
