"","x"
"1","Rhodospirillaceae"
"2","WCHB1_32(class)"
"3","Coriobacteriaceae"
"4","Oxalobacteraceae"
"5","Thermaceae"
"6","Eubacteriaceae"
"7","Micromonosporaceae"
"8","Unknown_Family"
"9","Thermoanaerobacteraceae"
"10","Synergistaceae"
"11","Chitinophagaceae"
"12","Staphylococcaceae"
"13","Brevibacteriaceae"
"14","Methylophilaceae"
"15","Bacillaceae"
"16","Gemmatimonadaceae"
