Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.800901048384569,0.139550097504221,0.0035972782468567054,0.12830872196947998
2,0.53254825645648,0.14998312869332,0.06247306191047405,0.16444184597532804
3,0.923879424334901,0.0892808314924064,-0.02483034867732511,0.09925580292659665
4,0.645429839563598,0.00727610950547127,-0.03460486083920288,0.12952154930383883
5,0.666886979148315,0.166890910318382,0.03648241438789476,0.1575491108702845
6,0.671088578869556,0.193309977029184,-0.06807305393720922,0.12600783875369642
7,0.591969181448192,0.110147093324736,0.06492330494373966,0.15260621310774727
8,0.734022984715292,0.165065402623896,-0.022577813713404588,0.12917089807144141
9,0.915327623028963,0.129143546268617,-0.007992627408637749,0.10329371970957653
10,0.657976766461355,0.152069396700448,0.06247726519553889,0.17047345867368716
11,0.811945753717368,0.173309921144996,-0.03854699774467535,0.1384081992599419
12,0.642140668075736,0.196765488874684,0.005154113050483041,0.15310064208615612
13,0.687041419100246,0.183238471971323,0.013657973070994167,0.16445766346290921
14,0.939372818722748,0.0691507522631635,-0.020591144489897795,0.09736340641312559
15,0.734412296677598,0.164038409990841,-0.06466941271495086,0.11602949965483829
16,0.939648392378383,0.0473513977396357,0.007585850868299322,0.10622876654271474
17,0.698173853131207,0.19073968541091,-0.04540413314547986,0.15362908914312415
18,0.814255433399426,0.139114530803844,-0.014658405756894574,0.12049444390098903
19,0.629769302898835,0,-0.029909390367266833,0.14530403644946482
20,0.775265396732685,0.182969519154426,-0.1068974931379399,0.128462433017531
21,0.817777481097643,0.19520669398777,0.03470735674671179,0.12482578308260005
22,0.915431846955363,0.0863560185038109,-0.05296555324760655,0.08108532366982255
23,0.789721674538674,0.17619421138374,-0.006222850699736243,0.13314290908535803
24,0.709776120583399,0.0991668876908558,0.018197343489424377,0.155018800692165
25,0.897317618610914,0.130565008651483,-0.042997107738574486,0.08693583967359635
Averages,0.757683230361258,0.1334753396412866,-0.01086740926833541,0.13060463981984052
