"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Pasteurellaceae","Corynebacteriaceae","Peptococcaceae","Solibacteraceae_Subgroup_3_","uncultured","Pseudomonadaceae","Sphingomonadaceae","Lactobacillaceae","Rhodospirillaceae","Blastocatellaceae_Subgroup_4_","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","WCHB1_32(class)","DA101_soil_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Sphingobacteriaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Caulobacteraceae","Bifidobacteriaceae","Aerococcaceae","Actinomycetaceae","Defluviitaleaceae","Moraxellaceae","Hyphomicrobiaceae","Oxalobacteraceae","Thermaceae","Cellulomonadaceae","Eubacteriaceae","Cytophagaceae","Brucellaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Subgroup_6(class)","Methylobacteriaceae","Mollicutes_RF9(order)","Micromonosporaceae","Erythrobacteraceae","Acidaminococcaceae","Bacteroidales_S24_7_group","Unknown_Family","Anaerolineaceae","Chromatiaceae","OPB56","Thermoanaerobacteraceae","OPB35_soil_group(class)","Chitinophagaceae","Synergistaceae","Tectomicrobia(phylum)","vadinBE97","NS11_12_marine_group","Paenibacillaceae","Nocardiaceae","Nocardioidaceae","Methanobacteriaceae","Microbacteriaceae","Neisseriaceae","JG30_KF_CM45(order)","Rhizobiaceae","Victivallaceae","Planctomycetaceae","env_OPS_17","Intrasporangiaceae","Thermoplasmatales_Incertae_Sedis","Xanthobacteraceae","Streptomycetaceae","Chloroplast(class)","Geodermatophilaceae","Family_X","Staphylococcaceae","Campylobacteraceae","Bacteroidetes_vadinHA17(class)","Acidimicrobiaceae","Coxiellaceae","Enterobacteriaceae","ML635J_21(class)","Carnobacteriaceae","Acidobacteriaceae_Subgroup_1_","Brevibacteriaceae","Xanthomonadaceae","Methylophilaceae","Solirubrobacteraceae","Bacillaceae","FamilyI","Roseiarcaceae","Anaeroplasmataceae","Verrucomicrobiaceae","uncultured(class)","Helicobacteraceae","Clostridiaceae_1","TK10(class)","Candidatus_Nomurabacteria(class)","Aeromonadaceae","SC_I_84(order)","Propionibacteriaceae","Bogoriellaceae","Gemmatimonadaceae","Sanguibacteraceae","Bradyrhizobiaceae","Cellvibrionaceae","Myxococcaceae","Subgroup_2(class)","Elev_16S_1332","Rhodocyclaceae","Dermabacteraceae","Pseudonocardiaceae"
"X206762",0.0,0.0002993295019157088,0.0,0.0009578544061302681,0.0,0.0,0.06100335249042146,0.06633141762452108,0.0026939655172413795,0.0,0.0,0.0,0.002334770114942529,0.0,0.0,0.0,0.0,0.39972461685823757,0.00035919540229885057,0.02490421455938697,0.0028735632183908046,0.01532567049808429,0.0,0.0,0.0,0.0,0.0022150383141762453,0.0,0.0,0.0028735632183908046,0.3442887931034483,0.009578544061302681,0.0013170498084291188,0.0009578544061302681,0.0,0.0013170498084291188,0.0,0.0006585249042145594,0.0,0.003232758620689655,0.0,0.00023946360153256704,0.0,0.0,0.0,0.0006585249042145594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.986590038314176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054477969348659006,0.0,0.00023946360153256704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206761",0.0,0.0,0.0,0.00034075904076330023,0.0,0.0,0.04625803978361801,0.04523576266132811,4.259488009541253e-05,0.0,0.0,0.0,0.00012778464028623759,0.0,0.0,0.0,0.0,0.28998594368956854,0.0010222771222899007,0.019806619244366826,0.0,0.004941006091067853,0.0,0.0,0.0,4.259488009541253e-05,0.00017037952038165011,0.0,0.0,0.003918728968777953,0.5209353835668953,0.014993397793585212,0.0014908208033394385,0.00025556928057247517,0.0,0.00034075904076330023,0.0,0.0005111385611449503,0.0,0.004429867529922903,4.259488009541253e-05,4.259488009541253e-05,0.0,4.259488009541253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.518976019082506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009370873620990757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.518976019082506e-05,0.0,0.0,0.0,0.0,0.04357456233760702,0.0,0.00021297440047706267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012778464028623759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206770",0.0,0.0,0.0,0.03778946964169131,0.0001920196628134721,0.0006528668535658052,0.18053688697722647,0.0018817926955720266,0.00011521179768808326,0.0,0.0,0.0,0.0,0.0001536157302507777,0.0,0.0,3.840393256269442e-05,0.35454510541879486,0.0172049617880871,0.008640884826606245,0.0001536157302507777,0.008717692691731633,0.0,7.680786512538885e-05,0.0,0.0,3.840393256269442e-05,0.0,0.0001920196628134721,0.000998502246630055,0.3489765351972042,0.017781020776527517,0.0011137140443181382,0.0004992511233150275,0.0,0.0003840393256269442,0.0,7.680786512538885e-05,0.0,0.0028802949422020814,0.0,7.680786512538885e-05,0.0,7.680786512538885e-05,0.0001920196628134721,0.00011521179768808326,0.0,0.00011521179768808326,0.0,0.0004224432581896386,0.0,0.0,0.0,0.006912707861284995,0.0,0.0,0.0,0.0,0.0,0.0034563539306424976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001536157302507777,0.0,0.0,0.0,7.680786512538885e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.680786512538885e-05,0.0,0.0,0.0,0.0,0.004109220784208303,0.0,7.680786512538885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026882752793886094,0.0,0.0,0.0,7.680786512538885e-05,0.0,0.0001536157302507777,0.0,0.0,0.0,0.0,0.0,0.0
"X224330",0.0,0.0,0.00047824007651841227,0.07996174079387852,0.00033476805356288854,0.0,0.17230989956958392,9.564801530368245e-05,0.006025824964131995,0.0,0.0,0.0,0.00028694404591104734,0.0,0.0,0.0,0.0,0.18077474892395984,0.05561932089909134,0.019320899091343855,0.004973696795791487,0.005691056910569106,0.0,0.0,0.0,0.0,0.00028694404591104734,0.0,0.0,0.0024868483978957435,0.40344332855093257,0.012242945958871354,0.0015303682448589192,0.002821616451458632,0.0,0.0040650406504065045,0.0,0.0,0.0,0.00234337637494022,0.0,9.564801530368245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038737446197991392,0.0,0.0,0.00014347202295552367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012434241989478718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005738880918220947,0.0,0.0,0.0024868483978957435,0.0,0.0001912960306073649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001912960306073649,0.00028694404591104734,0.0,0.03543758967001435,0.0,0.0,0.0,0.0,0.0,0.0,0.0003825920612147298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224325",0.0,0.0,0.001939719486720382,0.03547448522829006,0.0010817666368248284,0.0,0.21769621008654133,0.0006341390629662787,3.730229782154581e-05,0.0,0.0,0.0,7.460459564309162e-05,0.0,0.0,0.0,0.0,0.08019994031632348,0.029841838257236644,0.026484631453297523,0.0,0.0041778573560131305,0.0,0.0,0.0,0.0,0.0012309758281110117,0.00011190689346463742,0.0,0.0004849298716800955,0.3279245001492092,0.11328707848403462,0.005819158460161146,0.00014920919128618324,0.0,0.06415995225305879,0.0,0.0006714413607878246,0.0,0.00022381378692927484,0.0006714413607878246,0.0005222321695016413,0.0,3.730229782154581e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022381378692927484,0.0,0.035660996717397794,0.0,3.730229782154581e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022381378692927484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.730229782154581e-05,0.00041032527603700387,0.0,0.0,0.0,0.04826917338108028,0.0,0.0022008355714712028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224326",0.0,3.348737525952716e-05,0.001908780389793048,0.062286517982720516,0.0008036970062286518,0.0,0.24010448061080972,0.00020092425155716296,0.0,0.0,0.0,0.0,6.697475051905432e-05,0.0,0.0,0.0,0.0,0.11502913401647578,0.031444645368696005,0.022537003549661778,0.0,0.002545040519724064,6.697475051905432e-05,0.0,0.0,0.0,0.0009376465072667605,0.0,0.0,0.0003348737525952716,0.24372111713883865,0.14148416047150225,0.00043533587837385306,0.00023441162681669012,0.0,0.03700354966177751,0.0,0.00043533587837385306,0.0,6.697475051905432e-05,0.0,0.0,0.0,3.348737525952716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048154845623200056,0.0,0.0,0.0,0.0,0.0,0.00023441162681669012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013394950103810864,0.0,0.0,0.0,0.0,0.049695264885138306,0.0,3.348737525952716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.348737525952716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206571",0.0,0.0,0.0,0.0,0.0,0.0,0.09676679660628296,0.03500726133149889,0.0,0.0,0.0,0.0,0.000993655889322021,0.0,0.0,0.0,0.0,0.10463960865244974,0.0,0.00687915615684476,0.0,0.0018344416418252694,0.0,0.0,0.0,0.0,0.00045861041045631735,0.0,0.0,0.0,0.4910188794618971,0.0,0.002598792325919132,0.0007643506840938623,0.0,0.0,0.0,0.007567071772529237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022930520522815867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022930520522815867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022930520522815867,0.0,0.0,0.00015287013681877245,0.0,0.0,0.0,0.0,0.24772605671482076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028280975311472905,0.0,0.0,0.0,0.0,7.643506840938622e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206603",0.0,0.0,0.0,0.0,0.0,0.0,0.12315416420555228,0.049995780946755546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361910387309088,0.0,0.007172390515568307,0.0,0.003501814192895114,0.0,0.0,0.0,0.0,0.00021095266222259724,0.00029533372711163615,0.0,4.219053244451945e-05,0.43764239304700026,0.0,0.0022782887520040505,0.0008860011813349084,0.0,0.0,0.0,0.009492869800016877,0.0,0.0,0.0,8.43810648890389e-05,0.0,0.0,4.219053244451945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.219053244451945e-05,0.00012657159733355834,0.0,0.0,0.0,0.22571934857817905,0.0,0.0002531431946671167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028689562062273227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206572",0.0,7.052186177715091e-05,0.0,0.0,0.0,0.0,0.04978843441466855,0.03596614950634697,0.0004231311706629055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14802538787023978,0.0,0.003455571227080395,0.0,0.004724964739069111,0.0,0.0,0.0,0.0,0.0004231311706629055,0.0,0.0,0.00014104372355430183,0.32447108603667135,0.0009873060648801129,0.002256699576868829,0.0,0.0,0.0,0.0,0.004301833568406206,0.0,0.0,0.0,0.0006346967559943583,0.0,7.052186177715091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028208744710860365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021156558533145275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028208744710860365,0.0,0.0,0.0,0.0,0.42235543018335686,0.0,0.0,0.0,0.0004231311706629055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007052186177715092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215061",0.0,0.0,0.018768713941429926,0.14898123128605856,0.0032133206747973417,0.0,0.2380778499963485,0.0,0.0,0.001314540276053458,0.0,0.0,0.05528372160958154,0.0,0.0,0.0,0.0,0.15949755349448624,0.0055502811655590446,0.06251369312787555,0.0,0.0021909004600890966,0.0,0.0,0.0,0.00043818009201781934,0.0,0.0,0.0,0.00029212006134521286,0.07149638501424085,0.014167822975242824,0.0070108814722851095,0.0005112101073541226,0.0,0.00635361133425838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005112101073541226,0.013364492806543489,0.0,0.0,0.002629080552106916,0.0,0.0,0.02563353538304243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008033301686993354,0.00021909004600890967,0.0,0.0,0.0,0.0,0.0,0.0012415102607171548,0.0,0.0,0.0,0.0,0.0,0.0,0.0005842401226904257,0.0,0.00043818009201781934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15088001168480245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00657270138026729,0.0,0.0,0.0014606003067260645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215062",0.0,0.0,0.01996113760819643,0.10121886592474828,0.005652711535064477,0.0,0.26541247129482426,0.0,0.0,0.002208090443384561,0.0,0.0,0.01086380498145204,0.0,0.0,0.0,0.0,0.21639286345168698,0.005122769828652182,0.04442677972089737,0.0,0.0028263557675322383,0.0001766472354707649,0.0,0.0,0.0,0.0,0.0,0.0,0.0013248542660307366,0.04760642995937114,0.010598834128245893,0.0011482070305599717,0.0009715597950892068,0.0,0.0069775658010952125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026497085320614734,0.0005299417064122947,0.011305423070128953,0.0,0.0,0.0022964140611199434,0.0,0.0,0.04592828122239887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012365306482953543,0.0,0.0,0.0,0.0,0.0,0.0,0.006270976859212153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.832361773538245e-05,0.0,0.0,0.0,0.0,0.1795619148560325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00759583112524289,0.0,0.0,0.0016781487369722664,0.0,0.0003532944709415298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215080",0.0,9.699791454483729e-05,0.00024249478636209323,0.005383384257238469,0.0,0.0,0.129055725301906,0.006062369659052331,0.0,0.00029099374363451185,0.0,0.0,0.0030554343081623746,0.0,0.0085843154372181,0.0,0.0,0.2011251758087201,0.004801396769969445,0.022988505747126436,0.0,0.011736747659925311,9.699791454483729e-05,0.0,0.00014549687181725592,0.0,0.0,0.00043649061545176777,0.0,0.000678985401813861,0.23793588437848587,0.00965129249721131,0.01285222367719094,0.016974635045346523,4.8498957272418644e-05,0.028323391047092486,0.00029099374363451185,0.0014549687181725592,0.0,0.03394927009069305,4.8498957272418644e-05,0.00048498957272418645,0.0,9.699791454483729e-05,0.0,0.0,0.0,0.0,0.00048498957272418645,4.8498957272418644e-05,0.0,0.0028129395218002813,0.0,0.00014549687181725592,0.0,0.0,0.0003394927009069305,0.0,0.0,0.001648964547262234,0.0018429603763519084,0.0,0.0,0.0,0.0,0.0,0.00024249478636209323,4.8498957272418644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699791454483729e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009214801881759542,0.0,0.0,0.002182453077258839,0.000533488529996605,0.0,0.0,9.699791454483729e-05,0.192540860371502,0.0,0.0143071923953635,0.0,0.0,0.0,9.699791454483729e-05,0.0,0.0,0.0,0.0,0.0,0.02405548280711965,0.0,0.0003394927009069305,0.020175566225326156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699791454483729e-05,0.0,0.0,4.8498957272418644e-05,0.0
"X219643",0.0,5.2999788000847996e-05,0.03662285350858597,5.2999788000847996e-05,0.002172991308034768,0.0,0.3269026923892304,0.00015899936400254398,0.00010599957600169599,0.0,0.0,0.00021199915200339198,0.00015899936400254398,0.0007949968200127199,0.0022259910960356157,0.0,0.0,0.32292770828916684,0.004398982404070384,0.03354886580453678,0.00015899936400254398,0.0049819800720797116,0.001642993428026288,0.0,0.0,0.0,0.000370998516005936,0.0,0.0,0.000582997668009328,0.1339304642781429,0.00291498834004664,0.001642993428026288,0.0012719949120203519,0.0,0.08628365486538053,0.0,0.000370998516005936,0.00010599957600169599,0.014150943396226415,0.00010599957600169599,0.00010599957600169599,0.0,5.2999788000847996e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013355946576213695,0.0038159847360610556,0.0,0.00015899936400254398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021199915200339198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010599957600169599,0.0,0.0,0.0,0.0,0.00031799872800508796,0.0,0.00010599957600169599,0.0,0.0,0.0,0.0,0.00052999788000848,0.0,0.0008479966080135679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015899936400254398,0.0,0.000688997244011024,0.0,0.0,0.000688997244011024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219644",0.0,0.0,0.0,0.00021677866897897247,0.00039020160416215044,0.0,0.08692824626056796,0.00039020160416215044,4.3355733795794494e-05,0.0,0.0,0.0,0.00026013440277476696,0.0,0.0,0.0,0.0,0.7802731411229135,0.0,0.002297853891177108,0.0,0.05181010188597442,0.0,0.0,0.0,0.0,0.0010838933448948623,0.0,0.0,0.00030349013657056146,0.07127682636028615,0.0017342293518317797,0.0009104704097116844,0.00013006720138738348,0.0,8.671146759158899e-05,0.0,0.00017342293518317797,0.0,0.00026013440277476696,0.0,8.671146759158899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013006720138738348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034684587036635595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013006720138738348,0.0,0.0,0.0,0.0,0.0,0.0,0.0007370474745285064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219646",0.0,0.0,0.0,4.7296977723123494e-05,0.0,0.0,0.4096864210376957,0.00014189093316937048,0.0,0.0,0.0,0.0,4.7296977723123494e-05,0.0,0.0,0.0,0.0,0.25114695170978574,0.015608002648630753,0.00033107884406186446,0.0,0.003168897507449274,0.0,0.0,0.0,0.0,0.00033107884406186446,0.0,0.0,0.00014189093316937048,0.3118289741285532,0.00014189093316937048,0.00042567279950811145,0.0007567516435699759,0.0,0.0,0.0,4.7296977723123494e-05,0.0,0.0045405098614198555,0.0,9.459395544624699e-05,0.0,4.7296977723123494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7296977723123494e-05,0.0,0.0,0.0,0.0,0.00014189093316937048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012770183985243344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219645",0.0,0.0,0.0,0.0,0.0,0.0,0.2675940370948171,0.00013000520020800833,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736002776e-05,0.0,0.0,0.2576269717455365,0.022880915236609463,0.000563355867568036,0.0,0.004983532674640319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006066909343040389,0.4385508753683481,4.3335066736002776e-05,0.000390015600624025,0.0003466805338880222,0.0,4.3335066736002776e-05,0.0,0.00013000520020800833,0.0,0.0018200728029121164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736002776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013000520020800833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736002776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013000520020800833,0.0,0.0001733402669440111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736002776e-05,0.0,0.0,0.0036834806725602356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219670",0.0,0.0,0.006531475491415775,0.011259019656631003,0.0021149539686489177,0.0,0.5223936302562826,0.0002488181139586962,0.0001244090569793481,0.0001244090569793481,0.0,0.0,0.0006220452848967405,0.0,0.0,0.0013062950982831551,0.0,0.22449614331923365,0.0035456581239114208,0.056792734511072404,0.0,0.004416521522766857,0.0002488181139586962,0.0,0.0,0.0,6.220452848967405e-05,0.0,0.0,0.0009952724558347848,0.06587459567056482,0.04055735257526748,0.0009330679273451107,0.00920627021647176,0.0,0.023513311769096792,0.0,0.0,0.0,0.003856680766359791,0.0,0.00018661358546902214,0.0003732271709380443,6.220452848967405e-05,0.0,0.0,0.0,0.0,0.0001244090569793481,0.0,0.0,0.0,0.0006842498133864145,0.0066558845483951235,0.0,0.0,0.0,0.0,0.0,0.011570042299079373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018661358546902214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.220452848967405e-05,0.0,0.0,0.0,0.0,0.0007464543418760885,0.0,6.220452848967405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.220452848967405e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219669",0.0,4.1732743510558384e-05,0.0056756531174359404,0.007887488523495535,0.0025456973541440613,0.0,0.5303397045321759,0.00016693097404223354,0.0003338619480844671,0.0007929221267006093,0.0,0.0,0.0002503964610633503,0.0,0.0,0.0025456973541440613,0.0,0.28837325765795846,0.000542525665637259,0.04699106919288874,0.0,0.001836240714464569,0.00012519823053167516,0.0,0.0,0.0,0.00041732743510558383,0.0,0.0,0.0006677238961689341,0.04866037893331108,0.015357649611885486,0.0030882230197813204,0.005341791169351473,0.0,0.016860028378265588,0.0,0.0,0.0,0.0007094566396794926,4.1732743510558384e-05,0.00016693097404223354,0.00012519823053167516,4.1732743510558384e-05,0.0,0.0,0.0,0.0,4.1732743510558384e-05,0.0,0.0,0.000542525665637259,0.0003338619480844671,0.009640263750938986,0.0,0.0,0.0,0.0,0.0,0.00851347967615391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1732743510558384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012519823053167516,0.0,0.0,0.0,0.0,0.00016693097404223354,0.0,0.0006677238961689341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
