"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Pasteurellaceae","Corynebacteriaceae","Peptococcaceae","Solibacteraceae_Subgroup_3_","uncultured","Pseudomonadaceae","Sphingomonadaceae","Lactobacillaceae","Rhodospirillaceae","Blastocatellaceae_Subgroup_4_","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","WCHB1_32(class)","DA101_soil_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Sphingobacteriaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Caulobacteraceae","Bifidobacteriaceae","Aerococcaceae","Actinomycetaceae","Defluviitaleaceae","Moraxellaceae","Hyphomicrobiaceae","Oxalobacteraceae","Thermaceae","Cellulomonadaceae","Eubacteriaceae","Cytophagaceae","Brucellaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Subgroup_6(class)","Methylobacteriaceae","Mollicutes_RF9(order)","Micromonosporaceae","Erythrobacteraceae","Acidaminococcaceae","Bacteroidales_S24_7_group","Unknown_Family","Anaerolineaceae","Chromatiaceae","OPB56","Thermoanaerobacteraceae","OPB35_soil_group(class)","Chitinophagaceae","Synergistaceae","Tectomicrobia(phylum)","vadinBE97","NS11_12_marine_group","Paenibacillaceae","Nocardiaceae","Nocardioidaceae","Methanobacteriaceae","Microbacteriaceae","Neisseriaceae","JG30_KF_CM45(order)","Rhizobiaceae","Victivallaceae","Planctomycetaceae","env_OPS_17","Intrasporangiaceae","Thermoplasmatales_Incertae_Sedis","Xanthobacteraceae","Streptomycetaceae","Chloroplast(class)","Geodermatophilaceae","Family_X","Staphylococcaceae","Campylobacteraceae","Bacteroidetes_vadinHA17(class)","Acidimicrobiaceae","Coxiellaceae","Enterobacteriaceae","ML635J_21(class)","Carnobacteriaceae","Acidobacteriaceae_Subgroup_1_","Brevibacteriaceae","Xanthomonadaceae","Methylophilaceae","Solirubrobacteraceae","Bacillaceae","FamilyI","Roseiarcaceae","Anaeroplasmataceae","Verrucomicrobiaceae","uncultured(class)","Helicobacteraceae","Clostridiaceae_1","TK10(class)","Candidatus_Nomurabacteria(class)","Aeromonadaceae","SC_I_84(order)","Propionibacteriaceae","Bogoriellaceae","Gemmatimonadaceae","Sanguibacteraceae","Bradyrhizobiaceae","Cellvibrionaceae","Myxococcaceae","Subgroup_2(class)","Elev_16S_1332","Rhodocyclaceae","Dermabacteraceae","Pseudonocardiaceae"
"X206629",0.0004250797024442083,0.0,0.0,0.0,0.0,0.0,0.09160467587672688,0.016790648246546226,0.005951115834218916,0.0,0.0,0.002975557917109458,0.002975557917109458,0.004038257173219979,0.0004250797024442083,0.0,0.0,0.61211477151966,0.022741764080765142,0.005313496280552604,0.0,0.05058448459086079,0.0,0.0,0.0,0.0,0.010839532412327312,0.0,0.0,0.0004250797024442083,0.07927736450584484,0.001487778958554729,0.005526036131774708,0.0,0.0,0.0,0.0,0.005951115834218916,0.002975557917109458,0.005313496280552604,0.0,0.0,0.0,0.0076514346439957494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025504782146652497,0.0,0.0,0.0,0.004888416578108395,0.0,0.0,0.0,0.009351753453772583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021253985122210415,0.0,0.0,0.0,0.0,0.016153028692879916,0.0,0.0,0.0,0.0,0.028267800212539853,0.0,0.0006376195536663124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025504782146652497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206636",0.0,0.0,0.014598540145985401,0.0,0.0,0.0,0.34124087591240876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31386861313868614,0.05291970802919708,0.0072992700729927005,0.0,0.010948905109489052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259124087591241,0.0,0.023722627737226276,0.0,0.0,0.0,0.0,0.0,0.0,0.03467153284671533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.020072992700729927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01824817518248175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023722627737226276,0.0,0.0,0.0,0.0,0.005474452554744526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206635",0.0,0.0,0.002163981726376533,0.0,0.000721327242125511,0.0,0.5473270818305682,0.000881622184820069,4.0073735673639494e-05,0.000561032299430953,0.0,0.0,0.0,0.0,0.0012022120702091848,0.0,0.0,0.1844594053057626,0.014987577141941173,0.006772461328845075,0.0,0.0028452352328284043,0.0,0.0,0.0,0.0,8.014747134727899e-05,8.014747134727899e-05,0.0,4.0073735673639494e-05,0.19027009697844033,0.0,0.013424701450669232,0.0012022120702091848,0.0,0.000881622184820069,0.0,0.00012022120702091849,0.0,0.021880259677807164,0.0,8.014747134727899e-05,8.014747134727899e-05,4.0073735673639494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009216959204937084,0.0,0.0,0.0,0.0,0.0,0.00561032299430953,0.0,0.0,0.0,8.014747134727899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0073735673639494e-05,0.0,0.0,0.0,0.0,0.0023643504047447302,0.0,0.00024044241404183698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005209585637573135,0.0,0.0,8.014747134727899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206644",0.0,0.0,0.0005102908657935023,0.0,0.0010205817315870045,0.0,0.06837897601632931,0.014628338152747066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38594999149515224,0.0,0.0023813573737030106,0.0,0.014118047286953563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017009695526450075,0.49141010375914274,0.0,0.0008504847763225039,0.0005102908657935023,0.0,0.0003401939105290015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017009695526450075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005102908657935023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010205817315870045,0.0003401939105290015,0.0,0.0,0.0,0.017179792481714577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005102908657935023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206643",0.0,0.0,0.0,0.0,0.0011703606173652256,0.0,0.08324189891010167,0.03247750713188501,0.0005120327700972862,0.0,0.0,0.0,7.31475385853266e-05,0.0,0.0,0.0001462950771706532,0.0,0.44561480506180967,0.0,0.0019018360032184917,0.0,0.01441006510130934,0.0,0.0,0.0,0.0,0.0008046229244385927,0.0,0.0,0.00021944261575597982,0.38863287250384027,0.0,0.00731475385853266,0.0012435081559505523,0.0,0.0001462950771706532,0.0,0.0,0.0,0.0005851803086826128,0.00021944261575597982,7.31475385853266e-05,0.0,0.0013898032331212055,0.0,0.000365737692926633,0.0,0.0,0.0,0.0,0.0,0.00043888523151195964,0.0,0.0,0.0,0.0005851803086826128,0.0,0.0,0.0,0.0,0.0005851803086826128,0.0,0.0,0.0,0.0001462950771706532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001462950771706532,0.0,0.0,0.0,0.0,0.016897081413210446,0.0,0.0002925901543413064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001462950771706532,0.00021944261575597982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206670",0.0,0.0003748687959214275,0.002549107812265707,3.748687959214275e-05,0.0012370670265407107,0.0,0.24265257159994003,0.0002249212775528565,0.0,0.0002249212775528565,0.0,0.0,0.00011246063877642825,0.0,0.0,0.0,0.0,0.23170640275903434,0.0299895036737142,0.0390238416554206,0.0,0.014507422402159244,0.000149947518368571,0.0,0.0,0.0,3.748687959214275e-05,0.0,0.0,0.00011246063877642825,0.3013195381616434,0.0,0.0012370670265407107,0.00026240815714499927,0.0,0.0620782726045884,0.0,0.00041235567551357026,0.0,0.0005248163142899985,0.0,0.0,0.0,3.748687959214275e-05,0.0,0.0,0.0,0.0,0.00033738191632928474,0.0,0.0,3.748687959214275e-05,0.0014619883040935672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011246063877642825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06923826660668767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206669",0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.010638297872340425,0.0851063829787234,0.0,0.0,0.0,0.5106382978723404,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.02127659574468085,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05319148936170213,0.0,0.0,0.0,0.0,0.09574468085106383,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07446808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206676",0.0,0.0,0.002592016588906169,0.0003456022118541559,0.003974425436322792,0.0,0.27993779160186627,0.0,0.002592016588906169,0.00017280110592707794,0.0,0.0,0.01658890616899948,0.0,0.0,0.0,0.0,0.41074822878866424,0.024019353723863834,0.0,0.0,0.00017280110592707794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144116122343183,0.0043200276481769485,0.0029376188007603247,0.0013824088474166235,0.0,0.041645066528425784,0.0,0.007257646448937273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012096077414895455,0.0,0.013824088474166234,0.0,0.0,0.0003456022118541559,0.0,0.0,0.024537757041645066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017280110592707794,0.0,0.0,0.0,0.0,0.007776049766718507,0.0,0.0015552099533437014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017280110592707794,0.0,0.0,0.007603248660791429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206675",0.0,0.0,0.0,0.00025316455696202533,0.002531645569620253,0.0,0.32354430379746835,0.0,0.0,0.0007594936708860759,0.0,0.0,0.0037974683544303796,0.0,0.002278481012658228,0.0,0.0,0.2691139240506329,0.015443037974683544,0.0015189873417721519,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.007594936708860759,0.0,0.0,0.0012658227848101266,0.2478481012658228,0.0030379746835443038,0.004050632911392405,0.0005063291139240507,0.0,0.05721518987341772,0.0,0.0,0.0007594936708860759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025316455696202533,0.0,0.0,0.0,0.0005063291139240507,0.0,0.0017721518987341772,0.0,0.0,0.0027848101265822785,0.0,0.0,0.01949367088607595,0.0,0.0,0.0010126582278481013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005063291139240507,0.0,0.0015189873417721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007594936708860759,0.0005063291139240507,0.0,0.0,0.0,0.0,0.011139240506329114,0.0,0.0017721518987341772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008354430379746836,0.0,0.0,0.0,0.0,0.0,0.0012658227848101266,0.0,0.0,0.0,0.0005063291139240507,0.0,0.0,0.0,0.0,0.0,0.0
"X206677",0.0,0.0002584647195657793,0.0,0.0015507883173946756,0.0027138795554406824,0.0002584647195657793,0.2526492633755492,0.16619281468079608,0.0,0.0,0.0,0.0,0.004264667872835358,0.0006461617989144482,0.0,0.0,0.0027138795554406824,0.25626776944947016,0.0002584647195657793,0.013827862496769192,0.0012923235978288964,0.012147841819591625,0.0,0.0,0.0,0.0,0.005040062031532695,0.0,0.0060739209097958125,0.00012923235978288964,0.13194623933833033,0.00361850607392091,0.02894804859136728,0.0,0.0,0.0,0.0,0.005427759110881365,0.0,0.0,0.0,0.00012923235978288964,0.0,0.0,0.0002584647195657793,0.0012923235978288964,0.0,0.0,0.0,0.0,0.0,0.002455414835874903,0.0,0.0,0.0,0.0,0.0,0.0,0.0027138795554406824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012923235978288964,0.008658568105453606,0.0,0.006720082708710261,0.0,0.0,0.0,0.0002584647195657793,0.0,0.0,0.0002584647195657793,0.0,0.0005169294391315585,0.0,0.00012923235978288964,0.002455414835874903,0.0,0.0,0.0,0.07224088911863531,0.00361850607392091,0.0016800206771775653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012923235978288964,0.0,0.0,0.0,0.0,0.0,0.00012923235978288964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206678",0.0,0.0008260561718196837,0.0,0.0002360160490913382,0.003422232711824404,0.0,0.21111635591220204,0.032216190700967665,0.0,0.0,0.0,0.0,0.00129808827000236,0.0018881283927307056,0.0,0.0,0.0,0.3345527495869719,0.0002360160490913382,0.0029502006136417278,0.0,0.017583195657304696,0.0,0.0,0.0,0.0,0.00035402407363700734,0.0,0.0,0.00660844937455747,0.3029265990087326,0.016639131460939344,0.013688930847297616,0.0029502006136417278,0.0,0.0001180080245456691,0.0,0.0,0.0,0.0,0.0,0.0005900401227283455,0.0,0.001180080245456691,0.0,0.00035402407363700734,0.0,0.0,0.0,0.0016521123436393675,0.0,0.001062072220911022,0.0,0.0002360160490913382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005900401227283455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002360160490913382,0.0,0.0,0.0,0.0,0.04083077649280151,0.0,0.0028321925890960587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035402407363700734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004720320981826764,0.0,0.0
"X206684",0.0,0.0,0.0001321178491214163,0.00039635354736424893,0.0002642356982428326,8.80785660809442e-05,0.33487470823974985,0.0018496498876998282,0.0,0.0015413749064165235,0.0,0.0,4.40392830404721e-05,0.0,0.0,0.0,0.0,0.16598405777953934,0.04875148632580262,8.80785660809442e-05,0.0,0.0017175320385784119,0.0001761571321618884,0.0,0.0,0.0,0.0033029462280354076,0.0,0.0,0.0003082749812833047,0.4202668780552253,0.0002201964152023605,0.002201964152023605,0.0009248249438499141,0.0,0.0003082749812833047,0.0,0.0,0.0,0.001321178491214163,0.0,0.0,0.0,8.80785660809442e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002642356982428326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014709120535517681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001321178491214163,0.0,4.40392830404721e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206683",0.0,4.3533150494101256e-05,0.0,0.0,0.0003047320534587088,0.0,0.3668973923642854,0.0022637238256932655,0.0,0.001349527665317139,0.0,0.0,0.0005659309564233164,0.0,0.0,0.0,0.0,0.2178398850724827,0.018806321013451744,0.0001305994514823038,0.0,0.011536284880936833,0.0,0.0,0.0,0.0,0.0003047320534587088,0.0,0.0,0.0018719254712463542,0.36202167950894604,0.0,0.002350790126681468,0.001697792869269949,0.0,0.00021766575247050628,0.0,0.0,0.0,0.0009577293108702277,0.0,0.00017413260197640502,0.0,0.00021766575247050628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007748900787950024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.706630098820251e-05,0.0,0.0,0.0,0.0,0.00034826520395281004,0.0,0.0022637238256932655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206713",0.0,0.0,0.0,0.00038153376573826786,9.538344143456696e-05,0.0,0.07220526516596719,9.538344143456696e-05,0.00038153376573826786,0.0,0.0,0.0,4.769172071728348e-05,4.769172071728348e-05,4.769172071728348e-05,0.0,0.0,0.1838992750858451,0.0013353681800839375,0.0047691720717283476,9.538344143456696e-05,0.0015261350629530714,0.0,0.0,0.0,0.0,0.00038153376573826786,0.0,0.0,0.0006676840900419688,0.619276993513926,0.09109118657001145,0.00109690957649752,0.001478443342235788,0.0,0.00038153376573826786,0.0,0.005436856161770317,0.0,0.001001526135062953,0.0,0.00019076688286913393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011827546737886304,0.0,0.0,0.0,0.0,0.0,0.0016692102251049219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005246089278901182,0.0,4.769172071728348e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206712",0.0,0.0,0.0,0.00041407867494824016,4.6008741660915574e-05,0.0,0.051759834368530024,0.00013802622498274673,0.0,0.0,0.0,0.0,4.6008741660915574e-05,0.0,0.0,0.0,0.0,0.31387163561076603,0.0007361398665746492,0.0034046468829077524,0.0,0.008189556015642972,0.0,0.0,0.0,0.0,0.00041407867494824016,0.0,0.0,0.0023464458247066944,0.5458017023234415,0.04320220841959972,0.0011502185415228894,0.004278812974465148,0.0,0.0001840349666436623,0.0,0.00676328502415459,0.0,0.00280653324131585,0.0,0.00027605244996549346,0.0,0.00013802622498274673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011180124223602485,0.0,0.0,0.0,0.0,0.0,0.0017483321831147918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6008741660915574e-05,0.00013802622498274673,0.0,0.0,0.0,0.0007361398665746492,0.0,9.201748332183115e-05,0.0,0.0,4.6008741660915574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6008741660915574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206732",0.0,0.0,0.0192694728728643,0.45214747569905367,0.001798484134800668,0.0,0.23054853766111422,0.002697726202201002,8.564210165717467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12088382648910204,0.014816083586691217,4.282105082858733e-05,4.282105082858733e-05,0.00449621033700167,0.0014987367790005566,0.0,0.0,0.0,4.282105082858733e-05,0.0,0.0,0.00042821050828587335,0.0781055967113433,0.016100715111548838,0.0,0.0011133473215432707,0.0,0.015629683552434378,0.0,0.00034256840662869867,0.0,0.014473515180062518,0.0,0.0,8.564210165717467e-05,0.0,0.0,0.000256926304971524,0.0,0.0,0.0,0.0,0.0,8.564210165717467e-05,0.0,0.006166231319316576,0.0,0.0,0.0,0.0,0.0,0.01494454673917698,0.0,0.0,0.0,0.0,0.0,4.282105082858733e-05,0.0,0.0,0.0,0.0,0.00017128420331434933,0.0,0.0,0.0,0.0,8.564210165717467e-05,0.0,4.282105082858733e-05,0.0,0.0,0.0025264419988866526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.282105082858733e-05,0.0,0.0,0.0,0.0,0.0008564210165717467,0.0,8.564210165717467e-05,0.0,0.0,0.0,0.0,0.0,4.282105082858733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206731",0.0,0.0,0.016971808165910564,0.41060434219053793,0.0003240440699935191,0.0,0.29378645495787425,0.0014176928062216462,8.101101749837978e-05,0.0,0.0,0.0,0.00012151652624756967,0.0,0.0,0.0,0.0,0.11770900842514583,0.01069345430978613,0.0005670771224886585,0.0,0.006156837329876863,0.0004050550874918989,0.0,0.0,0.0,0.000729099157485418,0.0,0.0,0.0004050550874918989,0.07849967595593,0.007655541153596889,0.01085547634478289,0.00012151652624756967,0.0,0.008425145819831496,0.0,0.0,0.0,0.015797148412184058,0.0,0.00012151652624756967,0.0,8.101101749837978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004617627997407648,0.0,0.0,0.0,0.0,0.0,0.01130103694102398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.050550874918989e-05,0.0,0.0,0.0,0.0,0.00012151652624756967,0.0,0.0,0.0,0.0,0.001053143227478937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.050550874918989e-05,0.0,0.0012961762799740765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206754",0.0,0.0003781433163168841,0.003923236906787673,0.006617508035545471,0.0006144828890149366,0.0,0.12039137833238797,0.027982605407449422,0.00018907165815844205,0.0,0.0,0.0,0.0,0.0,0.0,0.00184344866704481,0.00018907165815844205,0.3539894119871431,0.020514274910190963,0.003970504821327283,0.0,0.03393836263944035,0.00014180374361883155,0.0,0.0,0.0,0.00014180374361883155,0.0,0.0,0.00557761391567404,0.34878994138778596,0.006333900548307809,0.004017772735866894,4.726791453961051e-05,0.0,0.001370769521648705,4.726791453961051e-05,0.026611835885800718,0.0,0.009500850822461713,0.0,0.00014180374361883155,0.0,4.726791453961051e-05,0.0,0.0,0.0,0.0008980903762525998,0.0,0.00018907165815844205,0.0,4.726791453961051e-05,0.0,0.007515598411798071,0.0003781433163168841,0.0006617508035545471,0.0,0.0016543770088863678,0.0,0.005199470599357156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006144828890149366,0.00033087540177727357,4.726791453961051e-05,0.0007090187180941577,0.00018907165815844205,0.0003781433163168841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.726791453961051e-05,0.00047267914539610514,0.0,0.0,0.0,0.0,0.0,0.0,0.0024579315560597464,0.0,0.0,0.0,0.0,0.0,0.0,4.726791453961051e-05,0.0,0.0,0.0,0.0,0.00023633957269805257,0.0,0.0,0.00033087540177727357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.453582907922102e-05,0.0,0.0,0.00018907165815844205
