OTU,LDA_score,CLass
f__Eubacterium_ventriosum_group,5.160636203713244,CD
Parabacteroides,5.999584518826809,CD
Odoribacter,6.61658159783267,CD
Bilophila,7.19737801194755,CD
Roseburia,7.490222549022152,CD
Lachnoclostridium,7.608855703216255,CD
