"","x"
"1","Lachnospiraceae_FCS020_group"
"2","Clostridiales_vadinBB60_group(family)"
"3","Butyricicoccus"
"4","Candidatus_Soleaferrea"
"5","Ruminococcus"
"6","Cellulomonas"
"7","Lachnospiraceae_NK4A136_group"
"8","Butyricimonas"
"9","Gastranaerophilales(order)"
"10","Coprobacter"
"11","Erysipelatoclostridium"
"12","Haemophilus"
"13","Prevotellaceae_NK3B31_group"
"14","Slackia"
"15","Succiniclasticum"
