Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.82853367247199,0.143677221072781,0.0035586759703184405,0.10468334900523439
2,0.775545971270953,0.174527558548791,0.005160279255717795,0.1071089049195856
3,0.857578920614468,0.167939680826933,-0.043302709107881344,0.06182949832972288
4,0.807881886115341,0.198422690138259,-0.005614105964734063,0.08905899882407149
5,0.397800183546654,0.235063379829628,-0.004799346322056004,0.10972522109061228
6,0.818285470739281,0.0922708426563121,-0.011211687926813926,0.09108808778403056
7,0.830690285118013,0.169232352023065,-0.015439925151467207,0.07954667804348645
8,0.840168727920724,0.143904880061765,0.002498799181937971,0.10318131608555763
9,0.77870293957179,0.130167293764522,-0.037942638978236215,0.06237658508314061
10,0.766360741189166,0.140601459486898,-0.022194110533629668,0.0802594562933279
11,0.745086283015162,0.10567523077111,-0.0002479525761980137,0.09264529634664742
12,0.990526115064287,0.0108039683219423,-0.02900347462528806,0.053702534315514174
13,0.852102041896969,0.126625940326657,-0.020203735459512394,0.07434919889423451
14,0.735373968780773,0.218897833967708,-0.005908546645520849,0.09937891993788363
15,0.853897563159549,0.1404761663116,-0.006020557209801112,0.09434179846776508
16,0.582212441313574,0.147202381407082,-0.01696967281434628,0.09282194329902343
17,0.733012348584122,0.120666363747291,-0.039288854321978914,0.08158292508289834
18,0.602425687943462,0.26282690761573,-0.02587211674114712,0.08629094274190853
19,0.905916556422956,0.123209703590731,-0.018077722362985216,0.07227758505148553
20,0.623794719333753,0.181268806075349,-0.00582333139229798,0.11453568187918196
21,0.786628824586456,0.147415523429999,-0.011525595899580483,0.09195995321307124
22,0.636336717112565,0.0476571772989228,-0.01988204733052501,0.09804467007364323
23,0.91652129511152,0.0847882741399395,-0.03242935837725541,0.05960184146167452
24,0.968952212906318,0.021674643198595,-0.026151182843111832,0.04828917544593423
25,0.572938064571151,0,-0.023442483020225467,0.07912944045250406
26,0.656707698966181,0.180185077527791,-0.003490261784867875,0.11039622860953054
27,0.86040262395756,0.16400622122613,-0.016255194801156912,0.07629434098748329
28,0.598480374442772,0.241881570828948,-0.02397720892325439,0.0994757095782108
29,0.773688317361013,0.118630245716389,-0.02472474304621461,0.08540738529143113
30,0.643891520070166,0.21585829098149,-0.014444914939284643,0.10727642510354528
Averages,0.7580148057719563,0.1418519228297453,-0.016434190823046556,0.08688866972307803
