"","x"
"1","Rhodobacterales"
"2","Erysipelotrichales"
"3","Fusobacteriales"
"4","Actinomycetales"
"5","Subgroup_6(class)"
"6","Caldilineales"
"7","Planctomycetales"
"8","Xanthomonadales"
"9","Desulfuromonadales"
"10","Candidatus_Falkowbacteria(class)"
"11","X35"
"12","Oligosphaerales"
"13","Verrucomicrobiales"
