"","Tepidimonas","Christensenellaceae_R_7_group","Prevotella","Family_XIII_AD3011_group","Paracoccus","Ruminiclostridium","Run_SP154(order)","Corynebacterium","uncultured","Rhodovarius","Pseudomonas","Sphingomonas","Ornithinimicrobium","Lactobacillus","Oscillibacter","Faecalibacterium","Lachnospiraceae_FCS020_group","Hungatella","Sutterella","Veillonella","Chryseobacterium","_Ruminococcus_gauvreauii_group","Ruminococcaceae_UCG_010","Faecalitalea","Clostridiales_vadinBB60_group(family)","Lactonifactor","Lachnospiraceae_UCG_001","Ruminococcaceae_UCG_003","Blautia","Gemella","Leptotrichia","Alloscardovia","Thermus","Sphingobacterium","Collinsella","Bacteroides","Porphyromonas","Hydrogenoanaerobacterium","Butyricicoccus","Streptococcus","Intestinibacter","Paraprevotella","_Eubacterium_hallii_group","Ruminococcaceae_NK4A214_group","Alistipes","Catenisphaera","Fusobacterium","Bifidobacterium","Subdoligranulum","Coprococcus","Odoribacter","Abiotrophia","Actinomyces","Defluviitaleaceae_UCG_011","Acinetobacter","Capnocytophaga","Anaerococcus","Ruminococcaceae_UCG_014","Roseburia","Candidatus_Soleaferrea","Defluviicoccus","Ruminococcus","_Clostridium_innocuum_group","Tannerella","Anaerotruncus","_Eubacterium_brachy_group","Romboutsia","Anaerofustis","_Eubacterium_xylanophilum_group","Lachnospiraceae_NK4A136_group","Peptococcus","Ochrobactrum","Butyricimonas","Rothia","Solobacterium","Gastranaerophilales(order)","Desulfovibrio","Ruminococcaceae_UCG_013","Subgroup_6(class)","Jonquetella","Atopobium","Methylobacterium","Mollicutes_RF9(order)","Plantactinospora","Scardovia","Faecalibaculum","Lachnoanaerobaculum","Phascolarctobacterium","Bacteroidales_S24_7_group(family)","Family_XIII_UCG_001","Tyzzerella","_Eubacterium_nodatum_group","Enhydrobacter","Gallicola","Erysipelatoclostridium","Parasutterella","Alloprevotella","Selenomonas","Megasphaera","Dorea","Atopostipes","_Eubacterium_coprostanoligenes_group","Family_XIII_UCG_002","Dysgonomonas","Methanobacterium","Eikenella","Hydrotalea","Rhizobium","Cardiobacterium","Caulobacter","Knoellia","Ruminococcaceae_UCG_002","Barnesiella","Phenylobacterium","Lachnospiraceae(family)","Parvimonas","Lactococcus","Oribacterium","Peptostreptococcus","Lachnospiraceae_UCG_008","Chloroplast(class)","Acidovorax","Dialister","Thermicanus","Staphylococcus","Anaerostipes","Acidaminococcus","Campylobacter","Deinococcus","Lachnospira","Lachnoclostridium","Cloacibacterium","Haemophilus","Lachnospiraceae_UCG_004","Aerococcus","Morganella","Haliangium","Aggregatibacter","Eisenbergiella","Caloramator","PHOS_HE51(family)","Eubacterium","Catonella","Stenotrophomonas","Lysobacter","Alishewanella","Erysipelotrichaceae_UCG_010","Cytophaga","Ruminococcaceae_UCG_004","Proteus","Citrobacter","Stomatobaculum","Parabacteroides","Proteiniphilum","Bdellovibrio","Solirubrobacter","Allisonella","Turicibacter","Finegoldia","Bacillus","Fusicatenibacter","DS","Mogibacterium","Dielma","Johnsonella","Catenibacterium","Acetobacterium","Adlercreutzia","Shuttleworthia","Pseudoclavibacter","Akkermansia","Flavonifractor","Eggerthella","Granulicatella","Candidatus_Stoquefichus","Lachnospiraceae_ND3007_group","Bilophila","Ruminococcaceae_UCG_005","Sphingobium","Herminiimonas","Cryptobacterium","Methanobrevibacter","Facklamia","Clostridium_sensu_stricto","uncultured(family)","Christensenella","Peptoniphilus","_Eubacterium_rectale_group","Slackia","Erythrobacter","Devosia","Lachnospiraceae_UCG_010","Hafnia_Obesumbacterium","_Eubacterium_ventriosum_group","Holdemania","Holdemanella","Escherichia_Shigella","Rhodopseudomonas","_Ruminococcus_gnavus_group","Pseudoxanthomonas","Acetanaerobacterium","Epulopiscium","Micrococcus","_Eubacterium_eligens_group","Lawsonella","Erysipelotrichaceae_UCG_003","Thermoanaerobacterium"
"X206704",0.0,0.0013501107090781444,0.00016201328508937734,0.0002160177134525031,0.0,0.005346438407949452,0.0,0.0,0.0037263055570556786,0.0,0.0002160177134525031,0.0,0.0,0.0004320354269050062,0.0,0.08516498352864935,0.0,0.0,0.0,0.001944159421072528,0.0,0.00010800885672625155,0.0,0.0003240265701787547,0.0,5.400442836312577e-05,0.0002160177134525031,0.00016201328508937734,0.05756872063509208,0.0007020575687206351,5.400442836312577e-05,0.0,0.0,0.0,0.0011340929956256413,0.2428039099206135,0.0,0.0,0.0014041151374412702,0.019117567640546524,0.0006480531403575094,0.0,0.014365177944591457,0.005346438407949452,0.005076416266133823,0.0,0.0010260841388993898,0.0017821461359831506,0.04077334341415996,0.0014041151374412702,0.0,0.0,0.00016201328508937734,5.400442836312577e-05,0.0,0.0,0.0,0.0,0.00934276610682076,0.0,0.0,0.00626451369012259,0.00016201328508937734,0.0,0.0,0.0,0.00037803099854188043,0.0,0.0008100664254468866,0.003348274558513798,0.0,0.0,0.0,0.00037803099854188043,0.0,0.0,0.0,0.00016201328508937734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027002214181562887,0.020359669492898417,0.0,0.0,0.03515688286439488,0.003348274558513798,0.0,0.00016201328508937734,0.0,0.0,0.0,5.400442836312577e-05,0.0,0.0,5.400442836312577e-05,0.0,0.0,0.0007560619970837609,0.0,0.0,0.0,0.00010800885672625155,0.0,0.0,0.0,0.06129502619214776,0.0,0.0,0.019711616352540907,0.0,0.0,0.028406329319004157,0.0,0.0,0.0,0.0017281417076200247,0.004752389695955068,0.0,0.051682237943511365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003240265701787547,0.0,0.0,0.0,0.041259383269428095,0.0,0.0,0.0,0.0007020575687206351,0.0,0.0,0.0,0.005562456121401955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022141815628881566,0.0076146243992007345,0.0,0.00016201328508937734,0.00010800885672625155,0.0012421018523518929,0.003348274558513798,0.0015121239941675217,0.0,0.0,0.00010800885672625155,0.0,0.0,0.00010800885672625155,0.0,0.0,0.0,0.16757574121077928,0.0,0.0,0.0,0.0,0.0,0.004266349840686937,0.0002160177134525031,0.0,0.0104768591024464,0.0,0.010854890100988281,0.0,0.0,0.0,0.0,0.0008100664254468866,0.0,0.0,0.0
"X206703",0.0,0.0005877167205406994,0.0001763150161622098,0.0,0.0,0.002468410226270937,0.0,0.0,0.007052600646488392,0.0,5.877167205406994e-05,0.0,0.0,0.0012929767851895385,0.0,0.05130766970320306,0.0,5.877167205406994e-05,0.0,0.005994710549515133,0.0,0.00011754334410813987,0.0,5.877167205406994e-05,0.0,5.877167205406994e-05,0.0004701733764325595,0.00011754334410813987,0.01892447840141052,0.0004701733764325595,0.0,0.0,0.0,0.0,0.0001763150161622098,0.4364972083455774,0.0,0.0,0.0007052600646488392,0.008521892447840141,0.0015280634734058183,0.0,0.015398178078166324,0.0011754334410813989,0.006112253893623273,0.0,0.000999118424919189,0.0006464883925947693,0.014928004701733765,0.002585953570379077,0.0,0.0,5.877167205406994e-05,5.877167205406994e-05,0.00011754334410813987,0.0,5.877167205406994e-05,0.0,0.005994710549515133,0.0,0.0,0.006582427270055833,0.0003526300323244196,0.0,0.0,0.00011754334410813987,0.0002938583602703497,0.0,0.001057890096973259,0.004114017043784896,0.0,0.0,0.0,5.877167205406994e-05,0.0,0.0,0.0,0.0004701733764325595,0.0,0.0,0.0001763150161622098,5.877167205406994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.877167205406994e-05,0.0,5.877167205406994e-05,0.0,5.877167205406994e-05,0.00887452248016456,0.0,0.0,0.013282397884219806,0.002585953570379077,0.0,0.0011754334410813989,0.0,0.0,0.0,0.00023508668821627975,0.0,5.877167205406994e-05,5.877167205406994e-05,0.0,0.0,0.0001763150161622098,0.0,0.0,0.0,0.0002938583602703497,0.0,0.0,0.0,0.03097267117249486,0.0,0.0,0.015868351454598882,0.0,0.0001763150161622098,0.015692036438436672,0.0,0.0,0.0,0.0033499853070819863,0.008051719071407582,0.0,0.034087569791360565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001763150161622098,0.0,0.0,0.0,0.0989127240669997,0.0,0.0,0.0,0.0005877167205406994,0.00023508668821627975,0.0,0.0,0.0031736702909197765,0.0,0.0,5.877167205406994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002115780193946518,0.010049955921245959,0.0,0.00011754334410813987,0.0,0.0003526300323244196,0.007170143990596532,0.0003526300323244196,0.0,0.0,0.0,0.0,0.0,0.0003526300323244196,0.0,0.0,0.0,0.12365559800176315,0.0,0.0,0.0,0.0,0.0,0.001939465177784308,0.00041140170437848955,0.0,0.008404349103732,0.00011754334410813987,0.006758742286218043,0.0,0.0,0.0,0.0,0.001880693505730238,0.0,0.0,0.0
"X206753",0.0,0.0010428736964078794,0.0,3.862495171881035e-05,3.862495171881035e-05,0.0034376207029741214,0.0,3.862495171881035e-05,0.008033989957512554,0.0,3.862495171881035e-05,0.0,0.0,0.004557744302819622,0.0,0.24016994978756276,0.0,3.862495171881035e-05,0.008613364233294708,0.0013518733101583623,0.0,3.862495171881035e-05,0.0,0.0,0.0006952491309385864,3.862495171881035e-05,0.0012359984550019312,0.003398995751255311,0.012398609501738123,0.0,0.0,3.862495171881035e-05,0.0,0.0,0.00011587485515643106,0.2874468906913866,0.0,0.0,0.0004634994206257242,0.007145616067979915,0.001197373503283121,0.0,0.018308227114716108,0.0016994978756276556,0.0682502896871379,0.0003862495171881035,0.0002317497103128621,0.0016222479721900347,0.03615295480880649,0.013286983391270761,0.0,0.0,0.0,7.72499034376207e-05,0.0,0.0,0.0,0.0,0.006836616454229432,0.0,0.0,0.03174971031286211,0.0,0.0,0.00027037466203167247,3.862495171881035e-05,0.00011587485515643106,0.0,0.0,0.0024719969100038624,0.0,0.0,0.0,7.72499034376207e-05,0.0,0.0,0.0,0.0011201235998455,0.0,0.0,0.0,0.0,0.0013518733101583623,0.0,0.0,3.862495171881035e-05,0.0,0.0,0.0,7.72499034376207e-05,7.72499034376207e-05,7.72499034376207e-05,0.0,0.0,0.0001544998068752414,0.0005021243723445346,0.0,0.0,0.03333333333333333,0.0036693704132869836,0.0,0.004016994978756277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.862495171881035e-05,0.0009656237929702588,0.0,0.0,3.862495171881035e-05,7.72499034376207e-05,0.0,3.862495171881035e-05,0.0,0.017342603321745847,3.862495171881035e-05,0.0,0.01432985708767864,0.0,0.00011587485515643106,0.0043259945925067595,0.0,0.0,0.0,0.0,0.001429123213595983,0.0,0.0012359984550019312,7.72499034376207e-05,0.0,0.0,0.0,0.0,7.72499034376207e-05,0.0,0.0,3.862495171881035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001544998068752414,0.0,0.0,0.0,0.03970645036693704,0.0,0.0,0.0,0.0003476245654692932,0.0,0.0,0.0,0.003630745461568173,0.0,0.0,0.0,0.0,0.0004248744689069139,7.72499034376207e-05,3.862495171881035e-05,0.0,0.0,0.014600231749710313,0.003514870606411742,0.0,7.72499034376207e-05,0.0,0.00019312475859405175,0.009154113557358054,0.004789494013132484,0.0,0.0,0.0,0.0,0.0,0.0001544998068752414,0.0,0.0,0.0,0.06376979528775589,0.0,0.0,0.0,0.0,0.0,0.0016608729239088451,0.00019312475859405175,0.0,0.0009269988412514484,0.0,0.003167246040942449,0.0,0.0,0.0,3.862495171881035e-05,0.005600617999227501,0.0,0.0,0.0
"X206752",0.0,0.0007497857754927164,0.0,3.570408454727221e-05,0.0,0.0021065409882890605,0.0,0.0,0.011496715224221651,0.0,7.140816909454442e-05,0.0,0.0,0.003606112539274493,0.0,0.2101899457297915,0.0,0.0,0.006283918880319908,0.0021065409882890605,0.0,3.570408454727221e-05,0.0,0.0,0.001178234790059983,3.570408454727221e-05,0.0009283061982290774,0.005891173950299915,0.007962010854041702,0.0,0.0,3.570408454727221e-05,0.0,0.0,0.00014281633818908883,0.3306555269922879,0.0,0.0,0.0007140816909454442,0.014460154241645245,0.001035418451870894,0.0,0.00485575549842902,0.0004641530991145387,0.08526135389888603,0.0009640102827763496,0.00021422450728363326,0.001178234790059983,0.02634961439588689,0.008783204798628963,0.0,0.0,3.570408454727221e-05,0.0,0.00017852042273636104,0.0,0.0,0.0,0.004748643244787204,0.0,0.0,0.024171665238503285,0.0,0.0,7.140816909454442e-05,7.140816909454442e-05,0.00014281633818908883,3.570408454727221e-05,0.0,0.004784347329334476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004641530991145387,0.0,0.0,0.0,0.0,0.001178234790059983,0.0,0.00010711225364181663,0.0,0.0,0.0,0.0,0.0,0.00010711225364181663,7.140816909454442e-05,0.0,0.0,3.570408454727221e-05,0.0006069694373036275,0.0,0.0,0.03406169665809768,0.004320194230219937,0.0,0.00403456155384176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005712653527563553,0.0,0.0,0.0,3.570408454727221e-05,0.0,0.0,0.0,0.013281919451585262,0.0,3.570408454727221e-05,0.01924450157097972,0.0,3.570408454727221e-05,0.001713796058269066,0.0,0.0,0.0,0.0,0.00242787774921451,0.0,0.0014638674664381604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021422450728363326,0.0,3.570408454727221e-05,0.0,0.048878891745215654,0.0,0.0,0.0,0.0003927449300199943,0.0,0.0,0.0,0.004427306483861753,0.0,3.570408454727221e-05,0.0,0.0,0.0003570408454727221,0.0,0.0,0.0,0.0,0.04691516709511568,0.0030348471865181375,0.0,0.00014281633818908883,0.0,0.00014281633818908883,0.0057483576121108255,0.0023207654955726934,0.0,0.0,0.0,0.0,0.0,0.00021422450728363326,0.0,0.0,0.0,0.03452584975721223,0.0,0.0,0.0,0.0,3.570408454727221e-05,0.0005355612682090831,0.00021422450728363326,0.0,0.0002499285918309055,0.0,0.002356469580119966,0.0,0.0,0.0,0.0,0.0033561839474435876,3.570408454727221e-05,0.0,0.0
"X206711",0.0,4.330691611450349e-05,0.04521242042354164,4.330691611450349e-05,0.0,0.0006929106578320558,0.0,4.330691611450349e-05,0.0011259798189770906,0.0,4.330691611450349e-05,0.0,0.0,0.0,0.0,0.20709367285955568,0.0,0.00017322766445801395,8.661383222900697e-05,0.0005629899094885453,0.0,0.0031614048763587547,0.0,0.00012992074834351045,0.0,0.0,0.0002598414966870209,0.0,0.016846390368541856,0.0003031484128015244,0.0,0.0,0.0,0.0,0.0025551080507557056,0.29366419817244815,0.0,0.0,0.0,0.0008228314061755663,0.0013858213156641116,0.0,0.012039322679831968,0.00012992074834351045,0.002295266554068685,0.0,0.0002598414966870209,0.0027283357152137195,0.0016456628123511325,0.003940929366419817,0.00021653458057251744,0.0,0.00012992074834351045,8.661383222900697e-05,0.00017322766445801395,0.0,0.0,0.0,0.0005196829933740418,8.661383222900697e-05,0.0,0.0,0.0003897622450305314,0.0,0.0,4.330691611450349e-05,0.0,0.0,0.0003464553289160279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017322766445801395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007188948075007579,0.00017322766445801395,0.0,0.0,0.0,4.330691611450349e-05,0.0,0.0,0.0,0.0074487895716946,0.0,4.330691611450349e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004330691611450349,0.0,0.0,0.0,0.00017322766445801395,0.0,0.0,0.00012992074834351045,0.0010826729028625872,0.0,0.0,0.04638170715863323,0.0,0.00017322766445801395,0.15373955220648738,0.0,0.0,0.0,0.0,0.0010826729028625872,0.0,0.0005196829933740418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330691611450349e-05,0.0,8.661383222900697e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011692867350915941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.330691611450349e-05,0.0025551080507557056,0.0,8.661383222900697e-05,0.0,0.0022519596379541812,0.002122038889610671,4.330691611450349e-05,0.0,0.0,0.0,0.0,0.0,8.661383222900697e-05,0.0,0.0,0.0,0.05928716816075527,0.00012992074834351045,0.0,0.0,0.0,0.0,0.0003464553289160279,0.0003031484128015244,0.0,0.00012992074834351045,0.0,0.08107054696635052,0.0,0.0,0.0,0.0,0.0007362175739465593,0.0,0.020917240483305184,0.0
"X206710",0.0,0.0,0.05520749917565594,0.0,0.0,0.0016957934900372132,0.0,0.0,0.0015073719911441895,0.0,0.0002355268736162796,0.0,4.710537472325592e-05,0.0,0.0,0.27179801215318666,0.0,0.0,0.0,0.0014602666164209336,0.0,0.0008478967450186066,0.0,0.0004239483725093033,0.0,0.0,0.00037684299778604737,0.0,0.011964765179707005,0.0022139526119930282,0.0,0.0,0.0,0.0,0.003674219228413962,0.3275707758255217,0.0,0.0,4.710537472325592e-05,0.005040275095388384,0.0015544773658674456,0.0,0.008149229827123275,0.0005181591219558152,0.0035329031042441944,0.0,0.0005181591219558152,0.006265014838193038,0.0034386923547976823,0.004098167600923265,9.421074944651184e-05,0.0,4.710537472325592e-05,0.0,4.710537472325592e-05,0.0,0.0,0.0,0.0007536859955720947,0.0,0.0,0.0,0.00028263224833953557,0.0,0.0,0.0,0.0,0.0,0.00032973762306279144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014131612416976778,0.0,0.0,9.421074944651184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009185548071034905,4.710537472325592e-05,0.0,0.0,0.00014131612416976778,0.0,0.0,0.0,0.0,0.008714494323802346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018842149889302368,0.0,0.0,0.0,0.0008950021197418626,0.0,0.0,9.421074944651184e-05,0.0015073719911441895,0.0,0.0,0.049036695086909415,0.0,9.421074944651184e-05,0.09444627632012813,0.0,0.0,0.0,0.0,0.0010363182439116303,0.0,0.0010834236186348862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005181591219558152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007442649206274436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006265014838193038,4.710537472325592e-05,0.0016486881153139573,0.0,0.0023081633614395404,0.007112911583211644,0.0004239483725093033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04343115549484196,9.421074944651184e-05,0.0,0.0,0.0,0.0,0.0008478967450186066,0.00014131612416976778,0.0,0.00014131612416976778,0.0,0.03349192142823496,0.0,0.0,0.0,0.0,0.0007065806208488389,0.0,0.014932403787272128,0.0
"X206719",4.2718612499466016e-05,0.0,8.543722499893203e-05,0.00029903028749626214,0.0,0.0011534025374855825,0.0,0.0,0.007689350249903883,0.0,0.0,0.0,0.0,0.0,0.0,0.22461446452219233,0.0,0.0,0.0,0.004271861249946602,0.0,0.0010252466999871844,0.0,0.0011961211499850485,0.0,0.00012815583749839805,0.00038446751249519417,0.0,0.003118458712461019,0.0,0.0,0.0,0.0,0.0,4.2718612499466016e-05,0.49459609551881756,0.0,0.0,0.0003417488999957281,0.0,0.002477679524969029,0.0,0.007475757187406553,4.2718612499466016e-05,8.543722499893203e-05,0.0,0.0,0.0011106839249861165,0.0018796189499765048,0.0029903028749626213,0.0,0.0,0.0,0.0,8.543722499893203e-05,0.0,0.0,0.0,0.021701055149728737,0.0,0.0,0.005382545174932718,0.00029903028749626214,0.0,4.2718612499466016e-05,0.0,4.2718612499466016e-05,4.2718612499466016e-05,0.0013669955999829125,0.032850613012089365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2718612499466016e-05,0.0,0.0,0.0,0.0,0.004485454312443932,0.0,0.0,0.0,0.002648553974966893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006834977999914563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005211670724934854,0.0,0.0,0.00012815583749839805,0.0,8.543722499893203e-05,0.030073903199624077,0.0,4.2718612499466016e-05,0.0,0.0013669955999829125,0.0009398094749882524,8.543722499893203e-05,0.00021359306249733008,0.0,0.0,0.0,0.0,8.543722499893203e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004699047374941262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023666111324704173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006834977999914563,0.00038446751249519417,0.0,0.0,0.00021359306249733008,0.008031099149899612,0.0,0.0,0.0,0.0,0.0,0.0,4.2718612499466016e-05,0.0,4.2718612499466016e-05,0.0,0.05297107949933786,0.0,0.0,0.0,0.0,4.2718612499466016e-05,8.543722499893203e-05,0.00017087444999786406,0.0,0.00038446751249519417,0.0,0.030031184587124612,0.0,0.0,0.0,0.0,0.008714596949891068,0.0,0.011106839249861165,0.0
"X206718",0.0,6.192717364379489e-05,6.192717364379489e-05,0.00012385434728758978,0.0,0.0010527619519445132,0.0,0.0,0.007493188010899182,0.0,0.0,0.0,0.0,6.192717364379489e-05,0.0,0.21086202625712164,0.0,0.0,6.192717364379489e-05,0.0025390141193955907,0.0,0.00030963586821897447,0.0,0.0009289076046569235,0.0,0.0,0.00012385434728758978,0.0,0.0008669804310131286,0.0,0.0,0.0,0.0,0.0,0.0,0.5185162249194947,0.0,0.0,0.00012385434728758978,0.0003715630418627694,0.0017339608620262571,0.0,0.007617042358186772,0.00030963586821897447,0.0003715630418627694,0.0,0.0,0.0003715630418627694,0.0008050532573693337,0.0021674510775328212,0.0,0.0,6.192717364379489e-05,0.0,0.0,0.0,0.0,0.0,0.024213524894723806,0.0,0.0,0.00619271736437949,0.0001857815209313847,0.0,0.0,0.0,6.192717364379489e-05,0.0,0.000557344562794154,0.045206836759970274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003653703244983899,0.0,0.0,0.0,0.004892246717859797,0.0,0.0,0.0,0.0,0.0,0.0,6.192717364379489e-05,0.0,0.0,0.0,0.0,0.000557344562794154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004025266286846668,0.0,0.0,0.00012385434728758978,0.0,0.00012385434728758978,0.033564528114936834,0.0,0.0,0.0,0.001176616299232103,0.001795888035670052,0.0,0.00030963586821897447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001857815209313847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016162992321030467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.192717364379489e-05,0.00024770869457517957,6.192717364379489e-05,6.192717364379489e-05,0.0,6.192717364379489e-05,0.002972504334902155,0.0,0.0,0.0,0.0,0.0,0.0,0.00012385434728758978,0.0,0.0,0.0,0.05505325736933366,0.0,0.0,0.0,0.0,0.0,0.0,6.192717364379489e-05,0.0,0.0001857815209313847,0.0,0.03059202378003468,0.0,0.0,0.0,0.0,0.006626207579886054,0.0,0.0038394847659152837,0.0
"X206726",0.0,0.0,0.00041816509157815507,0.000250899054946893,0.0,0.0010454127289453877,0.0,0.0,0.007986953249142762,0.0,0.0,0.0,0.0,0.0,0.0,0.2631931086392908,0.0,0.0,0.0,0.0016308438571548047,0.0,0.0,0.0,0.0023417245128376685,0.0,4.1816509157815506e-05,0.000250899054946893,0.0006272476373672326,0.015304842351760476,0.0,0.0,0.0,0.0,0.0,0.0,0.4183741741239441,0.0,0.0,0.0012963117838922806,0.00020908254578907754,0.0013799448022079118,0.0,0.01777201639207159,0.0,0.005310696663042569,0.0,0.008990549468930334,0.0005436146190516015,0.009659613615455382,4.1816509157815506e-05,0.0,0.0,4.1816509157815506e-05,0.0,0.0,0.0,4.1816509157815506e-05,0.001087229238103203,0.0057288617546207244,0.0,0.0,0.00016726603663126202,4.1816509157815506e-05,0.0,0.0,0.00020908254578907754,0.0,0.0,0.0,0.003972568369992473,0.00016726603663126202,0.0,0.0,0.0,0.0,0.0,0.0006690641465250481,4.1816509157815506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1816509157815506e-05,0.0,0.0012963117838922806,0.0,0.0,0.0,0.000250899054946893,0.0,0.0,0.0,0.0,0.006481558919461403,0.0,0.0,0.0,0.0,0.0,0.0001254495274734465,0.0,0.0,0.0,0.0,0.0,0.0012544952747344652,0.0,0.0,0.0,0.0007526971648406791,0.0,0.0,0.0,0.0337041063811993,0.0,0.0,0.01162498954587271,0.0,0.00016726603663126202,0.024253575311532993,0.0,0.0005854311282094171,0.0,0.006272476373672326,0.002007192439575144,0.0,0.00020908254578907754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041816509157815507,0.0,4.1816509157815506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001254495274734465,0.0,0.0,0.0053943296813582006,0.0,0.0,4.1816509157815506e-05,0.0,0.0,0.0,4.1816509157815506e-05,0.0,0.0,0.0,0.0007108806556828636,0.00016726603663126202,0.0,0.0,0.0009199632014719411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000501798109893786,0.0,0.0,0.0,0.1116500794513674,0.0,0.0,0.0,0.0,0.0,8.363301831563101e-05,4.1816509157815506e-05,0.0,0.004934348080622229,0.0,0.011792255582503972,0.0,4.1816509157815506e-05,0.0,0.0,0.0007108806556828636,0.0,0.004516182989044075,0.0
