Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.939621144871239,0.106498290078332,-0.0012280589477288164,0.09486724540562913
2,0.620882052453396,0,-0.004717054486895273,0.12792827228650808
3,0.444651591951568,0.355410703928102,-7.055657561392758e-05,0.14550906068735783
4,0.668079300977004,0.189138493844022,-0.00342079997559026,0.140743314684031
5,0.633225350984284,0.176469545540648,-0.05326681762569823,0.12422143235719178
6,0.586466589772118,0,-0.017921468883316236,0.11442159846848389
7,0.791666465784685,0.141754683100764,-0.023108265576442875,0.08786073000099154
8,0.538674273960921,0,0.031387975307751496,0.1283946290634194
9,0.53829513909716,0.145887332277857,0.02135264266272149,0.1572575536924437
10,0.869188105512712,0.0740890372993276,-0.05401029917255271,0.10425668986108465
11,0.883234877363099,0.125571226251178,-0.0713844492876314,0.11241779449164958
12,0.563101672389951,0.156647592448813,-0.02417398071175159,0.12769915747175037
13,0.885517928251181,0.0991443824123497,-0.017485775459314973,0.09531398547074113
14,0.77790982117157,0.127076833763088,-0.02383494129628811,0.10676829646554728
15,0.703340045716227,0.163565551314558,-0.005954471788930683,0.1275268661551789
16,0.751128422264325,0.179990859876039,-0.018735840238844,0.11625774194549839
17,0.77080050856875,0.133397419042101,-0.00278414286673422,0.12361249968808372
18,0.775592974934502,0.181042914385385,-0.0026538991421472397,0.13856325330412828
19,0.603292573728864,0.171666704509478,0.0008778193377239285,0.13930886509345122
20,0.663228737304239,0.20887033392038,-0.009606478596583081,0.10734719267011256
21,0.778724918871939,0.139901844876676,-0.02330687581908324,0.10881182204256695
22,0.779947907214462,0.1318217240656,-0.08814002344507965,0.11867655204566285
23,0.869989056536436,0.155739895486317,-0.01273274476233232,0.09427762428097287
24,0.625744184372068,0.145443456438088,0.008325370555621365,0.14344945273933773
25,0.595466203230979,0.197655681970832,0.0029536377189102576,0.13574686540936526
26,0.826195315121903,0.114269126247794,-0.07099332679866326,0.102704563261261
Averages,0.7109217370155994,0.13927129357991266,-0.01787049330286514,0.12015165611701728
