"","Alphaproteobacteria","Betaproteobacteria","Clostridia","Bacteroidia","Gammaproteobacteria","Actinobacteria","JG30_KF_CM66","Solibacteres","Thermoleophilia","Flavobacteriia","Sphingobacteriia","Bacilli","Blastocatellia","Negativicutes","Erysipelotrichia","WCHB1_32","Spartobacteria","Fusobacteriia","Deinococci","Coriobacteriia","Fibrobacteria","Opitutae","Mollicutes","Chloroflexia","Spirochaetes","Acidimicrobiia","Cytophagia","Cyanobacteria","Melainabacteria","Deltaproteobacteria","Subgroup_6","Epsilonproteobacteria","Synergistia","MB_A2_108","Nitrospira","Caldilineae","Planctomycetacia","Verrucomicrobia_Incertae_Sedis","Anaerolineae","WCHA1_57","Chlorobia","OPB35_soil_group","Tectomicrobia(phylum)","Lentisphaeria","Methanobacteria","Thermomicrobia","Proteobacteria_Incertae_Sedis","Thermoplasmata","Candidatus_Falkowbacteria","Chloroplast","Gitt_GS_136","Bacteroidetes_vadinHA17","Cyanobacteria(phylum)","Holophagae","ML635J_21","Acidobacteria","Oligosphaeria","KD4_96","Verrucomicrobiae","uncultured","TK10","Candidatus_Nomurabacteria","Gemmatimonadetes","Latescibacteria(phylum)","UA11","Subgroup_2","Elusimicrobia"
"X206615",0.0,0.001522939272796497,0.5174186179326101,0.3647439558347607,0.028745478774033918,0.002855511136493424,0.0,0.0,0.0,0.0,0.000761469636398249,0.0009518370454978109,0.0,0.062250142775556856,0.01161241195507329,0.0,0.0,0.00399771559109081,0.0,0.000190367409099562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00342661336379212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015229392727965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206619",0.0,0.00745341614906832,0.44906832298136584,0.4527950310559002,0.00652173913043478,0.0,0.0,0.0,0.0,0.00807453416149068,0.0,0.0,0.0,0.06894409937888198,0.00124223602484472,0.0,0.0,0.00341614906832298,0.0,0.00248447204968944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206621",0.0,0.0,0.1470588235294118,0.676470588235295,0.17647058823529438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206624",0.0907821229050279,0.0,0.1089385474860335,0.09357541899441339,0.3002793296089387,0.2597765363128491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307262569832402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167597765363128,0.0,0.0153631284916201,0.0,0.0279329608938547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474860335195531,0.0,0.0,0.0,0.0,0.0,0.00837988826815642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206628",0.0,0.0,0.21103896103896105,0.0714285714285714,0.40909090909090895,0.00649350649350649,0.0,0.0,0.0,0.0,0.00324675324675325,0.0584415584415584,0.0,0.0162337662337662,0.2142857142857145,0.0,0.0,0.00649350649350649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00324675324675325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206630",0.000866300895177592,0.0189142362113774,0.5846087207623448,0.2822697083453655,0.01588218307825585,0.014149581287900663,0.0,0.0,0.0,0.00158821830782558,0.0,0.004042737510828769,0.0,0.012994513427663881,0.05111175281547799,0.0,0.0,0.00476465492347675,0.00101068437770719,0.005919722783713547,0.0,0.0,0.000866300895177592,0.0,0.0,0.0,0.0,0.0,0.00101068437770719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206636",0.0,0.0711678832116789,0.6697080291970805,0.125912408759124,0.00547445255474453,0.0346715328467153,0.0,0.0,0.0,0.0,0.0,0.0474452554744526,0.0,0.027372262773722598,0.01094890510948906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206644",0.0,0.0,0.45637013097465534,0.49226058853546556,0.0319782275897262,0.0,0.0,0.0,0.0,0.0,0.0,0.001871066507909504,0.0,0.00238135737370301,0.014118047286953568,0.0,0.0,0.0,0.0,0.000170096955264501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000340193910529002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000510290865793502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206646",0.006989452281103059,8.47206337103402e-05,0.6109204896852622,0.3417630363875125,0.006692930063116871,0.003261744397848091,0.0,0.0,0.0,0.0,0.0,0.0005506841191172114,0.0,0.026178675816495082,0.0016096920404964623,0.0,0.0,0.000296522217986191,0.0,0.00139789045622061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47206337103402e-05,0.0,4.23603168551701e-05,0.0,8.47206337103402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23603168551701e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206648",0.0150190671751247,0.08630096802581405,0.4838369023173953,0.3543561161630976,0.0017013787034320916,0.0,0.0,0.0,0.0,0.0,0.0,0.0005866823115283078,0.0,0.009562921677911417,0.03326488706365499,0.0,0.0,0.0,0.0,0.000293341155764154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015077735406277493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
