"","x"
"1","JG30_KF_CM66(class)"
"2","Coriobacteriales"
"3","Pseudonocardiales"
"4","Gastranaerophilales"
"5","Neisseriales"
"6","Methylophilales"
"7","Oligosphaerales"
"8","Aeromonadales"
