Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.886690431708453,0.0981289646323271,-0.115183497772043,0.0423147069725208
2,0.226138791828511,0.544289841361223,-0.115183497772043,0.0423147069725208
Averages,0.556414611768482,0.3212094029967751,-0.115183497772043,0.0423147069725208
