"","x"
"1","Comamonadaceae"
"2","Family_XIII"
"3","Lactobacillaceae"
"4","Rhodospirillaceae"
"5","Coriobacteriaceae"
"6","Defluviitaleaceae"
"7","Hyphomicrobiaceae"
"8","Cellulomonadaceae"
"9","Micrococcaceae"
"10","Rhodospirillales_Incertae_Sedis"
"11","NB1_j(order)"
"12","Eubacteriaceae"
"13","Cytophagaceae"
"14","Microbacteriaceae"
"15","Carnobacteriaceae"
"16","Sphingomonadaceae"
