"","x"
"1","Acetobacteraceae"
"2","Ruminococcaceae"
"3","Pasteurellaceae"
"4","Clostridiales_vadinBB60_group"
"5","DA101_soil_group"
"6","Synergistaceae"
"7","Neisseriaceae"
"8","Chitinophagaceae"
"9","Rhizobiaceae"
"10","Cytophagaceae"
"11","Verrucomicrobiaceae"
