"","x"
"1","Blastocatellales"
"2","Chthoniobacterales"
"3","Solibacterales"
"4","Caulobacterales"
"5","Thermales"
"6","Flavobacteriales"
"7","Micrococcales"
"8","Gaiellales"
"9","Micromonosporales"
"10","Anaerolineales"
"11","Synergistales"
"12","ML635J_21(class)"
"13","Gemmatimonadales"
"14","Rhodocyclales"
