"","Rhodospirillales","Burkholderiales","Clostridiales","Bacteroidales","Rhodobacterales","Pasteurellales","Corynebacteriales","Pseudomonadales","Lactobacillales","Blastocatellales","Selenomonadales","Erysipelotrichales","WCHB1_32(class)","Sphingomonadales","Chthoniobacterales","Bacillales","Sphingobacteriales","Coriobacteriales","Solibacterales","Opitutales","Fusobacteriales","Caulobacterales","Bifidobacteriales","Actinomycetales","Rhizobiales","Thermales","Flavobacteriales","Micrococcales","Cytophagales","Gastranaerophilales","Subgroup_6(class)","Gaiellales","Mollicutes_RF9","Micromonosporales","Unknown_Order","Anaerolineales","Chromatiales","Chlorobiales","Thermoanaerobacterales","Synergistales","Victivallales","Propionibacteriales","Methanobacteriales","Neisseriales","Planctomycetales","Thermoplasmatales","Streptomycetales","Chloroplast(class)","Desulfovibrionales","Campylobacterales","Bacteroidetes_vadinHA17(class)","Acidimicrobiales","Legionellales","Enterobacteriales","Acidobacteriales","Tectomicrobia(phylum)","Frankiales","Xanthomonadales","Methylophilales","OPB35_soil_group(class)","Solirubrobacterales","ML635J_21(class)","SubsectionIV","Anaeroplasmatales","Verrucomicrobiales","uncultured(class)","TK10(class)","Candidatus_Nomurabacteria(class)","Aeromonadales","SC_I_84","Gemmatimonadales","Cellvibrionales","Myxococcales","SubsectionI","Subgroup_2(class)","Rhodocyclales","JG30_KF_CM45","Pseudonocardiales"
"X224330",0.0,0.0556193208991,0.392443806791,0.499713055954,0.0,9.56480153037e-05,0.00602582496413,0.000286944045911,0.00172166427547,0.0,0.0231946437111,0.00569105691057,0.0,0.0,0.0,0.00124342419895,0.0,0.0024868483979,0.0,0.0,0.0,0.0,0.00234337637494,9.56480153037e-05,0.0,0.0,0.00497369679579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000143472022956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000573888091822,0.0,0.0,0.0024868483979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000191296030607,0.000286944045911,0.0,0.0,0.0,0.0,0.000382592061215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224325",0.0,0.0298418382572,0.301626380185,0.540846016115,0.0,0.000634139062966,3.73022978215e-05,0.000111906893465,0.00869143539242,0.0,0.0264846314533,0.00417785735601,0.0,0.0,0.0,0.000708743658609,0.0,0.00048492987168,0.0,0.0,0.000783348254252,0.0,0.000223813786929,0.000522232169502,3.73022978215e-05,0.0,0.0,0.000223813786929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223813786929,0.0,0.0,0.0,0.0,0.0356609967174,0.000410325276037,0.0,0.0,0.0,0.0482691733811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224326",0.0,0.031478132744,0.359085124908,0.484495345255,0.0,0.000200924251557,0.0,0.000100462125779,0.000468823253633,0.0,0.0227714151765,0.00254504051972,0.0,0.0,0.0,0.000133949501038,0.0,0.000334873752595,0.0,0.0,0.000435335878374,0.0,6.69747505191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481548456232,0.0,0.0,0.0,0.0,0.0496952648851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34873752595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206571",0.0,0.0,0.205228158679,0.491248184667,0.0,0.0350072613315,0.000229305205228,0.000993655889322,0.00259879232592,0.0,0.00687915615684,0.00183444164183,0.0,0.0,0.0,0.000382175342047,0.0,0.0,0.0,0.0,0.00756707177253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64350684094e-05,0.0,0.0,0.0,0.0,0.0,0.000229305205228,0.0,0.0,0.0,0.0,0.0,0.247726056715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206603",0.0,0.0,0.263100160324,0.437642393047,0.0,0.0499957809468,0.0,0.0,0.00253143194667,0.0,0.00717239051557,0.0035018141929,0.0,0.0,0.0,0.000253143194667,0.0,4.21905324445e-05,0.0,0.0,0.00978820352713,0.0,0.0,8.4381064889e-05,4.21905324445e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000126571597334,0.0,0.0,0.0,0.225719348578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206572",0.0,7.05218617772e-05,0.198589562764,0.325458392102,0.0,0.0359661495063,0.000423131170663,7.05218617772e-05,0.00225669957687,0.0,0.00345557122708,0.00472496473907,0.0,0.0,0.0,0.000634696755994,0.000282087447109,0.000141043723554,0.0,0.0,0.00430183356841,0.0,0.0,0.000634696755994,0.000211565585331,0.0,0.0,0.000423131170663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422355430183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215061",0.0,0.00598846125758,0.422843788797,0.24099905061,0.0,0.0,0.0,0.0552837216096,0.00701088147229,0.0,0.0881472285109,0.00219090046009,0.0,0.0,0.0,0.0,0.00058424012269,0.000292120061345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000511210107354,0.0,0.0,0.00262908055211,0.0,0.0,0.0,0.0,0.0,0.0,0.000803330168699,0.0,0.0,0.00124151026072,0.0,0.0,0.000438180092018,0.0,0.0,0.0133644928065,0.0,0.0,0.0,0.0,0.150880011685,0.0,0.000219090046009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00657270138027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215062",0.0,0.00512276982865,0.512453630101,0.166401695813,0.0,0.0,0.0,0.0108638049815,0.00114820703056,0.0,0.0903550609433,0.00282635576753,0.0,0.0,0.0,8.83236177354e-05,0.0,0.00132485426603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000264970853206,0.0,0.000529941706412,0.0,0.0,0.00229641406112,0.0,0.0,0.0,0.0,0.0,0.0,0.0012365306483,0.0,0.0,0.00627097685921,0.0,0.0,0.0,0.0,0.0,0.0113054230701,0.0,0.0,0.0,0.0,0.179561914856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00759583112524,0.0,0.0,0.000353294470942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215080",0.0,0.00489839468451,0.368446578399,0.283136912556,0.0,0.00606236965905,0.0,0.00315243222271,0.0358407294243,0.0,0.0246374702944,0.0117367476599,0.0,0.0,0.000145496871817,0.00218245307726,4.84989572724e-05,0.000678985401814,0.0,0.000290993743635,0.00189145933362,0.0,0.0339492700907,0.000484989572724,0.0,0.0,0.0,0.00286143847907,4.84989572724e-05,0.0,0.0,0.0,0.000339492700907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69979145448e-05,0.0,0.0,0.0,0.000921480188176,0.000145496871817,0.000872981230904,0.0,0.0,9.69979145448e-05,0.192540860372,0.0,0.0,0.0,0.0,9.69979145448e-05,0.000242494786362,0.0,0.0,0.0,0.0,0.0240554828071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69979145448e-05,0.0,0.0,0.0
"X219643",0.0,0.00445198219207,0.692230231079,0.223182107272,0.0,0.000158999364003,0.000105999576002,0.000211999152003,0.00482298070808,0.0,0.0335488658045,0.00498198007208,0.0,0.000794996820013,0.0,0.000476998092008,0.0,0.000582997668009,0.0,0.0,0.000370998516006,0.000105999576002,0.0141509433962,0.000105999576002,0.000317998728005,0.0,0.000158999364003,0.000105999576002,0.0,0.0133559465762,0.0,0.000211999152003,0.0,0.0,0.0,0.0,0.0,0.0,0.000211999152003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00381598473606,0.0,0.0,0.0,0.0,0.000529997880008,0.0,0.0,0.000317998728005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000688997244011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219644",0.0,0.0,0.868502059397,0.0733145458487,0.0,0.000390201604162,4.33557337958e-05,0.000260134402775,0.00164751788424,0.0,0.00264469976154,0.051810101886,0.0,0.0,0.0,0.000433557337958,0.0,0.000303490136571,0.0,0.0,0.000173422935183,0.0,0.000260134402775,8.67114675916e-05,0.0,0.0,0.0,0.000130067201387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219646",0.0,0.0156080026486,0.663198221634,0.312018162039,0.0,0.000141890933169,0.0,9.45939554462e-05,0.000425672799508,0.0,0.000331078844062,0.00316889750745,0.0,0.0,0.0,4.72969777231e-05,0.0,0.000141890933169,0.0,0.0,4.72969777231e-05,0.0,0.00454050986142,9.45939554462e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000141890933169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219645",0.0,0.0228809152366,0.529251170047,0.438637545502,0.0,0.000130005200208,0.0,0.0,0.000606690934304,0.0,0.000563355867568,0.00498353267464,0.0,0.0,0.0,0.0,0.0,0.000606690934304,0.0,0.0,0.000130005200208,0.0,0.00182007280291,0.0,0.0,0.0,0.0,4.3335066736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130005200208,0.0,0.0,0.0,4.3335066736e-05,0.0,0.0,0.0,0.0,0.0,0.000130005200208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219670",0.00130629509828,0.00354565812391,0.765737745708,0.141204279672,0.0,0.000248818113959,0.000124409056979,0.000684249813386,0.000995272455835,0.0,0.0683627768102,0.00441652152277,0.0,0.0,0.0,6.22045284897e-05,0.000186613585469,0.000995272455835,0.0,0.0,0.0,0.0,0.00385668076636,0.000186613585469,0.0,0.0,0.0,0.0,0.0,0.000684249813386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066558845484,0.0,0.0,0.0,0.0,0.000746454341876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219669",0.00254569735414,0.000584258409148,0.833402887906,0.088765545447,0.0,0.000166930974042,0.000333861948084,0.000292129204574,0.00379767965946,0.0,0.055504548869,0.00183624071446,0.0,0.0,0.0,0.000500792922127,4.17327435106e-05,0.000667723896169,0.0,0.0,0.0,0.0,0.000709456639679,0.000166930974042,0.0,0.0,0.0,0.000542525665637,0.0,0.000333861948084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00964026375094,0.0,0.0,0.0,0.0,0.000166930974042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
