"","x"
"1","Spartobacteria"
"2","Sphingobacteriia"
"3","Coriobacteriia"
"4","Flavobacteriia"
"5","Subgroup_6"
"6","Thermoleophilia"
"7","Chlorobia"
"8","Synergistia"
"9","Planctomycetacia"
"10","Bacteroidetes_vadinHA17"
"11","Acidimicrobiia"
"12","ML635J_21"
