"","x"
"1","Micrococcales"
"2","Coriobacteriales"
"3","Tectomicrobia(phylum)"
"4","Neisseriales"
"5","Nitrospirales"
"6","Campylobacterales"
"7","Frankiales"
"8","Oligosphaerales"
"9","Verrucomicrobiales"
"10","Solirubrobacterales"
