"","x"
"1","Gemella"
"2","Pedobacter"
"3","Collinsella"
"4","Candidatus_Soleaferrea"
"5","_Clostridium_innocuum_group"
"6","Methylobacterium"
"7","Parasutterella"
"8","_Eubacterium_coprostanoligenes_group"
"9","Rhodococcus"
"10","Cloacibacterium"
"11","ML635J_21(class)"
"12","Ezakiella"
"13","Ruminococcaceae_UCG_005"
"14","_Eubacterium_rectale_group"
"15","_Eubacterium_ventriosum_group"
