"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","uncultured","Pseudomonadaceae","Flavobacteriaceae","Sphingobacteriaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Burkholderiaceae","Family_XI","Leptotrichiaceae","Thermaceae","Coriobacteriaceae","Fibrobacteraceae","Bacteroidaceae","Clostridiales_vadinBB60_group","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Pseudonocardiaceae","Micrococcaceae","Gastranaerophilales(order)","Rikenellaceae","Desulfovibrionaceae","Neisseriaceae","Blastocatellaceae_Subgroup_4_","Listeriaceae","Synergistaceae","Methylobacteriaceae","0319_6A21","Caldilineaceae","Acidaminococcaceae","Mycobacteriaceae","Alicyclobacillaceae","Bacteroidales_S24_7_group","Planctomycetaceae","Desulfurellaceae","WCHA1_57(class)","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","OPB35_soil_group(class)","Chitinophagaceae","Tectomicrobia(phylum)","vadinBE97","Paenibacillaceae","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Bacteriovoracaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Planococcaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Cryomorphaceae","Caulobacteraceae","Subgroup_6(class)","Geobacteraceae","env_OPS_17","Unknown_Family","Defluviitaleaceae","Shewanellaceae","Lentimicrobiaceae","Candidatus_Falkowbacteria(class)","Xanthobacteraceae","Cytophagaceae","Xanthomonadales_Incertae_Sedis","Geodermatophilaceae","Gitt_GS_136(class)","Chthoniobacteraceae","Family_X","Staphylococcaceae","Erythrobacteraceae","Campylobacteraceae","Acidimicrobiaceae","Rhodospirillales_Incertae_Sedis","Pasteurellaceae","Cyanobacteria(phylum)","NB1_j(order)","X35(order)","Enterobacteriaceae","Haliangiaceae","ABS_19","mle1_27","Opitutaceae","Brevibacteriaceae","PHOS_HE51","Methylophilaceae","Heliobacteriaceae","Oligosphaeraceae","Methanobacteriaceae","Bacillaceae","Chloroplast(class)","Solibacteraceae_Subgroup_3_","Nocardiaceae","KD4_96(class)","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Solirubrobacteraceae","Aeromonadaceae","Mollicutes_RF9(order)","Propionibacteriaceae","Phyllobacteriaceae","Bradyrhizobiaceae","NS9_marine_group","Cellvibrionaceae","UA11(class)","Lineage_IIb(order)","Polyangiaceae","Oligoflexaceae","Dermabacteraceae","Family_III","Lineage_IIc(order)"
"X206656",0.0,0.000576036866359,0.0,0.0028801843318,0.0270737327189,0.0,0.304147465438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188940092166,0.000576036866359,0.0184331797235,0.0714285714286,0.0,0.0,0.0,0.00345622119816,0.00172811059908,0.0,0.180299539171,0.0,0.0241935483871,0.0,0.0,0.0,0.0293778801843,0.0,0.0,0.0,0.00172811059908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650921658986,0.0230414746544,0.0,0.0,0.0,0.0,0.0,0.0109447004608,0.0,0.00691244239631,0.0,0.0,0.00172811059908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00345622119816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00864055299539,0.0,0.0,0.0,0.0172811059908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00403225806452,0.0,0.00403225806452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206655",0.0,0.00042735042735,0.0273504273504,0.000854700854701,0.0106837606838,0.0,0.344444444444,0.0,0.0,0.0136752136752,0.0,0.0,0.00683760683761,0.0,0.0,0.0,0.0,0.0,0.0141025641026,0.316239316239,0.0111111111111,0.00598290598291,0.0196581196581,0.0,0.0,0.0,0.0,0.0,0.0,0.136752136752,0.0,0.0264957264957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00555555555556,0.0418803418803,0.00213675213675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00213675213675,0.0,0.0,0.0017094017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042735042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206659",0.0,0.0,0.0,0.0509649468295,0.000236313509256,0.0,0.0405671524222,0.00149665222529,0.0,0.0,0.0,0.0,0.000157542339504,0.0,0.0,0.0,0.0,0.0,0.00149665222529,0.29838519102,0.0288302481292,0.0966522252855,0.00748326112643,0.0,7.87711697519e-05,0.0,0.0,0.000551398188263,0.0,0.167625049232,0.0,0.0188263095707,0.00842851516345,7.87711697519e-05,0.0,0.0083497439937,0.000708940527767,0.0,0.0,0.000551398188263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00401732965735,0.0329263489563,0.0282000787712,0.0,0.0,0.0,0.00945254037022,0.0,0.0,0.0,0.178180385979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000315084679007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140212682158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000945254037022,0.000472627018511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206660",0.0,0.0,0.0,0.150900787876,0.0,0.0,0.0149044010639,5.01831685653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00140512871983,0.140362322477,0.0358809655242,0.140563055151,0.000501831685653,0.0,0.000501831685653,0.0,0.0,0.0,0.0,0.216389822853,0.0,0.032317960556,0.000150549505696,0.0,0.0,0.0196718020776,0.000451648517087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001154212877,0.0282531239022,0.0156571485924,0.0,0.0,0.0,0.002308425754,0.0,0.0,0.0,0.178100065238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01831685653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000200732674261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01831685653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000100366337131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115923119386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00848095548753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206667",0.0,0.000571482998381,0.0,9.52471663968e-05,0.0,0.0,0.0462901228688,0.0,0.0,0.0,0.0,0.0,0.00342889799028,0.0,0.0,0.0,0.0,0.00733403181255,0.0,0.354414706162,0.0151442994571,0.012477378798,0.00342889799028,0.0,0.00133346032956,0.0,0.0,0.0,0.0,0.51519192304,0.0,0.0,0.00761977331174,0.00933422230689,0.0,0.00361939232308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000571482998381,0.0,0.000571482998381,0.00781026764454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52471663968e-05,0.0,0.0,0.0,0.000857224497571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00114296599676,0.0,0.0,0.0,0.0,0.00247642632632,0.0,0.0,0.0,0.00533384131822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52471663968e-05,0.0,0.0,0.0,0.0,0.00028574149919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000476235831984
"X206668",0.0,0.0,0.0,0.0,0.0,0.0147783251232,0.0410509031199,0.0426929392447,0.0,0.0,0.0,0.0,0.0262725779967,0.0,0.0,0.00164203612479,0.0,0.0,0.0,0.32183908046,0.0295566502463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384236453202,0.0,0.00164203612479,0.0,0.00164203612479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541871921182,0.0,0.00492610837438,0.00164203612479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246305418719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443349753695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00492610837438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206671",0.0,0.0,0.0,0.000126414259528,0.0,0.0,0.00290752796915,0.0,0.0,0.0,0.0,0.0,0.00132734972505,0.0,0.0,0.0,0.0,0.000189621389293,0.0,0.178812970103,0.0,0.0418431199039,0.0,0.000126414259528,0.000252828519057,0.0,0.0,0.0,0.0,0.599898868592,0.0,0.0,0.00657354149548,0.00853296251817,0.0,0.019025346059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000316035648821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676316288477,0.0,0.0,0.0,0.12059920359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000505657038114,0.0118829403957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000316035648821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206672",0.000881134901753,0.0,0.0,8.81134901753e-05,0.0,0.0,0.000616794431227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000352453960701,0.000264340470526,0.0,0.000264340470526,0.167944312274,0.0,0.0252004581901,8.81134901753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.493171204511,0.0,0.0,0.00422944752842,0.00784210062561,0.0,0.0147149528593,0.000264340470526,0.0,0.0,0.0,0.000793021411578,0.0,0.0,0.000264340470526,0.0,0.0,0.0,0.000528680941052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000616794431227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000616794431227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010573618821,0.0,0.0,0.0,8.81134901753e-05,0.000528680941052,0.0,0.0,0.0,0.00810644109613,0.0,0.0,0.0,0.255176667548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000176226980351,0.0,0.0,0.0,0.0,0.00132170235263,0.0136575909772,0.0,0.000881134901753,0.0,0.0,0.0,0.000264340470526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206673",0.0,0.0,0.000558425240821,0.0,0.00132625994695,0.0,0.161594304063,0.000209409465308,6.98031551026e-05,0.000837637861231,0.0,0.0,6.98031551026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.203196984504,0.0264553957839,0.00160547256736,0.00663129973475,0.0,0.0,0.0,0.0,0.000907441016334,0.0,0.393899204244,0.0,0.0802038252129,0.00816696914701,0.00698031551026,0.0,0.0,0.000349015775513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000558425240821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261063800084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98031551026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000418818930616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000558425240821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772022895435,0.00146586625715,0.000558425240821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206681",0.0,0.0,0.0,0.0,0.0,0.0,0.304773561812,0.0,0.000611995104039,0.0,0.0,0.0,0.0281517747858,0.0,0.0,0.0,0.0,0.0,0.0,0.344553243574,0.0,0.108323133415,0.0195838433293,0.0,0.0,0.0,0.0,0.0140758873929,0.0,0.146878824969,0.0,0.0,0.0,0.0,0.0,0.0,0.00673194614443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00428396572827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183598531212,0.0,0.0,0.0,0.0201958384333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206682",0.0,0.00733496332518,0.0,0.00488997555012,0.0,0.0,0.334963325183,0.00977995110024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298288508557,0.0,0.141809290954,0.00977995110024,0.0,0.0,0.0,0.0,0.0146699266504,0.0,0.0513447432763,0.0,0.00977995110024,0.041564792176,0.0,0.0,0.0,0.00488997555012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00733496332518,0.00244498777506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146699266504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220048899756,0.0,0.0,0.0,0.0244498777506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206695",0.0,0.0,0.0,0.00931677018634,0.0,0.0,0.083850931677,0.00414078674948,0.0175983436853,0.0,0.0,0.0,0.00103519668737,0.0,0.0,0.0,0.0,0.0,0.0186335403727,0.160455486542,0.00621118012422,0.01966873706,0.0,0.0,0.0103519668737,0.0,0.00103519668737,0.00414078674948,0.0,0.128364389234,0.0,0.00103519668737,0.0289855072464,0.00931677018634,0.0,0.00931677018634,0.00828157349896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00931677018634,0.0,0.0,0.0144927536232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103519668737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400621118012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517598343685,0.0,0.0,0.0,0.00103519668737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206700",0.0,0.0,0.0,6.63327916155e-05,3.31663958078e-05,0.0,0.0175781897781,0.0,3.31663958078e-05,0.0,0.0,0.0,6.63327916155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.145766309575,6.63327916155e-05,0.0742927266094,0.0201651686511,0.0,0.00610261682863,6.63327916155e-05,0.0,6.63327916155e-05,0.0,0.202713011177,0.0,0.0,0.00258697887301,0.00381413551789,0.0,0.19193393254,0.0,3.31663958078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00275281085204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000132665583231,0.0,0.00285231003947,0.0,0.0,0.0549235514577,0.0,0.0,0.0,0.246691652018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029849756227,0.0269642797917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206757",0.0,0.0,0.0,4.09517179246e-05,0.0,0.0,0.0140464392481,0.0,0.0,0.0,0.0,0.0,4.09517179246e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.259797698513,0.0,0.145010033171,0.0209263278595,0.0,0.000122855153774,0.0,0.0,8.19034358491e-05,0.0,0.495638642041,0.0,0.000409517179246,0.00417707522831,0.0098284123019,4.09517179246e-05,4.09517179246e-05,0.0198615831934,8.19034358491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19034358491e-05,4.09517179246e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09517179246e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09517179246e-05,0.0,4.09517179246e-05,0.0,0.0,4.09517179246e-05,0.0,0.0,0.0,0.0213358450387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00573324050944,0.0024980547934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206758",0.0,0.0,0.0,0.0,7.15128544356e-05,0.0,0.0190939321343,0.0,0.000107269281653,0.0,0.0,0.0,0.000107269281653,0.0,0.0,0.0,0.0,3.57564272178e-05,0.0,0.306396824829,0.0,0.157149497622,0.015267994422,0.0,0.00178782136089,0.0,0.0,0.000500589981049,0.0,0.437837451282,0.0,0.000143025708871,0.00718704187078,0.0119426466907,0.0,0.000250294990525,0.0133371473522,0.000143025708871,0.0,0.000250294990525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57564272178e-05,0.0,7.15128544356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57564272178e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57564272178e-05,0.0,3.57564272178e-05,0.0,0.0,0.000178782136089,0.0,0.0,0.0,0.0213108306218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568527192763,0.0010011799621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206702",0.0,0.000482211744535,0.0,0.0,0.0,0.0,0.000589369909987,0.0,0.000107158165452,0.0,0.0,0.0,0.000321474496357,0.00096442348907,0.0,0.0,0.0,0.0,0.0,0.000696528075439,0.0,0.0,0.000321474496357,5.35790827261e-05,0.000642948992713,0.0,0.0,0.0,0.0,0.00171453064724,0.0,0.0,0.000375053579083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128589798543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000910844406344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991480925847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35790827261e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206701",0.0,0.00169072701262,0.0,0.000780335544284,0.0,0.0,0.00325139810118,0.00117050331643,0.0,0.0,0.0,0.0,0.0105345298478,0.00130055924047,0.0,0.0,0.0,0.0,0.0,0.00130055924047,0.0,0.00104044739238,0.0,0.0,0.0,0.0,0.000520223696189,0.0,0.0,0.00364156587333,0.0,0.0,0.0,0.000260111848095,0.0,0.00507218103785,0.000130055924047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000520223696189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00260111848095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130055924047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156067108857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964494732735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206708",0.0,0.000154408358639,5.14694528797e-05,0.000566163981677,0.0,0.0,0.317720932626,0.000308816717278,0.0,0.0,0.0,0.0,5.14694528797e-05,0.0,0.0,0.0,0.0,0.000360286170158,0.0,0.305677080653,0.00334551443718,0.00524988419373,0.029543465953,0.0,5.14694528797e-05,0.000308816717278,0.0,0.000514694528797,0.0,0.321632611045,0.0,0.00514694528797,0.00169849194503,5.14694528797e-05,0.0,0.000823511246075,5.14694528797e-05,0.0,0.0,0.000669102887436,0.0,0.0,0.0,0.000102938905759,0.0,0.0,0.0,0.0,0.0,0.0,0.00190436975655,0.000308816717278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000154408358639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000102938905759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000514694528797,0.0,0.0,0.0,0.0,0.00133820577487,0.0,0.0,0.0,0.000977919604715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000617633434557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
