"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","uncultured","Pseudomonadaceae","Flavobacteriaceae","Sphingobacteriaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Burkholderiaceae","Family_XI","Leptotrichiaceae","Thermaceae","Coriobacteriaceae","Fibrobacteraceae","Bacteroidaceae","Clostridiales_vadinBB60_group","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Pseudonocardiaceae","Micrococcaceae","Gastranaerophilales(order)","Rikenellaceae","Desulfovibrionaceae","Neisseriaceae","Blastocatellaceae_Subgroup_4_","Listeriaceae","Synergistaceae","Methylobacteriaceae","0319_6A21","Caldilineaceae","Acidaminococcaceae","Mycobacteriaceae","Alicyclobacillaceae","Bacteroidales_S24_7_group","Planctomycetaceae","Desulfurellaceae","WCHA1_57(class)","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","OPB35_soil_group(class)","Chitinophagaceae","Tectomicrobia(phylum)","vadinBE97","Paenibacillaceae","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Bacteriovoracaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Planococcaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Cryomorphaceae","Caulobacteraceae","Subgroup_6(class)","Geobacteraceae","env_OPS_17","Unknown_Family","Defluviitaleaceae","Shewanellaceae","Lentimicrobiaceae","Candidatus_Falkowbacteria(class)","Xanthobacteraceae","Cytophagaceae","Xanthomonadales_Incertae_Sedis","Geodermatophilaceae","Gitt_GS_136(class)","Chthoniobacteraceae","Family_X","Staphylococcaceae","Erythrobacteraceae","Campylobacteraceae","Acidimicrobiaceae","Rhodospirillales_Incertae_Sedis","Pasteurellaceae","Cyanobacteria(phylum)","NB1_j(order)","X35(order)","Enterobacteriaceae","Haliangiaceae","ABS_19","mle1_27","Opitutaceae","Brevibacteriaceae","PHOS_HE51","Methylophilaceae","Heliobacteriaceae","Oligosphaeraceae","Methanobacteriaceae","Bacillaceae","Chloroplast(class)","Solibacteraceae_Subgroup_3_","Nocardiaceae","KD4_96(class)","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Solirubrobacteraceae","Aeromonadaceae","Mollicutes_RF9(order)","Propionibacteriaceae","Phyllobacteriaceae","Bradyrhizobiaceae","NS9_marine_group","Cellvibrionaceae","UA11(class)","Lineage_IIb(order)","Polyangiaceae","Oligoflexaceae","Dermabacteraceae","Family_III","Lineage_IIc(order)"
"X206709",0.0,9.13867946082e-05,0.0,0.00022846698652,4.56933973041e-05,0.0,0.262188713731,0.0,0.0,9.13867946082e-05,0.0,0.0,4.56933973041e-05,0.0,0.0,0.0,0.0,0.000182773589216,0.0,0.133470413525,0.0205620287868,0.00936714644734,0.00635138222527,0.0,0.000685400959561,0.0,0.0,0.000731094356865,0.0,0.533333333333,0.0,0.0116061229152,0.000639707562257,0.0,0.0,0.000502627370345,9.13867946082e-05,0.0,0.0,9.13867946082e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00159926890564,0.014119259767,0.000137080191912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13867946082e-05,0.0,0.0,0.0,0.0,0.00178204249486,0.0,0.0,0.0,0.00196481608408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206746",0.0,0.0,0.0,4.10172272354e-05,0.000123051681706,0.0,0.276127973749,0.0,0.0,0.0,0.0,0.0,4.10172272354e-05,0.0,0.0,4.10172272354e-05,0.0,0.0,0.0,0.229040196883,0.0,0.0145200984413,0.013412633306,0.0,0.000861361771944,0.0,0.0,0.000287120590648,0.0,0.411115668581,0.0,0.00151763740771,0.00602953240361,0.0,0.0,0.00143560295324,0.000574241181296,4.10172272354e-05,0.0,0.000123051681706,0.0,0.0,0.0,8.20344544709e-05,0.0,0.0,0.0,0.000123051681706,0.0,0.0,0.00791632485644,0.000492206726825,0.0,0.0,0.0,0.0,0.0,0.0,8.20344544709e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000164068908942,0.0,0.0,4.10172272354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.20344544709e-05,0.0,0.000123051681706,0.0,0.0,0.0312141099262,0.0,0.0,0.0,0.00377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000164068908942,0.000410172272354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206747",0.0,0.0,0.0,0.0,0.0,0.0,0.287508539597,0.0,5.25513689632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20778811288,0.0,0.00830311629618,0.00714698617899,0.0,0.000420410951705,0.0,0.0,0.000210205475853,0.0,0.449366756004,0.0,0.00126123285512,0.00225970886542,0.0,0.0,0.0019969520206,0.000683167796521,0.000105102737926,0.0,5.25513689632e-05,0.0,0.0,0.0,5.25513689632e-05,0.0,0.0,0.0,0.000105102737926,0.0,0.000105102737926,0.00530768826528,0.000367859582742,0.0,0.0,0.0,0.0,0.0,0.0,5.25513689632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25513689632e-05,0.0,0.000105102737926,0.0,0.0,0.0244889379368,0.0,0.0,0.0,0.00194440065164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000262756844816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206720",0.0,0.0,0.000328839197632,0.000109613065877,3.65376886258e-05,0.0,0.163615769666,0.0,0.0,0.0,0.0,0.0,3.65376886258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.156783221893,0.0393145529614,0.0346377288173,0.00237494976068,0.0,0.000365376886258,0.0,0.0,0.000292301509007,0.0,0.462165223428,0.0,0.0132997186598,0.000949979904271,7.30753772516e-05,0.0,0.00189995980854,0.000694216083891,0.0,0.0,3.65376886258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000109613065877,0.0,0.103145894991,0.00847674376119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65376886258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65376886258e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.65376886258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30753772516e-05,0.0,0.0,0.0,0.0,0.000657678395265,0.0,0.0,0.0,0.00895173371333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30753772516e-05,0.00138843216778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206721",0.0,0.0,0.00021602004666,0.000129612027996,0.000172816037328,0.0,0.134191652985,0.000259224055992,0.0,0.0,0.0,0.0,0.0,4.32040093321e-05,0.0,0.000129612027996,0.0,0.0,0.0,0.150911604597,0.0505054869092,0.0395748725482,0.00168495636395,0.0,0.000259224055992,0.0,0.0,0.000172816037328,0.0,0.462110083816,0.0,0.0167199516115,0.000388836083989,4.32040093321e-05,0.0,0.00233301650393,0.000129612027996,0.0,0.0,8.64080186641e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130130476108,0.0079495377171,4.32040093321e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64080186641e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000129612027996,0.0,0.0,0.0,0.0,8.64080186641e-05,0.0,0.0,0.0,0.00142573230796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64080186641e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206723",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864197530864,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037,0.0,0.0,0.0123456790123,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728395061728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0987654320988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206724",0.0,0.0,0.0,0.00064940025976,0.00015280006112,0.0,0.0316678126671,0.0,0.0003820001528,0.0,0.0,0.0,0.0001910000764,3.820001528e-05,0.0,0.0,0.0,0.0,0.0,0.119642447857,0.0080220032088,0.00103140041256,0.00049660019864,7.640003056e-05,0.00049660019864,0.0,0.0,0.0001910000764,0.0,0.164107265643,0.0,0.00011460004584,0.00389640155856,0.00015280006112,0.0,0.00538620215448,0.0,0.0,0.0,0.00026740010696,0.0,0.0001910000764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.640003056e-05,0.00026740010696,0.0003820001528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015280006112,0.0,0.0001910000764,0.0,0.0,0.00240660096264,0.0,0.0,0.0,0.529337611735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064940025976,0.129383451753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206728",0.0,0.000110015035388,0.0015768821739,0.000183358392314,0.000476731820015,0.0,0.462833253878,0.0,7.33433569254e-05,0.0,0.0,0.0,0.000843448604643,3.66716784627e-05,0.0,0.0,0.0,0.000183358392314,0.000183358392314,0.180608016429,0.032967838938,0.00575745351865,0.00656423044483,0.0,3.66716784627e-05,0.0,3.66716784627e-05,0.000476731820015,0.0,0.242949869816,0.0,0.00326377938318,0.00102680699696,0.00282371924163,0.0,0.028530565844,0.000220030070776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000220030070776,0.0,0.00348380945396,0.00825112765411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66716784627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66716784627e-05,0.0,0.000110015035388,0.0,0.0,0.00209028567238,0.0,0.0,0.0,0.0138985661374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33433569254e-05,0.0,0.0,0.0,3.66716784627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206727",0.0,3.80995923344e-05,0.00186688002438,7.61991846687e-05,0.00060959347735,0.0,0.401074408504,0.0,0.0,0.0,0.0,0.0,3.80995923344e-05,0.0,0.0,0.0,0.0,0.000152398369337,3.80995923344e-05,0.145083247609,0.0668266849545,0.0035432620871,0.00670552825085,0.0,3.80995923344e-05,0.0,0.0,0.000266697146341,0.0,0.28170838572,0.0,0.00335276412542,0.000419095515678,0.00179068083972,0.0,0.024040842763,0.000114298777003,0.0,0.0,3.80995923344e-05,0.0,0.0,0.0,3.80995923344e-05,0.0,0.0,0.0,0.000647693069684,0.0,0.00514344496514,0.00906770297558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61991846687e-05,0.0,0.0,0.0,0.0,0.0012191869547,0.0,0.0,0.0,0.0459862079476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206734",0.0,0.0,0.0,0.0,0.000125861363708,0.0,0.097794279601,0.0,0.0,0.0,0.0,0.0,3.1465340927e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.106226990969,0.0237563323999,0.00264308863787,0.000629306818539,0.0,6.29306818539e-05,0.0,0.0,0.000849564205028,0.0,0.680091878796,0.0,0.0,9.43960227809e-05,0.0,0.0,0.00843271136843,3.1465340927e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000912494886882,0.0,0.00154180170542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1465340927e-05,0.0,0.0,0.0,0.07671250118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1465340927e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206733",0.0,0.0,0.0,0.0,6.66266906523e-05,0.0,0.115597308282,0.0,0.0,0.0,0.0,0.0,3.33133453261e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.109367712706,0.0105603304684,0.00256512759011,0.000499700179892,0.0,0.0,0.0,0.0,0.000899460323806,0.0,0.711339862749,0.0,6.66266906523e-05,0.000233193417283,0.0,0.0,0.00489706176294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33133453261e-05,0.0,0.00103271370511,0.0,0.00186554733826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66266906523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0407755346792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33133453261e-05,6.66266906523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206750",7.16383695107e-05,0.0,0.00118203309693,0.243140626119,0.00107457554266,0.000107457554266,0.182677842252,0.000358191847554,0.000143276739021,3.58191847554e-05,0.0,0.0,0.000143276739021,0.0,3.58191847554e-05,0.0,0.0,0.000394011032309,0.0,0.210688444731,0.000143276739021,0.0178737731929,0.00333118418225,0.0,0.000501468586575,0.0,0.0,0.000358191847554,0.0,0.227344365642,0.00046564940182,0.0454187262698,0.003367003367,3.58191847554e-05,0.0,3.58191847554e-05,3.58191847554e-05,0.000107457554266,0.0,0.000394011032309,0.0,0.0,0.0,0.000214915108532,0.0,0.0,3.58191847554e-05,0.000429830217064,0.0,0.0112114048284,0.0162260906942,0.0,0.0,0.0,3.58191847554e-05,0.0,0.0,0.0,0.0104233827638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000107457554266,0.0,7.16383695107e-05,0.0,0.000179095923777,0.0,0.0,0.0,0.0,0.00419084461638,0.0,0.0,0.0,0.014936600043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000107457554266,0.0023282470091,0.0,0.0,0.0,0.0,3.58191847554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206751",0.0,0.0,0.00157331655129,0.206891126495,0.00173064820642,0.0,0.179318753933,0.0,3.93329137823e-05,0.0,0.0,0.0,0.000117998741347,0.0,0.0,0.0,0.0,0.0,3.93329137823e-05,0.28150566394,3.93329137823e-05,0.0106985525488,0.00652926368785,0.0,3.93329137823e-05,0.0,0.0,0.000157331655129,0.0,0.210942416614,0.000550660792952,0.0427548772813,0.000314663310258,0.0,0.0,0.0,0.0,0.0,0.0,3.93329137823e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152611705475,0.0169918187539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110918816866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86658275645e-05,0.0,3.93329137823e-05,0.0,0.0,0.00228130899937,0.0,0.0,0.0,0.010659219635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000157331655129,0.0,0.0,0.0,0.0,0.0,0.000117998741347,0.0,0.0,0.0,0.0,0.0,3.93329137823e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206756",0.0,0.0,0.000297948412361,0.0,4.25640589087e-05,0.0,0.102834766323,0.0,8.51281178173e-05,0.0,0.0,0.0,4.25640589087e-05,0.0,0.0,0.0,0.0,0.0,8.51281178173e-05,0.233889503703,0.0881076019409,0.00340512471269,0.00570358389376,0.0,8.51281178173e-05,0.0,0.0,0.000255384353452,0.0,0.47114156806,0.0,0.0240486932834,0.00178769047416,0.00549076359922,0.0,0.000212820294543,0.000127692176726,4.25640589087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25640589087e-05,0.0,0.0105558866093,0.0207286966885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012598961437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51281178173e-05,0.0,0.0,0.0,8.51281178173e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51281178173e-05,0.0,0.0,0.0,0.0,0.00310717630033,0.0,0.0,0.0,0.00429896994977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106835787861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25640589087e-05,0.0,0.0
"X206755",0.0,0.0,0.000242443833845,0.000121221916923,0.000161629222563,0.0,0.132414740585,0.0,4.04073056409e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000161629222563,0.341280103443,0.0539437530305,0.00270728947794,0.00509132051075,0.0,8.08146112817e-05,0.0,0.0,0.000323258445127,0.0,0.380919670276,0.0,0.0181428802327,0.00210117989332,0.00529335703895,0.0,0.000161629222563,0.000161629222563,0.0,0.0,4.04073056409e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00917245838048,0.0141021496687,0.000161629222563,0.0,0.0,0.0,0.0,0.0,0.0,0.0188702117343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08146112817e-05,0.0,0.0,0.0,0.0,0.00319217714563,0.0,0.0,0.0,0.00165669953128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04073056409e-05,0.0,0.0,0.0,0.0,0.0092936802974,4.04073056409e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206767",0.0,0.000172072614643,0.0,0.0,0.0,0.0,0.114256216123,0.0,8.60363073217e-05,0.0,0.0,0.0,8.60363073217e-05,0.0,0.0,0.00111847199518,0.0,8.60363073217e-05,0.0,0.182827153059,0.0,0.0159167168545,0.00438785167341,0.0,0.000172072614643,0.0,0.0,8.60363073217e-05,0.0,0.51621784393,0.0,0.0019788350684,0.0039576701368,0.00146261722447,0.0,0.0295964897187,0.000946399380539,0.0,0.0,8.60363073217e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00421577905876,0.00903381226878,0.0,0.0,0.0,0.0,0.0,0.0,0.00301127075626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000344145229287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000344145229287,0.0,0.0,0.0,0.0,0.00963606642003,0.0,0.0,0.0,0.0999741891078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206766",0.0,0.0,4.18392535877e-05,0.0,0.000125517760763,0.0,0.153424542906,0.000125517760763,8.36785071754e-05,0.0,0.0,0.0,8.36785071754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.21982343835,0.000669428057403,0.0174888079997,0.00213380193297,0.0,0.0,0.0,0.0,8.36785071754e-05,0.0,0.547550311702,0.0,0.00129701686122,0.00117149910046,0.00158989163633,0.0,0.0155642023346,0.000753106564579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000209196267939,0.00292874775114,0.00389105058366,0.0,0.0,0.0,8.36785071754e-05,0.0,0.0,0.004769674909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000125517760763,0.0,0.0,0.0,0.0,0.00518806744488,0.0,0.0,0.0,0.0207104305259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36785071754e-05,0.0,0.0,0.0,0.0,0.0
"X206769",0.0,0.0,0.0,0.0,0.0,0.0,0.00738007380074,0.0,0.00738007380074,0.0,0.0,0.0,0.0830258302583,0.0,0.0,0.00553505535055,0.0,0.0,0.0,0.00738007380074,0.0,0.020295202952,0.0,0.0,0.0387453874539,0.0,0.0,0.0,0.0,0.0110701107011,0.0,0.0,0.0608856088561,0.0,0.0,0.0,0.0,0.0,0.0,0.0479704797048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00369003690037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00738007380074,0.0,0.0,0.0,0.0,0.632841328413,0.0,0.0,0.0,0.029520295203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184501845018,0.0,0.0,0.0,0.0,0.0,0.0239852398524,0.00184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
