"","x"
"1","Rhodobacteraceae"
"2","Sphingomonadaceae"
"3","Bifidobacteriaceae"
"4","Fusobacteriaceae"
"5","Actinomycetaceae"
"6","Synergistaceae"
"7","JG30_KF_CM45(order)"
"8","Cardiobacteriaceae"
"9","Alteromonadaceae"
"10","Erythrobacteraceae"
"11","Family_III"
"12","Saprospiraceae"
