"","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Run_SP154(order)","Corynebacteriaceae","Peptococcaceae","Acetobacteraceae","Pseudomonadaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Family_XI","Leptotrichiaceae","Bifidobacteriaceae","Thermaceae","Sphingobacteriaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Rikenellaceae","Fusobacteriaceae","Aerococcaceae","Actinomycetaceae","Defluviitaleaceae","Moraxellaceae","Eubacteriaceae","Brucellaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Subgroup_6(class)","Synergistaceae","Methylobacteriaceae","Mollicutes_RF9(order)","Micromonosporaceae","Acidaminococcaceae","Bacteroidales_S24_7_group","Chitinophagaceae","Carnobacteriaceae","Methanobacteriaceae","Neisseriaceae","JG30_KF_CM45(order)","Rhizobiaceae","Cardiobacteriaceae","Caulobacteraceae","Shewanellaceae","Chloroplast(class)","Family_X","Staphylococcaceae","Campylobacteraceae","Deinococcaceae","Pasteurellaceae","Enterobacteriaceae","Haliangiaceae","Clostridiaceae_1","PHOS_HE51","Xanthomonadaceae","Alteromonadaceae","Cytophagaceae","Bdellovibrionaceae","Solirubrobacteraceae","Bacillaceae","Blastocatellaceae_Subgroup_4_","Microbacteriaceae","Verrucomicrobiaceae","Oxalobacteraceae","uncultured","Erythrobacteraceae","Hyphomicrobiaceae","Bradyrhizobiaceae","Latescibacteria(phylum)","Family_III","Saprospiraceae"
"X206730",0.00013462574044157243,0.0,0.0030963920301561657,0.0,0.0,0.002827140549273021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035002692514808833,0.0,0.11052773290253097,0.0,0.0006731287022078621,0.0,0.011443187937533657,0.0,0.00551965535810447,0.0,0.0017501346257404416,0.0,0.0,0.00026925148088314486,0.26292407108239096,0.0,0.0012116316639741518,0.008077544426494346,0.0,0.001884760366182014,0.0,0.00013462574044157243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000942380183091007,0.0004038772213247173,0.0,0.0,0.0005385029617662897,0.0,0.0,0.0,0.00013462574044157243,0.0,0.0,0.0005385029617662897,0.000942380183091007,0.0,0.0,0.4885568120624663,0.0,0.09369951534733441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026925148088314486,0.0,0.0
"X206729",0.00019734245494013944,0.0,0.026772793053545588,0.0027627943691619526,0.0,0.0037495066438626495,0.0,0.0006578081831337982,0.003223260097355611,0.0,0.0004604657281936587,0.0,0.0,0.0,0.0,0.08525194053414024,6.578081831337982e-05,0.05512432574661229,0.0009867122747006974,0.0030916984607288513,0.0,0.009867122747006973,0.002565451914221813,0.0,0.0003946849098802789,0.0,0.004736218918563347,0.037231943165372976,0.0018418629127746348,0.08525194053414024,0.008814629653992895,0.0,0.008683068017366137,0.0,0.0041441915537429284,0.0,0.0,0.0,0.0,0.0002631232732535193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017234574398105513,0.0,0.0018418629127746348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578081831337982e-05,0.0005920273648204184,0.0,0.0005920273648204184,0.3093014077095119,0.0,0.32390474937508223,0.0,0.0,0.0,0.0,0.00019734245494013944,0.0,0.00013156163662675965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206739",3.777005589968273e-05,0.00030216044719746184,0.0,0.00041547061489651004,0.0,0.3287505665508385,0.0,0.0,0.0,0.0,0.00015108022359873092,0.0,0.0,0.0,0.0,0.3367578184015712,0.01367276023568515,0.005589968273153044,0.0,0.018507327390844538,0.0001133101676990482,3.777005589968273e-05,3.777005589968273e-05,0.004494636652062245,0.0,0.0,0.000566550838495241,0.210832452032029,0.04808128116029612,0.000982021453391751,0.008800423024626077,0.005098957546457169,0.0002643903912977791,3.777005589968273e-05,0.0001133101676990482,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.003210454751473032,0.0,0.0,0.0,0.0,0.0,0.008309412297930202,0.0,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.777005589968273e-05,7.554011179936546e-05,0.0,0.0010575615651911164,0.0007554011179936546,0.0,0.0026439039129777914,0.0,3.777005589968273e-05,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.0,7.554011179936546e-05,0.0,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.0
"X206738",0.0,0.0002263083451202263,0.00039603960396039607,0.0014144271570014145,0.0,0.33374823196605374,0.0,0.0,0.0,0.0,0.0013578500707213579,0.0,0.0,0.0,0.0,0.2869024045261669,0.020594059405940595,0.00927864214992928,0.0002263083451202263,0.005714285714285714,0.0,0.0020933521923620934,0.0,0.002772277227722772,0.00016973125884016973,0.0,0.0009618104667609618,0.18268741159830268,0.07377652050919378,0.00927864214992928,0.012842998585572843,0.007977369165487977,0.0013578500707213579,0.00011315417256011315,0.0,0.0,0.0002828854314002829,0.0,0.0,0.0,0.0,0.0063932107496463934,0.0,0.0005657708628005657,0.0,0.0,0.0,0.020028288543140028,5.6577086280056576e-05,0.0,0.004186704384724187,0.0,0.0,0.0,0.0002828854314002829,0.0,5.6577086280056576e-05,0.0,0.0007920792079207921,0.0,0.0034512022630834513,0.0,0.0,0.0034512022630834513,0.0020933521923620934,0.0,0.0035077793493635077,0.0,0.00039603960396039607,0.0,0.0,0.0,0.00011315417256011315,0.0,0.0,0.0,0.00011315417256011315,0.0,0.0,0.0,0.00033946251768033947,0.0,0.0,0.0,0.0
"X206741",4.338771259979174e-05,0.0016053453661922944,0.0035577924331829224,0.00017355085039916696,0.0,0.2511714682401944,0.0,0.0,0.0,0.0,0.00013016313779937522,8.677542519958348e-05,0.0,0.0,0.0,0.27086948976049985,0.017138146476917738,0.011150642138146477,0.0,0.0007375911141964596,8.677542519958348e-05,0.00013016313779937522,0.0,0.001345019090593544,8.677542519958348e-05,0.0,8.677542519958348e-05,0.3809007289135717,0.010846928149947935,0.000824366539396043,0.0030371398819854217,0.033365150989239846,0.00013016313779937522,0.0,0.0,0.00013016313779937522,0.0,0.0,0.0,0.0,0.0,0.010846928149947935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338771259979174e-05,0.0,0.0,0.0,0.0,0.0,4.338771259979174e-05,0.0,0.0,0.0004338771259979174,0.0003471017007983339,0.0,0.0006508156889968761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206740",0.00012193634922570419,0.0022558224606755274,0.002133886111449823,0.00036580904767711256,0.0,0.26002926472381416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2210706011462017,0.017924643336178516,0.014144616510181686,0.0,0.002011949762224119,0.0,0.00036580904767711256,0.0,0.0014632361907084503,0.0,0.0,0.0007316180953542251,0.4198268503840995,0.015973661748567246,0.0007925862699670772,0.00042677722228996463,0.02767955127423485,0.0005487135715156688,0.0,0.0,0.0,0.0009145226191927813,0.0006096817461285209,0.0,0.0,0.0,0.007377149128155103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036580904767711256,0.0,0.00012193634922570419,0.0,0.0,0.0,0.0,0.0,6.0968174612852094e-05,0.0,0.0,0.0,0.0,6.0968174612852094e-05,0.0024387269845140835,0.0,0.00018290452383855628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206742",0.0,0.001276823592404959,0.0,0.00045306643601466287,0.0,0.2122410313439598,0.0,0.0,0.00020593928909757404,0.0,0.0,0.0,0.0,0.0,0.0,0.13970921372379422,0.011120721611268997,0.0386753984925244,0.0,0.0011532600189464147,0.00020593928909757404,8.237571563902961e-05,0.0,0.0015239507393220479,0.0,0.0,0.00028831500473660367,0.45129535812842375,0.02767824045471395,0.017051773137279132,0.0007413814407512665,0.0517319494213106,0.0,0.0,0.0,4.118785781951481e-05,0.0,0.00037069072037563324,4.118785781951481e-05,4.118785781951481e-05,0.0,0.0018534536018781664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.118785781951481e-05,0.0018534536018781664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010708843033073849,0.0007413814407512665,0.0,0.00045306643601466287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03805758062523168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206743",0.0003810814243976796,0.0008045052292839903,0.0033027056781132235,0.00033873904390904855,0.0,0.11521361730956514,0.00012702714146589321,0.00016936952195452428,8.468476097726214e-05,0.0,0.00021171190244315537,0.0,0.0,0.0,8.468476097726214e-05,0.1061523478849981,0.008891899902612525,0.021594614049201846,0.00033873904390904855,0.0008891899902612525,0.0,0.0002963966634204175,0.0009738747512385147,0.000592793326840835,0.0,0.00012702714146589321,0.0013549561756361942,0.5529914891815217,0.06728204259643478,0.012872083668543845,0.0007198204683067282,0.04962526993267562,0.0008891899902612525,0.0,0.0003810814243976796,0.0,0.0,0.0008468476097726215,0.0,8.468476097726214e-05,0.0,0.0032603632976245926,0.0,0.0,0.0,0.0,0.0,0.00012702714146589321,0.0,0.0,0.0008468476097726215,0.0009738747512385147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021171190244315537,0.0,0.0,8.468476097726214e-05,8.468476097726214e-05,0.0014396409366134563,0.00012702714146589321,0.0003810814243976796,0.0,0.00012702714146589321,0.0,0.0,0.0,0.0,0.00012702714146589321,0.0003810814243976796,0.0005081085658635729,0.04327391285938095,8.468476097726214e-05,8.468476097726214e-05,0.0,0.0,0.0,0.0,0.0,0.00025405428293178643
"X224324",0.0,4.304407713498623e-05,0.012181473829201102,0.0,0.0,0.13924758953168045,0.0,8.608815426997245e-05,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.09073691460055096,0.06973140495867769,0.0003013085399449036,0.0,0.001506542699724518,0.0,0.0003443526170798898,4.304407713498623e-05,0.0006887052341597796,0.0,0.0,0.00012913223140495868,0.6085571625344353,0.0010761019283746557,0.005767906336088154,0.0,0.0001721763085399449,0.0001721763085399449,0.0,0.0001721763085399449,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.0018078512396694215,0.0,0.0,4.304407713498623e-05,0.0,0.0,0.006198347107438017,0.0,0.0,4.304407713498623e-05,0.0,4.304407713498623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003013085399449036,0.0,0.00043044077134986227,0.059573002754820935,0.0,0.00021522038567493114,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224323",0.00010112245929821013,5.056122964910506e-05,0.011022348063504904,0.0,0.0,0.21311558297097785,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.0,0.0,0.0,0.0,0.16407119021134595,0.04540398422489635,0.0013145919708767318,5.056122964910506e-05,0.0019718879563150977,0.0,0.00020224491859642025,0.0,0.000758418444736576,0.0,0.0,0.00025280614824552534,0.47841035493983214,0.0004550510668419456,0.0071796946101729195,0.000758418444736576,5.056122964910506e-05,0.0004044898371928405,0.0,0.0001516836889473152,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.0,0.0017190818080695723,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.016836889473151987,0.0,0.0,0.00010112245929821013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056122964910506e-05,5.056122964910506e-05,0.0,0.0006572959854383659,0.05410051572454242,0.0,0.0004550510668419456,0.00010112245929821013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219652",0.0,0.04654112596350864,0.0,0.0009269196994828764,0.0,0.3449604839496536,0.0,0.00014635574202361205,4.878524734120402e-05,0.0,0.0003414967313884281,0.0,0.0,4.878524734120402e-05,0.0,0.25578105180993266,0.009415552736852377,0.04707776368426188,0.0,0.002048980388330569,0.002927114840472241,4.878524734120402e-05,0.0,0.0642989559957069,0.0,0.0,0.0005366377207532443,0.08766708947214362,0.0023416918723777927,0.0009269196994828764,0.0012196311835301005,0.11513318372524149,4.878524734120402e-05,0.0,0.0,4.878524734120402e-05,4.878524734120402e-05,0.0002927114840472241,0.0,0.0,0.010635183920382476,0.004390672260708362,0.00014635574202361205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.878524734120402e-05,0.0,9.757049468240804e-05,0.0,0.0,9.757049468240804e-05,0.00014635574202361205,0.0,0.00019514098936481607,0.0,4.878524734120402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013172016782125086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219651",0.0,0.041287702525487545,0.0001692118955962604,0.0009729683996784974,0.0,0.30872710351537713,0.0,0.0002538178433943906,4.23029738990651e-05,0.0,0.0001269089216971953,0.0,0.0,0.0,0.0,0.3297516815432125,0.005668598502474724,0.03240407800668387,0.0002961208172934557,0.003934176572613054,0.000803756504082237,4.23029738990651e-05,0.0,0.026989297347603535,0.0,0.0,0.0002961208172934557,0.11261051651931131,0.0021997546427513855,0.0019459367993569948,0.0007191505562841068,0.11206057785862346,4.23029738990651e-05,0.0001269089216971953,8.46059477981302e-05,0.0,4.23029738990651e-05,0.0001692118955962604,0.0,0.0,0.011167985109353188,0.005795507424171919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23029738990651e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001692118955962604,0.0,0.0,8.46059477981302e-05,0.0002961208172934557,0.0,0.0002538178433943906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042302973899065107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219656",0.0010209290454313426,0.0057172026544155185,0.012761613067891782,0.0,0.0,0.37447677386421646,0.0,0.00010209290454313425,0.0,0.0002041858090862685,0.0,0.001225114854517611,0.0,0.0,0.0,0.2533945890760592,0.02644206227667177,0.0033690658499234303,0.0,0.007759060745278203,0.0,0.0007146503318019398,0.0,0.0019397651863195507,0.0,0.0,0.0002041858090862685,0.27646758550280753,0.006636038795303726,0.0,0.003981623277182236,0.0046962736089841755,0.0010209290454313426,0.0,0.0,0.0,0.00010209290454313425,0.0,0.0,0.0,0.0,0.002450229709035222,0.0,0.0,0.0,0.0,0.0,0.0009188361408882082,0.0,0.0,0.0,0.0,0.0,0.0,0.00030627871362940275,0.0,0.0,0.0,0.0,0.0,0.00010209290454313425,0.0,0.0,0.009290454313425216,0.0014293006636038796,0.0,0.00030627871362940275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029606942317508935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
