"","x"
"1","Bifidobacteriaceae"
"2","Coriobacteriaceae"
"3","Actinomycetaceae"
"4","Micromonosporaceae"
"5","Fusobacteriaceae"
"6","JG30_KF_CM45(order)"
"7","Cardiobacteriaceae"
"8","Family_X"
"9","Rhodobacteraceae"
"10","Sphingomonadaceae"
"11","Alteromonadaceae"
"12","Hyphomicrobiaceae"
"13","Family_III"
