"","x"
"1","Alphaproteobacteria"
"2","Flavobacteriia"
"3","Mollicutes"
"4","Subgroup_6"
"5","Lentisphaeria"
"6","Chloroplast"
"7","Thermoplasmata"
"8","Blastocatellia"
