"","x"
"1","Pseudomonas"
"2","Oscillibacter"
"3","_Ruminococcus_gauvreauii_group"
"4","Leptotrichia"
"5","Defluviitaleaceae_UCG_011"
"6","Peptococcus"
"7","Solobacterium"
"8","Blastocatella"
"9","Mollicutes_RF9(order)"
"10","Scardovia"
"11","Paenibacillus"
"12","Nocardioides"
"13","Sellimonas"
"14","Citrobacter"
"15","Dielma"
"16","Proteiniclasticum"
"17","Methanobrevibacter"
"18","Micrococcus"
