"","x"
"1","Run_SP154(order)"
"2","Sphingomonadaceae"
"3","Erysipelotrichaceae"
"4","Clostridiales_vadinBB60_group"
"5","Alicyclobacillaceae"
"6","vadinBE97"
"7","Carnobacteriaceae"
"8","Planctomycetaceae"
"9","Cardiobacteriaceae"
"10","Rhodospirillales_Incertae_Sedis"
"11","Hyphomicrobiaceae"
"12","Bradyrhizobiaceae"
"13","Cellvibrionaceae"
