"","Acetobacteraceae","Comamonadaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Pseudomonadaceae","Flavobacteriaceae","Sphingobacteriaceae","Sphingomonadaceae","Christensenellaceae","Lactobacillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Burkholderiaceae","Family_XI","Thermaceae","Coriobacteriaceae","Bacteroidaceae","Clostridiales_vadinBB60_group","Streptococcaceae","Peptostreptococcaceae","Bifidobacteriaceae","Aerococcaceae","Actinomycetaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Porphyromonadaceae","Pseudonocardiaceae","Peptococcaceae","Micrococcaceae","Rikenellaceae","Neisseriaceae","Blastocatellaceae_Subgroup_4_","Spirochaetaceae","0319_6A21","Acidaminococcaceae","Mycobacteriaceae","Alicyclobacillaceae","Bacteroidales_S24_7_group","Desulfurellaceae","WCHA1_57(class)","Fusobacteriaceae","Nocardioidaceae","Bacteriovoracaceae","Planococcaceae","Chitinophagaceae","Rhizobiaceae","Cryomorphaceae","Intrasporangiaceae","Unknown_Family","Lentimicrobiaceae","Xanthomonadales_Incertae_Sedis","Geodermatophilaceae","Synergistaceae","Chthoniobacteraceae","Family_X","Staphylococcaceae","Desulfovibrionaceae","Campylobacteraceae","Rhodospirillaceae","Acidimicrobiaceae","Pasteurellaceae","X35(order)","Haliangiaceae","Leptotrichiaceae","mle1_27","PHOS_HE51","Xanthomonadaceae","Methylophilaceae","Methylobacteriaceae","Enterobacteriaceae","Methanobacteriaceae","Bacillaceae","Chloroplast(class)","Leuconostocaceae","Microbacteriaceae","Verrucomicrobiaceae","Carnobacteriaceae","Cytophagaceae","Clostridiaceae_1","Aeromonadaceae","Mollicutes_RF9(order)","Paenibacillaceae","Propionibacteriaceae","Erythrobacteraceae","NS9_marine_group","Iamiaceae","env_OPS_17","Defluviitaleaceae","Lineage_IIb(order)","Polyangiaceae","Oligoflexaceae","Dermabacteraceae","Family_III"
"X206756",0.0,0.0,0.0,4.25640589087e-05,0.0,0.102834766323,0.0,8.51281178173e-05,4.25640589087e-05,0.0,0.0,0.0,0.000297948412361,0.0,0.233889503703,0.0881076019409,0.00340512471269,0.00570358389376,0.0,8.51281178173e-05,0.0,0.000255384353452,0.47114156806,0.0,0.00178769047416,0.00549076359922,0.000127692176726,4.25640589087e-05,0.0,0.0,0.0,0.0,0.0240486932834,0.0,0.0,4.25640589087e-05,0.0105558866093,0.0,0.0,0.0,0.0,0.012598961437,0.0,0.0,0.0,0.0,0.0,0.000212820294543,0.0,8.51281178173e-05,0.0,0.0,8.51281178173e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51281178173e-05,0.0207286966885,0.0,8.51281178173e-05,0.0,0.00310717630033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00429896994977,0.0,0.0,0.0,0.0,0.0,0.0106835787861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25640589087e-05,0.0
"X206755",0.0,0.0,0.000121221916923,0.000161629222563,0.0,0.132414740585,0.0,4.04073056409e-05,0.0,0.0,0.0,0.0,0.000242443833845,0.0,0.341280103443,0.0539437530305,0.00270728947794,0.00509132051075,0.0,8.08146112817e-05,0.0,0.000323258445127,0.380919670276,0.0,0.00210117989332,0.00529335703895,0.000161629222563,0.0,4.04073056409e-05,0.0,0.0,0.0,0.0181428802327,0.0,0.0,0.0,0.00917245838048,0.000161629222563,0.0,0.0,0.0,0.0188702117343,0.0,0.0,0.0,0.0,0.0,0.000161629222563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08146112817e-05,0.0141021496687,0.0,0.000161629222563,0.0,0.00319217714563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00165669953128,0.0,4.04073056409e-05,0.0,0.0,0.0,0.0092936802974,4.04073056409e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206767",0.0,0.000172072614643,0.0,0.0,0.0,0.114256216123,0.0,8.60363073217e-05,8.60363073217e-05,0.0,0.0,0.00111847199518,0.0,8.60363073217e-05,0.182827153059,0.0,0.0159167168545,0.00438785167341,0.0,0.000172072614643,0.0,8.60363073217e-05,0.51621784393,0.0,0.0039576701368,0.00146261722447,0.000946399380539,0.0,8.60363073217e-05,0.0,0.0,0.0,0.0019788350684,0.0,0.0,0.0,0.0,0.00903381226878,0.0,0.0,0.0,0.00301127075626,0.0,0.0,0.0,0.0,0.0,0.0295964897187,0.000344145229287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000344145229287,0.00421577905876,0.0,0.0,0.0,0.00963606642003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999741891078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206766",0.0,0.0,0.0,0.000125517760763,0.0,0.153424542906,0.000125517760763,8.36785071754e-05,8.36785071754e-05,0.0,0.0,0.0,4.18392535877e-05,0.0,0.21982343835,0.000669428057403,0.0174888079997,0.00213380193297,0.0,0.0,0.0,8.36785071754e-05,0.547550311702,0.0,0.00117149910046,0.00158989163633,0.000753106564579,0.0,0.0,0.0,0.0,0.0,0.00129701686122,0.0,0.0,0.0,0.000209196267939,0.00389105058366,0.0,0.0,0.0,0.004769674909,0.0,0.0,0.0,0.0,0.0,0.0155642023346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000125517760763,0.00292874775114,0.0,0.0,0.0,0.00518806744488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36785071754e-05,0.0207104305259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36785071754e-05,0.0,0.0,0.0,0.0
"X206769",0.0,0.0,0.0,0.0,0.0,0.00738007380074,0.0,0.00738007380074,0.0830258302583,0.0,0.0,0.00553505535055,0.0,0.0,0.00738007380074,0.0,0.020295202952,0.0,0.0,0.0387453874539,0.0,0.0,0.0110701107011,0.0,0.0608856088561,0.0,0.0,0.0,0.0479704797048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00369003690037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922509225092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00738007380074,0.0,0.0,0.0,0.0,0.632841328413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029520295203,0.0,0.00184501845018,0.0,0.0,0.0,0.0,0.0239852398524,0.0,0.00184501845018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206768",0.0,0.00447027268663,0.00134108180599,0.0,0.000447027268663,0.0125167635226,0.000894054537327,0.0116227089852,0.00134108180599,0.00625838176129,0.0,0.0,0.0,0.0049172999553,0.00625838176129,0.000447027268663,0.00312919088064,0.00134108180599,0.0,0.0335270451498,0.0,0.0,0.00938757264193,0.0,0.164506034868,0.0,0.0,0.0,0.0201162270899,0.0,0.0,0.0,0.0,0.0,0.0,0.00447027268663,0.0,0.00357621814931,0.0,0.0,0.00178810907465,0.0,0.0,0.00402324541797,0.0,0.0,0.00447027268663,0.0116227089852,0.0,0.0,0.0,0.000447027268663,0.0,0.0,0.0,0.0049172999553,0.0,0.00357621814931,0.0,0.0,0.0,0.00134108180599,0.00134108180599,0.0,0.0,0.0,0.0,0.607957085382,0.0,0.00134108180599,0.0,0.00178810907465,0.0120697362539,0.00178810907465,0.00447027268663,0.0,0.0084935181046,0.00178810907465,0.0107286544479,0.00178810907465,0.0,0.0,0.0,0.00759946356728,0.0,0.000447027268663,0.0,0.0,0.0,0.0,0.0,0.00983459991059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00581135449262
"X224327",0.0,0.0,0.000174140182847,0.0,0.0,0.23360905529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102829777971,0.0355681323465,0.00143665650849,0.0139312146278,0.0,0.0,0.0,8.70700914236e-05,0.450544188071,0.0,0.000174140182847,4.35350457118e-05,0.0103178058337,0.0,0.0,8.70700914236e-05,0.0,0.0,0.00631258162821,0.0,0.0,8.70700914236e-05,4.35350457118e-05,0.0,0.0,0.0,0.0,8.70700914236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.70700914236e-05,0.00139312146278,0.0,0.0,0.0,0.00949063996517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114976055725,0.0,0.0,0.0,0.0,0.0,0.000130605137135,4.35350457118e-05,0.0,0.0185459294732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224328",0.0,3.82219164469e-05,0.0,7.64438328938e-05,0.0,0.199785957268,0.0,3.82219164469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.107021366051,0.0336735083897,0.00236975881971,0.00886748461568,0.0,0.0,0.0,0.0,0.476741963842,0.0,0.00049688491381,0.000152887665788,0.00871459694989,0.0,0.0,0.0,0.0,0.0,0.00645950387952,0.0,0.0,0.0,3.82219164469e-05,0.0,0.0,0.0,0.0,0.000229331498681,0.0,0.0,0.0,0.0,0.0,0.000152887665788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82219164469e-05,0.00347819439667,0.0,0.0,0.0,0.0268700072622,0.0,0.0,0.0,0.0,0.0,3.82219164469e-05,0.0,0.0,0.0900890570653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346290563009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219633",0.0,6.16142945163e-05,0.0,0.0026494146642,0.000431300061614,0.382255083179,0.000123228589033,0.000123228589033,0.000616142945163,0.0,0.0,0.0,0.00573012939002,0.0,0.426432532348,0.00696241528035,0.000739371534196,0.0150955021565,0.000369685767098,0.00067775723968,0.0,0.000308071472582,0.0895871842267,0.0,0.00862600123229,0.0,0.000308071472582,0.000431300061614,6.16142945163e-05,0.0,0.0,0.0,0.00548367221195,0.0,0.0,0.0,0.045348120764,0.0,0.0,0.0,0.0,0.00154035736291,0.0,0.0,0.0,0.0,0.0,0.000184842883549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16142945163e-05,0.00369685767098,0.0,0.0,0.0,0.000492914356131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00129390018484,0.0,0.0,0.0,0.0,0.0,0.0,0.000308071472582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219634",0.0,0.00046699875467,0.000778331257783,0.00809464508095,0.0,0.211628268991,0.0,0.0,0.00272415940224,0.0,0.0,0.0,0.0148661270237,0.0,0.623832503113,0.00723848069738,0.00225716064757,0.00871731008717,0.0,0.00140099626401,0.0,0.000155666251557,0.0608655043587,0.0,0.0201587795766,0.000155666251557,0.00046699875467,0.0,0.00116749688667,0.0,0.0,0.0,0.00264632627646,0.0,0.0,0.00132316313823,0.0189134495641,0.000622665006227,0.0,0.0,0.0,0.000700498132005,0.0,0.0,7.78331257783e-05,0.0,0.0,0.00093399750934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000311332503113,0.00373599003736,0.0,7.78331257783e-05,0.0,0.00350249066002,0.0,0.0,0.0,0.0,0.0,7.78331257783e-05,0.0,0.0,0.0010896637609,0.0,0.0,0.0,0.0,0.0,0.0,0.00093399750934,0.0,7.78331257783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219637",0.025,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.075,0.2125,0.1,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.075,0.0,0.0,0.0,0.0375,0.0,0.0
"X219638",0.0,0.0,0.000547012702851,0.00164103810855,0.0,0.224639883304,0.00388986810916,0.000121558378411,0.000182337567617,0.00334285540631,0.0,0.0,0.0,0.0,0.578374764481,0.0122773962195,0.000850908648879,0.0511760773111,0.0,0.000182337567617,0.0,0.00680726919103,0.0878259284021,0.0,0.000729350270467,0.0,0.00182337567617,0.00182337567617,0.000121558378411,0.0,0.0,0.0,0.000547012702851,0.0,0.0,0.0,0.000425454324439,0.0,0.0,0.0,0.0,0.00401142648757,0.0,0.0,0.0,0.0,0.0,0.0064425940558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182337567617,0.0102716829757,0.0,0.0,0.0,0.000668571081262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000547012702851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000547012702851,0.0,0.0,0.0
"X219659",0.0,0.0,0.0,0.01443001443,0.0,0.167869167869,0.0,0.012506012506,0.0,0.0,0.0,0.00481000481,0.0,0.0,0.150553150553,0.004329004329,0.0,0.016835016835,0.0,0.000481000481,0.0,0.010582010582,0.243386243386,0.0,0.003848003848,0.00481000481,0.0,0.0,0.0,0.0,0.0,0.000481000481,0.017316017316,0.00529100529101,0.0,0.0,0.02886002886,0.0,0.0,0.0,0.0,0.018759018759,0.011063011063,0.0,0.0,0.0,0.0,0.0,0.028379028379,0.0,0.0,0.0,0.0,0.0,0.020683020683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00962000962001,0.029341029341,0.0,0.0,0.003848003848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012025012025,0.00577200577201,0.0,0.0,0.0,0.003367003367,0.164502164502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625300625301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219653",0.0,0.0,0.0027950310559,0.00527950310559,0.0,0.273136645963,0.00036231884058,0.0,0.0,0.0,0.0,0.0,0.000414078674948,0.0,0.161956521739,0.0245859213251,0.0139233954451,0.0266563146998,0.0,0.0151138716356,0.0,0.000724637681159,0.262008281573,0.0,0.0026397515528,0.0074016563147,0.000569358178054,0.0,0.0,0.0,0.0,0.000258799171843,0.00600414078675,0.0,0.0,0.0,0.0240683229814,0.0113871635611,0.0,0.0,0.0,0.0155797101449,0.0,0.0,0.0,0.0,0.0,0.0212732919255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133022774327,0.000569358178054,0.0,0.0,0.0238612836439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204451345756,0.00900621118012,0.0,0.0,0.0,0.0,0.0551759834369,0.000310559006211,0.0,0.00119047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219654",0.0,0.00018227109788,0.00376693602284,0.0038884500881,0.0,0.385078072787,0.0131235190473,0.000486056261012,0.0,0.00285558053345,0.0,0.000364542195759,0.000729084391518,0.0,0.175405553193,0.0122729205906,0.0299532170849,0.010085667416,0.0,0.00546813293639,0.0,0.000911355489398,0.127832796646,0.0,0.00121514065253,0.00644024545841,0.000729084391518,0.0,0.0,0.0,0.0,0.000425299228386,0.00723008688256,0.0,0.0,0.000425299228386,0.0352390789234,0.00249103833769,0.0,0.0,0.0,0.0224193450392,0.0,0.0,0.0,0.0,0.0,0.00528586183851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178018105596,0.0,0.0,0.0,0.00255179537031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131235190473,0.0133057901452,0.0,0.0,0.0,0.0,0.0974542803329,0.0,0.0,0.00145816878304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219693",0.0,0.00012025012025,0.0,0.00276575276575,0.0,0.483766233766,0.0,0.0,0.00132275132275,0.000962000962001,0.0,0.0,0.0,0.0,0.337421837422,0.0,0.00276575276575,0.0220057720058,0.0,0.0,0.00012025012025,0.00276575276575,0.0446127946128,0.0,0.047619047619,0.0,0.0,0.0,0.0,0.000841750841751,0.00036075036075,0.0,0.00228475228475,0.0,0.0,0.00036075036075,0.000481000481,0.0,0.0,0.0,0.0,0.0180375180375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012025012025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012025012025,0.0253727753728,0.0,0.0,0.0,0.002886002886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00180375180375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219668",0.0,0.016,0.0,0.0,0.0,0.008,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.344,0.0,0.0304,0.024,0.0,0.0096,0.0,0.0,0.0032,0.0,0.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219675",0.0,0.000180061220815,0.0,0.000120040813877,0.0,0.0605605906008,0.0,0.0,0.00174059180121,0.000660224476322,6.00204069384e-05,0.0,0.0,0.0,0.135346017646,0.00276093871916,0.130124242242,0.00708240801873,0.0,0.000420142848569,0.0,0.000600204069384,0.2032891183,0.0,0.00834283656443,0.0,0.000780265290199,0.0,0.000480163255507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00204069384e-05,0.0213072444631,0.000240081627753,0.0,0.0,0.0,0.0,0.0,0.000240081627753,0.0,0.0,0.415941420083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474161214813,0.0,0.0,0.0,0.000840285697137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00264089790529,0.0,0.000300102034692,0.0,0.0,0.0,0.000120040813877,0.00102034691795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219676",0.0,0.000132146947406,0.000132146947406,0.000440489824685,0.0,0.0935159897806,4.40489824685e-05,0.000220244912343,0.000264293894811,0.0,0.0,0.0,0.0,0.0,0.196414412827,0.00757642498458,0.0968637124482,0.0270020262532,0.0,0.00193815522861,0.0,0.00176195929874,0.173597039908,0.0,0.023037617831,4.40489824685e-05,0.00273103691305,0.000132146947406,0.00149766540393,0.0,0.0,0.0,0.0,0.0,4.40489824685e-05,0.0,0.0,0.0208792176901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339661703815,0.0,0.0,0.0,4.40489824685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40489824685e-05,0.00343582063254,0.0,0.0,0.0,0.000836930666902,0.0,0.0,0.000352391859748,0.0,0.0,0.0,0.0,0.0,0.00361201656242,0.0,0.0,0.0,0.0,0.0,0.0,0.00374416350982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219691",0.0,0.0,6.02627455707e-05,0.000120525491141,0.0,0.240990719537,0.00174761962155,0.0,6.02627455707e-05,0.000662890201278,0.0,0.0,0.0,0.000361576473424,0.562914306376,0.000180788236712,0.00759310594191,0.010244666747,0.0,0.000180788236712,0.0,0.000964203929131,0.115885259732,0.0,0.00548390984693,0.0,0.000241050982283,0.0,0.000421839218995,0.0,0.0,0.0,6.02627455707e-05,0.0,0.0,0.0,0.0020489333494,0.000301313727853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00313366276968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02627455707e-05,0.0,6.02627455707e-05,0.0,0.0,0.000783415692419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439918042666,0.0,0.0,0.0010244666747,0.0,0.0,0.0,0.000361576473424,0.0,6.02627455707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219692",0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141666666667,0.0,0.0,0.0,0.00833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.116666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
