"","x"
"1","Prevotellaceae"
"2","Sphingomonadaceae"
"3","Lachnospiraceae"
"4","Bifidobacteriaceae"
"5","Aerococcaceae"
"6","Actinomycetaceae"
"7","Oxalobacteraceae"
"8","Eubacteriaceae"
"9","Fusobacteriaceae"
"10","Bacteriovoracaceae"
"11","Lentimicrobiaceae"
"12","mle1_27"
"13","Enterobacteriaceae"
"14","Chloroplast(class)"
"15","Microbacteriaceae"
"16","Clostridiaceae_1"
