"","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Corynebacteriaceae","Moraxellaceae","Peptococcaceae","JG30_KF_CM66(class)","Solibacteraceae_Subgroup_3_","uncultured","Pseudomonadaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Thermaceae","Sphingobacteriaceae","Coriobacteriaceae","Fibrobacteraceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Rikenellaceae","Opitutaceae","Fusobacteriaceae","Bifidobacteriaceae","Aerococcaceae","Oscillochloridaceae","Actinomycetaceae","Caulobacteraceae","Defluviitaleaceae","Hyphomicrobiaceae","Spirochaetaceae","Iamiaceae","Oxalobacteraceae","Cellulomonadaceae","Eubacteriaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Subgroup_6(class)","Synergistaceae","Methylobacteriaceae","0319_6A21","Caldilineaceae","Erythrobacteraceae","Acidaminococcaceae","Bacteroidales_S24_7_group","Planctomycetaceae","Chthoniobacterales_Incertae_Sedis","Thermoanaerobacteraceae","OPB35_soil_group(class)","Chitinophagaceae","Tectomicrobia(phylum)","Acetobacteraceae","vadinBE97","Paenibacillaceae","Rhizobiales_Incertae_Sedis","Nocardioidaceae","Chloroflexaceae","Streptosporangiales_Incertae_Sedis","Microbacteriaceae","Neisseriaceae","Rhizobiaceae","Victivallaceae","Xanthomonadaceae","Geobacteraceae","env_OPS_17","Candidatus_Falkowbacteria(class)","Xanthobacteraceae","Nocardiaceae","Chloroplast(class)","Cytophagaceae","Geodermatophilaceae","Gitt_GS_136(class)","Staphylococcaceae","Campylobacteraceae","Rhodospirillales_Incertae_Sedis","Bacteriovoracaceae","Pasteurellaceae","Cyanobacteria(phylum)","NB1_j(order)","Enterobacteriaceae","ABS_19","Brevibacteriaceae","Heliobacteriaceae","Oligosphaeraceae","Solirubrobacteraceae","KD4_96(class)","Verrucomicrobiaceae","Carnobacteriaceae","Clostridiaceae_1","FamilyII","Propionibacteriaceae","Phyllobacteriaceae","Bradyrhizobiaceae","Cellvibrionaceae","UA11(class)","Lineage_IIc(order)"
"X206538",0.0,0.0,0.0,0.0,0.0,0.05049931911030413,0.0,0.00011348161597821153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12448933272809805,0.1288016341352701,0.028597367226509306,0.0,0.006014525646845211,0.0,0.0,0.00442578302315025,0.002610077167498865,0.0,0.0,0.0013617793917385383,0.0,0.3899228325011348,0.04471175669541534,0.008738084430322288,0.004652746255106673,0.0,0.007149341806627327,0.0,0.037448933272809806,0.001702224239673173,0.0,0.0,0.0011348161597821154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007943713118474808,0.0,0.0,0.0,0.00022696323195642307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014752610077167498,0.0,0.0,0.0,0.00011348161597821153,0.0,0.0,0.0,0.025192918747162958,0.0,0.0,0.12119836586472992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014752610077167498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206534",5.1778594728939054e-05,5.1778594728939054e-05,0.0008284575156630249,0.0003624501631025734,0.0,0.05933826955936416,0.0007249003262051468,0.0002588929736446953,0.0,0.0,0.0,0.0,0.00015533578418681717,0.0,0.0,0.0,0.0,0.11199710039869518,0.13198363796406565,0.013048205871692642,0.0002588929736446953,0.007249003262051468,0.0,0.0,0.0015015792471392325,0.0005177859472893906,0.0,0.0,0.00274426552063377,0.0,0.42971055765546523,0.03955884637290944,0.009579040024853725,0.013410656034795215,0.0,0.004245844767773003,0.0,0.023766374980583028,0.006627660125304199,0.0,0.0,0.00020711437891575622,0.0,0.0,0.0,0.0005695645420183296,0.0,0.0,0.0,0.0,0.0010355718945787812,0.0,0.004815409309791332,0.0,0.0,0.0,0.0,0.0,0.0,0.00010355718945787811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046600735256045154,0.002951379899549526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020711437891575622,0.0,0.0,0.02578574017501165,0.0,0.0,0.10428208978408327,0.0,0.0,0.0,0.0,0.0,0.0,0.00015533578418681717,0.0014498006524102935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215050",0.0,0.0005098572399728076,0.0005523453433038749,0.0006373215499660095,0.0,0.26729265805574437,0.0002549286199864038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11858429639700883,0.03845173351461591,0.01856730115567641,0.0,0.007010537049626104,0.0,0.0,0.0008072739632902788,0.0,0.0,0.0,0.007138001359619306,0.0,0.35634772263766146,0.005735893949694085,0.02043677770224337,0.04257307953772944,0.0,0.014913324269204623,0.0,0.0,0.04847892590074779,4.24881033310673e-05,0.0,0.0001274643099932019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006203263086335826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24881033310673e-05,0.0003399048266485384,0.0,0.0,0.0007647858599592114,0.0,0.0,0.04227566281441197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017420122365737593,0.0001699524133242692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215023",0.0,0.0,0.00013380611493945274,0.0,0.0,0.28196293570616177,0.0,6.690305746972637e-05,0.0,0.0,0.0,0.0,6.690305746972637e-05,0.0,0.0,0.0,0.0,0.006188532815949689,0.1566535090653643,0.01565531544791597,0.0,3.3451528734863186e-05,0.0,0.0,0.028433799424633706,0.0,0.0,0.0,0.00030106375861376866,0.0,0.4067705894159363,0.0011373519769853483,0.0030440891148725497,0.006824111861912089,0.0,0.0008697397471064428,0.0,0.0002676122298789055,0.0008697397471064428,0.0,0.0,0.000367966816083495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035124105171606343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010035458620458954,0.0,0.0,0.0,0.0,0.0,0.0,0.08623804107847728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005017729310229478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206548",0.0006963788300835655,0.0,0.008588672237697307,0.0,0.0,0.06104921077065924,0.001160631383472609,0.001160631383472609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34702878365831014,0.0,0.028783658310120707,0.0,0.019730733519034354,0.0,0.0,0.006963788300835654,0.0,0.0,0.0,0.0,0.0,0.002321262766945218,0.001392757660167131,0.011838440111420613,0.006731662024141133,0.0,0.00046425255338904364,0.0,0.011142061281337047,0.0,0.0,0.0,0.0,0.00046425255338904364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023212627669452182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023212627669452182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003481894150417827,0.002321262766945218,0.0,0.0,0.11559888579387187,0.0006963788300835655,0.0,0.3414577530176416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026462395543175487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206547",0.0002615062761506276,0.0,0.008106694560669456,0.0,0.0,0.08865062761506276,0.0007845188284518828,8.716875871687587e-05,0.0,0.0,0.0,0.0,0.00043584379358437936,0.0,0.0,0.0,0.014644351464435146,0.2976813110181311,0.0,0.043235704323570434,0.0,0.011680613668061366,0.0,0.0,0.004794281729428173,0.0,0.0,0.0,0.00017433751743375174,0.0,0.0003486750348675035,0.0010460251046025104,0.038179916317991634,0.010111576011157601,0.0,0.0,0.0,0.004968619246861925,0.0,0.000697350069735007,0.0,0.002004881450488145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011331938633193863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017433751743375174,0.0032252440725244074,0.0,0.0,0.06380753138075314,0.0,0.0,0.34344490934449096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026237796373779636,0.033821478382147836,0.0,0.0,0.0,0.0002615062761506276,0.0,0.0,0.0
"X206562",0.0001419244961680386,0.0024127164348566564,0.0012063582174283282,0.0009225092250922509,0.0,0.3076923076923077,0.0,0.0005676979846721544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022707919386886176,0.27774623900085155,0.019159806982685212,0.011353959693443088,0.0,0.0010644337212602896,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0004257734885041158,0.0,0.21295770650014192,0.03661652001135396,0.007947771785410162,0.0001419244961680386,7.09622480840193e-05,0.03072665342038036,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444933295486801,0.013908600624467783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005535055350553505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001419244961680386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,0.0,0.0017030939540164632,0.0,0.0,0.0,0.0,0.0,0.0,7.09622480840193e-05,0.0,7.09622480840193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206561",0.0,0.0,0.0027306860848788257,0.0020480145636591193,0.0,0.27079303675048355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013653430424394129,0.2539538058937308,0.02025258846285129,0.03299579019228581,0.0,0.0010240072818295596,0.0,0.0,0.0012515644555694619,0.0,0.0,0.0,0.0,0.0,0.22971896689043123,0.05222437137330754,0.005688929343497554,0.0,0.0,0.059847536693594265,0.0,0.0,0.00022755717373990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014904994879963591,0.027306860848788257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009216065536466037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022755717373990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206564",0.00586756077116513,0.0,0.0,0.009220452640402346,0.0,0.39522212908633697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006286672254819782,0.0,0.0,0.0,0.1567476948868399,0.03143336127409891,0.004191114836546521,0.0,0.007124895222129086,0.0,0.0,0.0,0.003352891869237217,0.0,0.0,0.0012573344509639564,0.0,0.22548197820620286,0.025146689019279127,0.0,0.0,0.0,0.017183570829840736,0.0,0.0,0.0,0.0,0.0,0.0,0.0037720033528918693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07124895222129086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041911148365465214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03604358759430008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206563",0.025753842543705267,0.0006453126833274669,0.0034612225742109586,0.0005279831045406547,0.00017599436818021823,0.3017130118502875,5.8664789393406076e-05,0.0014079549454417458,0.0,0.00035198873636043646,0.0006453126833274669,0.0010559662090813093,0.0011146309984747154,0.0,5.8664789393406076e-05,0.00011732957878681215,0.01748210723923501,0.20673471782236302,0.024287222808870117,0.008037076146896633,0.0005866478939340608,0.00463451836207908,0.0,0.0,0.0022292619969494307,0.00011732957878681215,0.0,0.0,0.00035198873636043646,0.0,0.16279479056670187,0.033614924322421684,0.020239352340725096,0.0013492901560483398,5.8664789393406076e-05,0.0078024169893230085,0.0,0.00035198873636043646,0.00011732957878681215,0.0,0.0012319605772615277,0.00017599436818021823,0.020884665024052562,0.0,0.00011732957878681215,0.0,0.0007039774727208729,0.0,0.005045171887832923,0.0,0.0002346591575736243,0.0005866478939340608,0.04569987093746333,0.0016426141030153702,0.0,0.0008799718409010912,0.0,0.0002933239469670304,0.0,0.0,0.0009386366302944972,0.0045758535726856744,0.0008799718409010912,0.0,0.0005866478939340608,0.0,0.00041065352575384256,0.0,0.0,0.0,0.0011732957878681216,0.003695881731784583,0.0005866478939340608,0.0,0.0,0.0,0.0014666197348351519,0.0,0.0028159098908834917,0.0,0.0,0.0,0.0004693183151472486,0.0,0.0,0.01525284524228558,0.0002933239469670304,0.00011732957878681215,0.00017599436818021823,0.0,0.044761234307168836,0.0,0.009797019828698815,0.0,0.00011732957878681215,0.0007039774727208729,0.0,0.0,0.0,0.0,0.0,0.0002346591575736243,0.0009973014196879033,0.0019359380499824005,0.0,0.0,0.0,0.0,0.0008799718409010912,0.0012906253666549337,0.0004693183151472486,0.0
"X206570",0.0,0.012742188863676035,0.0002094606388549485,0.000279280851806598,0.0,0.2135102112061442,0.0,6.98202129516495e-05,0.0008727526618956188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143829638680398,0.1263396753360098,0.011101413859312272,0.010926863326933147,0.0,0.0008029324489439693,0.00031419095828242276,0.0,0.0002443707453307733,0.0,0.0,0.0,0.0,0.0,0.1452958631523826,0.037214173503229184,0.0016058648978879385,0.000279280851806598,0.0,0.07935067201954966,0.0,0.000279280851806598,0.0002094606388549485,0.0,0.0,3.491010647582475e-05,0.0,6.98202129516495e-05,0.0,0.0,0.0,0.0,0.0,0.00010473031942747425,3.491010647582475e-05,0.012602548437772735,0.014941525571652993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.491010647582475e-05,0.0,0.0,0.0,0.0,0.00034910106475824753,0.0,0.0,0.0,0.0,0.0,0.0,6.98202129516495e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98202129516495e-05,0.000139640425903299,0.0,0.0,0.0017105952173154127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11370221679176122,0.00010473031942747425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206569",0.0,0.006376811594202898,0.00016563146997929605,0.00020703933747412008,0.0,0.16956521739130434,4.1407867494824014e-05,4.1407867494824014e-05,0.0002484472049689441,0.0,0.0,0.0,0.0,0.0,0.00012422360248447205,0.0,0.1944513457556936,0.10459627329192546,0.0058799171842650105,0.010559006211180125,0.0,0.00037267080745341616,0.0004968944099378882,0.0,0.0002898550724637681,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.17192546583850932,0.05349896480331263,0.0013664596273291925,0.0002484472049689441,0.0,0.08749482401656315,0.0,0.0,0.00020703933747412008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1407867494824014e-05,4.1407867494824014e-05,0.0,0.00012422360248447205,0.022111801242236023,0.008985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00016563146997929605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1407867494824014e-05,0.0,4.1407867494824014e-05,0.00012422360248447205,0.0,0.0,0.002070393374741201,0.0,0.0,4.1407867494824014e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.15768115942028985,0.00012422360248447205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215067",0.0,0.0036900369003690036,0.0,0.0009604205631097407,0.0,0.1958752464236971,0.0,0.0,0.00015164535206995905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04266289238234848,0.1596825557296669,0.02921700449881211,0.11226810898245969,0.0,0.0017691957741495224,0.0004043876055198908,0.0,0.0003538391548299045,0.0,0.0,0.0,0.0004043876055198908,0.0001010969013799727,0.1785876762877218,0.026790678865692766,0.0006065814082798362,0.0001010969013799727,0.0,0.03770914421472982,0.0,0.0,0.0,0.0,0.0,5.054845068998635e-05,0.0,0.00015164535206995905,0.0,0.0,0.0,0.0,0.0,0.0,0.0001010969013799727,0.02395996562705353,0.006268007885558308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001010969013799727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.054845068998635e-05,0.0,0.0,0.0,0.0015164535206995905,0.0,0.0,0.00015164535206995905,0.0,0.0,0.0,0.0,0.0,0.0,0.17621189910529242,5.054845068998635e-05,0.0,0.0,5.054845068998635e-05,0.0,0.0,0.0,0.0,0.0
"X206604",0.00020485506504148315,0.0013315579227696406,0.06483662808562941,0.0003072825975622247,0.0,0.24726006350507015,0.00850148519922155,0.0003072825975622247,0.0,0.0,0.0,0.0,0.0017412680528526069,0.0,0.0,0.0,0.0,0.1611185086551265,0.19133463074874527,0.0008194202601659326,0.0010242753252074157,0.011267028577281573,0.0,0.0,0.0027655433780600226,0.0,0.0,0.0,0.0005121376626037079,0.0,0.1849841237324593,0.008911195329304518,0.0029703984431015055,0.0006145651951244494,0.0,0.0036873911707466967,0.0,0.0,0.0009218477926866742,0.0,0.0,0.0,0.0,0.00010242753252074157,0.0,0.0,0.0,0.000716992727645191,0.0,0.0,0.0,0.0,0.012701014032571956,0.0,0.0,0.0,0.0,0.0,0.0,0.008296630134180067,0.0,0.0,0.0,0.0006145651951244494,0.0,0.00010242753252074157,0.0,0.0,0.0,0.002150978182935573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005121376626037079,0.0,0.0,0.0,0.0,0.0,0.0,0.0012291303902488989,0.00010242753252074157,0.0,0.0,0.0051213766260370785,0.0,0.0,0.0,0.0017412680528526069,0.0,0.0,0.06657789613848203,0.0,0.0,0.0,0.00020485506504148315,0.0,0.0,0.0036873911707466967,0.0,0.0,0.0,0.000716992727645191,0.0,0.0,0.0,0.0,0.0
"X206605",0.0,0.0022604879994681205,0.0400239345788179,0.0005983644704474437,0.0,0.2785054185227046,0.0001994548234824812,6.648494116082707e-05,0.0,0.0,0.0,0.0,0.0023934578817897748,0.0,0.0,0.0,0.0,0.11056445715045542,0.22817631806395852,0.005717704939831128,6.648494116082707e-05,0.007313343527690978,0.0,0.0002659397646433083,0.0,0.0007978192939299248,0.0,0.0,0.0007978192939299248,0.0,0.23103517053387407,0.010371650821089023,0.0007313343527690978,0.00033242470580413535,0.0,0.000997274117412406,0.0,0.0042550362342929325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775147928994083,0.0,0.0,0.0,0.0,0.0,0.0,0.005717704939831128,0.0,0.0,0.0,0.0005983644704474437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002659397646433083,0.0,0.0,6.648494116082707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010637590585732331,0.0,0.0,0.01156837976198391,0.0,0.0,0.037098597167741505,0.0,0.0,0.0,0.0,0.0,0.0,0.0001994548234824812,0.0,0.0001994548234824812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206608",0.0004938620008466206,0.0011993791449132214,0.02582192747283759,0.0,0.0,0.20107238605898123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189290249753069,0.024199238041484408,0.0011288274305065614,0.0,0.007478481727105969,0.0,0.0,0.0,0.0,0.0,0.0,0.00028220685762664035,0.0,0.42874276844927334,0.057852405813461266,0.0009877240016932412,0.0004233102864399605,0.0,0.013263722308452096,0.0006349654296599407,0.0,0.0,0.0,0.0,0.00021165514321998025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030548892338083816,0.0,0.0,0.0,0.0,0.0,0.0,0.0022576548610131228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055171440666009e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050797234372795255,0.0,0.0,0.006561309439819388,0.0,7.055171440666009e-05,0.0,0.0,0.0,0.0,0.0023282065754197828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206609",0.00019698611247907023,0.0005909583374372107,0.03545750024623264,0.0004924652811976756,0.0,0.1759085984438097,0.00019698611247907023,0.0,0.0,0.0,0.0,0.0,0.002560819462227913,0.0,0.0,0.0,0.0,0.17206736925046784,0.02176696542893726,0.0008864375061558161,0.0,0.014379986210972126,0.0,0.0,0.00039397222495814047,0.0,0.0,0.0,0.0,0.0,0.4145572737122033,0.05180734758199547,0.00039397222495814047,0.0020683541810302374,0.0,0.024918743228602384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029547916871860535,0.0,0.0,0.0,0.0,0.0,0.00029547916871860535,0.0,0.0,0.05850487540628386,0.0,0.0,0.0,0.0,0.0,0.0,0.0017728750123116321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029547916871860535,0.0,0.0,0.006205062543090712,0.0,0.0,0.009849305623953511,0.0,0.0,0.0,0.0,0.0,0.0,0.003939722249581405,0.00019698611247907023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215084",0.0008123476848090983,0.0,0.02843216896831844,0.0,0.0,0.09082047116165719,0.0,0.0,0.0,0.0,0.0,0.0,0.01007311129163282,0.0,0.0,0.0,0.0,0.22696994313566207,0.04224207961007311,0.013484971567831032,0.0,0.00926076360682372,0.0,0.0,0.0011372867587327376,0.0,0.0,0.0,0.00016246953696181965,0.0,0.40812347684809097,0.056051990251827784,0.002274573517465475,0.0011372867587327376,0.0,0.03590576766856214,0.0,0.018359057676685622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029569455727051178,0.0,0.0,0.0,0.0,0.0,0.0,0.00926076360682372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003249390739236393,0.0,0.0,0.0,0.002274573517465475,0.0,0.0,0.012510154346060114,0.0,0.0003249390739236393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048740861088545896,0.0,0.0,0.0
"X214995",0.0,0.0,0.00033865778630693685,0.0,0.0,0.06948128915730654,0.0,0.00016932889315346842,0.0006208726082293842,0.0,0.0,0.0,0.00028221482192244734,0.00011288592876897895,0.0,0.0,5.6442964384489474e-05,0.31619348648191004,0.03420443641700062,0.025230005079866794,0.00011288592876897895,0.01738443303042276,0.0,5.6442964384489474e-05,0.0009030874301518316,0.0,0.0,0.0005079866794604052,0.0,0.0,0.49206976350397924,0.0,0.020488796071569677,0.001185302252074279,0.00011288592876897895,0.0,0.0,0.004007450471298753,0.00016932889315346842,0.00011288592876897895,0.0,0.0002257718575379579,0.0,0.0,0.00016932889315346842,0.0,0.0,0.0003951007506914263,5.6442964384489474e-05,0.0,0.010441948411130553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011288592876897895,5.6442964384489474e-05,0.0,0.0,0.00033865778630693685,0.0,0.0,0.0,0.0,0.0,0.0,0.0002257718575379579,0.0,0.0,5.6442964384489474e-05,0.0003951007506914263,0.0,0.0,0.0007337585369983631,0.0,0.0,0.00028221482192244734,0.00011288592876897895,0.0,0.00011288592876897895,0.0,0.0,0.0,0.0,0.002370604504148558,0.00011288592876897895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214994",0.0,0.0,6.244925997626928e-05,0.0,0.0,0.0652594766752014,0.0013114344595016548,0.0,0.0003746955598576157,0.0,0.0,0.0,0.0034971585586710797,0.0,0.0,0.0,0.0,0.31942796477861735,0.031849122587897336,0.024917254730531444,0.0027477674389558486,0.008493099356772622,0.0,0.0,0.001998376319240617,0.0,0.0,0.0,0.0,0.0,0.5200149878223943,6.244925997626928e-05,0.009804533816274276,0.0009991881596203085,0.0,0.0,0.0,0.0032473615187660026,0.0006869418597389621,0.0,0.0,0.00024979703990507713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006869418597389621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003746955598576157,0.0,0.0,0.0,0.0009991881596203085,0.00018734777992880785,0.0,0.0,0.0008742896396677699,0.0,0.0,0.0012489851995253856,0.0,0.0,0.0,0.0,0.0,0.0,6.244925997626928e-05,0.0005620433397864235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
