"","x"
"1","Spartobacteria"
"2","Deinococci"
"3","Verrucomicrobia_Incertae_Sedis"
"4","Sphingobacteriia"
"5","Acidimicrobiia"
"6","Verrucomicrobiae"
"7","Candidatus_Nomurabacteria"
