Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.975151670491722,0,0.03165539100023392,0.10710385945207121
2,0.891354531096155,0.0820595114493809,-0.07613575626333804,0.12959343825379846
3,0.981088773246917,0.0258079856005156,-0.06597678248350783,0.09579490045902705
4,0.898281378028619,0.137383366401636,-0.19648826016273216,0.10630206965479996
5,0.947271177947191,0.0555258918699186,0.06684045657565943,0.13489895577710384
6,0.804928063691205,0.136262584474482,0.012127927273897983,0.13647302535894812
7,0.89923287327141,0.0322448021658707,-0.011021837428438366,0.1273345070066922
8,0.886133004694824,0.0710723426664823,0.052258146974294636,0.15142944612633857
9,0.871116025894221,0.294856644641632,0.051374592614111966,0.15922681865721003
10,0.873180329273601,0,-0.09950078340398939,0.10765499464350324
11,0.899617992973425,0.102356171780167,-0.11889852201850956,0.1336145889239268
12,0.956309286340847,0.0641617775034516,-0.009668468848754866,0.12281587203954587
13,0.973012427210708,0,-0.012315712967701469,0.10233985415287886
14,0.970732876542524,0.0405374799921987,-0.059346018968849536,0.10221786148535791
15,0.968227552995948,0.0523783589820362,0.020852692949403947,0.13153843305637852
Averages,0.9197091975799546,0.07297646116851811,-0.027616195677214624,0.12322257500317205
