"","x"
"1","Family_XIII_AD3011_group"
"2","uncultured"
"3","Sutterella"
"4","Gemella"
"5","Senegalimassilia"
"6","Coprococcus"
"7","Candidatus_Soleaferrea"
"8","Anaerotruncus"
"9","Phascolarctobacterium"
"10","Dorea"
"11","Chloroplast(class)"
"12","Dialister"
"13","Staphylococcus"
"14","Eggerthella"
"15","Clostridium_sensu_stricto"
