OTU,LDA_score,CLass
Solobacterium,4.643846305021834,CD
f__Eubacterium_ventriosum_group,6.266818675951407,CD
Hafnia_Obesumbacterium,3.6869414164232825,UC
Mogibacterium,5.15627615854461,UC
Clostridiales_vadinBB60_group__family__,5.541309406243246,UC
Butyricicoccus,6.03301912624468,UC
Ruminococcaceae_UCG_003,6.498580831013461,UC
Ruminococcaceae_UCG_005,6.6501407626244795,UC
f__Eubacterium_xylanophilum_group,6.668999036578352,UC
Erysipelatoclostridium,6.7912573383415635,UC
Christensenellaceae_R_7_group,6.86137677451471,UC
Senegalimassilia,4.502138332352364,nonIBD
Lactonifactor,4.796595964558534,nonIBD
f__Eubacterium_eligens_group,6.457249695738644,nonIBD
Ruminococcaceae_UCG_014,6.578468391571626,nonIBD
Dorea,6.634895849149426,nonIBD
Ruminococcus,6.826135726568345,nonIBD
Coprococcus,7.481273154547168,nonIBD
