"","x"
"1","Christensenellaceae_R_7_group"
"2","Empedobacter"
"3","Sphingomonas"
"4","Fusobacterium"
"5","Subdoligranulum"
"6","Actinomyces"
"7","Treponema"
"8","Anaerotruncus"
"9","Anaerofustis"
"10","Methylobacterium"
"11","Sellimonas"
"12","Stomatobaculum"
"13","Allisonella"
"14","Sphingobium"
"15","Peptoniphilus"
"16","Holdemania"
