"","x"
"1","Rhodobacteraceae"
"2","Sphingomonadaceae"
"3","Burkholderiaceae"
"4","Aerococcaceae"
"5","Defluviitaleaceae"
"6","Moraxellaceae"
"7","Oxalobacteraceae"
"8","Thermaceae"
"9","Erythrobacteraceae"
"10","OPB56"
"11","Nocardiaceae"
"12","Methanobacteriaceae"
"13","Chitinophagaceae"
"14","Family_X"
"15","Subgroup_2(class)"
"16","Rhodocyclaceae"
