"","Comamonadaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Run_SP154(order)","Corynebacteriaceae","Peptococcaceae","Solibacteraceae_Subgroup_3_","Acetobacteraceae","Pseudomonadaceae","Kineosporiaceae","Intrasporangiaceae","Christensenellaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Burkholderiaceae","Family_XI","Bifidobacteriaceae","Sphingobacteriaceae","Coriobacteriaceae","Bacteroidaceae","Clostridiales_vadinBB60_group","Streptococcaceae","Peptostreptococcaceae","Thermaceae","Rikenellaceae","Caulobacteraceae","Porphyromonadaceae","Aerococcaceae","NB1_n(order)","Actinomycetaceae","Family_XII","Defluviitaleaceae","Moraxellaceae","Flavobacteriaceae","Rhodospirillaceae","Oxalobacteraceae","Eubacteriaceae","Alicyclobacillaceae","Brucellaceae","Micrococcaceae","Gastranaerophilales(order)","Campylobacteraceae","Synergistaceae","MB_A2_108(class)","Leptotrichiaceae","Methylobacteriaceae","Mollicutes_RF9(order)","Micromonosporaceae","Acidaminococcaceae","SM2D12","Subgroup_6(class)","Thermoanaerobacteraceae","Chitinophagaceae","vadinBE97","Carnobacteriaceae","Fusobacteriaceae","Microbacteriaceae","Neisseriaceae","Planctomycetaceae","JG30_KF_CM45(order)","Rhizobiaceae","Victivallaceae","Cardiobacteriaceae","env_OPS_17","Shewanellaceae","Obscuribacterales(order)","Lactobacillaceae","Bacteroidales_S24_7_group","Family_X","Staphylococcaceae","Desulfovibrionaceae","Chloroplast(class)","Deinococcaceae","Bacteriovoracaceae","Pasteurellaceae","Enterobacteriaceae","Sphingomonadaceae","Haliangiaceae","Clostridiaceae_1","PHOS_HE51","Xanthomonadaceae","Alteromonadaceae","Rhodospirillales_Incertae_Sedis","Thermoplasmatales_Incertae_Sedis","Methanobacteriaceae","Bdellovibrionaceae","Solirubrobacteraceae","Bacillaceae","Blastocatellaceae_Subgroup_4_","Leuconostocaceae","Verrucomicrobiaceae","Cytophagaceae","uncultured","Erythrobacteraceae","Hyphomicrobiaceae","Bradyrhizobiaceae","Cellvibrionaceae","Latescibacteria(phylum)","Acidobacteriaceae_Subgroup_1_","Unknown_Family","Family_III","Saprospiraceae"
"X224324",0.0,0.0121814738292,0.0,0.0,0.139247589532,0.0,8.608815427e-05,0.0,0.0,0.0,0.000129132231405,0.0,0.0,4.3044077135e-05,0.0907369146006,0.0697314049587,0.000301308539945,0.00150654269972,0.0,0.00034435261708,0.00068870523416,0.0,0.000129132231405,0.608557162534,0.0,0.00576790633609,0.0,0.0,0.00017217630854,0.0,0.00107610192837,0.0,0.0,0.00017217630854,0.0,0.0,0.000129132231405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000301308539945,0.0,0.0,4.3044077135e-05,4.3044077135e-05,0.0,0.0,0.00619834710744,0.0,0.0,0.0,0.0,0.0,4.3044077135e-05,0.00017217630854,0.0,4.3044077135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00180785123967,0.0,0.0,0.0,0.00043044077135,0.0595730027548,0.0,0.0,0.000215220385675,0.0,0.0,0.000129132231405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224323",0.000101122459298,0.0110223480635,0.0,0.0,0.213115582971,0.0,0.0,0.0,0.0,0.0,5.05612296491e-05,0.0,0.0,5.05612296491e-05,0.164071190211,0.0454039842249,0.00131459197088,0.00197188795632,0.0,0.000202244918596,0.000758418444737,0.0,0.000252806148246,0.47841035494,0.0,0.00717969461017,0.000758418444737,0.0,5.05612296491e-05,0.0,0.000455051066842,0.0,0.0,0.000151683688947,0.0,0.0,0.0,5.05612296491e-05,0.0,0.0,0.0,0.0,0.0,5.05612296491e-05,0.0,5.05612296491e-05,0.0,0.0,0.0,0.0,0.0,5.05612296491e-05,0.0168368894732,0.0,0.0,0.0,0.0,0.0,0.000101122459298,0.000404489837193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05612296491e-05,0.00171908180807,0.0,0.0,0.0,0.000657295985438,0.0541005157245,0.0,0.0,0.000455051066842,0.000101122459298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05612296491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215004",0.0,0.0,0.0,0.0,0.128968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186507936508,0.00396825396825,0.031746031746,0.00396825396825,0.0,0.0,0.0,0.0,0.0,0.386904761905,0.0,0.0396825396825,0.0,0.0,0.00198412698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00595238095238,0.0337301587302,0.0,0.00396825396825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198412698413,0.0238095238095,0.0,0.0,0.0,0.0952380952381,0.0396825396825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215003",0.000994530084535,0.00696171059175,0.000745897563401,0.0,0.236200895077,0.0,0.0,0.0,0.0,0.0,0.000248632521134,0.0,0.0,0.000248632521134,0.200646444555,0.018647439085,0.074341123819,0.00621581302834,0.0,0.00745897563401,0.000745897563401,0.0,0.00174042764794,0.259323719543,0.0,0.02411735455,0.0022376926902,0.0,0.00348085529587,0.0,0.0134261561412,0.0,0.0,0.000745897563401,0.0,0.0,0.0,0.0,0.0,0.00174042764794,0.0,0.0,0.0,0.0,0.000248632521134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00422675285927,0.000994530084535,0.0,0.0,0.0,0.0,0.00124316260567,0.00198906016907,0.0,0.012928891099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238687220288,0.0,0.0,0.0,0.0825459970164,0.0109398309299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000745897563401,0.0,0.0,0.0,0.0,0.0,0.0
"X215008",0.0,0.0,0.0,0.0,0.128800185658,0.0,0.0,0.0,0.0,0.0,0.00719424460432,0.0,0.0,0.000232072406591,0.111162682757,0.0298213042469,0.00696217219773,0.00150847064284,0.0,0.0,0.000348108609886,0.0,0.000928289626363,0.673822232537,0.0,0.00116036203295,0.0,0.0,0.00197261545602,0.0,0.00394523091204,0.0,0.0,0.000116036203295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139243443955,0.0,0.0,0.0,0.0,0.0,0.000348108609886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000232072406591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000232072406591,0.00417730331864,0.0240194940822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00162450684614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215007",0.0,0.00192330108404,0.0,0.0,0.177001981583,0.0,5.82818510316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150250611959,0.0254691689008,0.0132299801842,0.00186501923301,0.0,0.000291409255158,0.000174845553095,0.0,0.000699382212379,0.587189649143,0.0,0.00163189182888,0.000407972957221,0.0,0.00128220072269,0.0,0.00483739363562,0.0,0.0,0.000116563702063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000990791467537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034969110619,0.000582818510316,0.0,0.000466254808253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82818510316e-05,5.82818510316e-05,0.0,0.0,0.0,0.0068189765707,0.0174262734584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068189765707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215010",0.0,0.0613200571795,0.00138019421304,0.0,0.325085029822,0.0,0.0,0.00478138709518,0.0,0.0,0.00349977818307,0.0,0.0,0.0187804998275,0.188889436585,0.011534480209,0.00557006950264,0.00468280179425,0.0,0.000246463252329,0.000197170601863,0.0,0.000246463252329,0.251638980628,0.000443633854192,0.000788682407453,0.000345048553261,0.0,0.0200621087396,0.0,0.0358357568886,0.0,0.0,0.0,0.0,0.0,4.92926504658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132597229753,0.000985853009316,0.000739389756987,0.0,0.0,0.0,0.00916843298664,0.0,0.00492926504658,0.0,0.0,0.0,0.0,0.0,0.000147877951397,0.0,0.0,0.0,0.0,0.0,0.0,0.000197170601863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000197170601863,0.00887267708385,0.0,0.0,0.0,0.000492926504658,0.00128160891211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000147877951397,0.0242026913787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215009",0.0,0.045362773315,0.000730271918897,0.0,0.240001718287,0.0,0.0,0.00356544525108,0.0,0.0,0.00369431676618,0.0,0.0,0.0214785858499,0.158340134886,0.0164955539327,0.00923579191546,0.00571330383608,0.0,0.00403797413978,0.000343657373599,0.0,0.0010739292925,0.338502512995,0.000816186262296,0.0326904076636,4.29571716998e-05,0.0,0.0192877700932,0.0,0.0362558529146,0.0,0.0,0.00343657373599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171828686799,0.0134026375703,0.00236264444349,0.000171828686799,0.0,0.0,0.0,0.00730271918897,0.0,0.00390910262468,0.0,0.0,4.29571716998e-05,0.0,0.0,0.00184715838309,0.000171828686799,0.0,0.0,0.0,0.0,0.0,0.000472528888698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00923579191546,4.29571716998e-05,0.0,0.0,0.00777524807767,0.0011598436359,0.0,0.0,0.0,0.0,4.29571716998e-05,0.0,0.000257743030199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105245070665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215049",0.0,0.0874125874126,0.0,0.0,0.0524475524476,0.0,0.307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048951048951,0.0034965034965,0.0944055944056,0.0,0.0,0.0,0.0,0.0,0.0,0.0979020979021,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0594405594406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559440559441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215048",0.000789967413844,0.00592475560383,0.00138244297423,0.0,0.246568579046,0.0,0.0,0.0,0.000493729633653,0.0,0.0,0.0,0.0,0.00296237780192,0.210230078009,0.0423620025674,0.00167868075442,0.00691221487114,0.0,0.00276488594845,0.000789967413844,0.0,0.000888713340575,0.251012145749,0.000197491853461,0.0100720845265,0.0012836970475,0.0,0.0157006023502,0.0,0.0444356670287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314012047003,0.0,0.0,0.0,0.0,0.0,0.0,0.00138244297423,0.0,0.0,0.00148118890096,0.0,0.00572726375037,0.0,0.00345610743557,0.0,0.0,0.0,0.0,0.0,0.0,0.00829465784536,0.0,0.0127382245482,0.000296237780192,0.0,0.0,0.0,0.0,0.000789967413844,0.0,0.0,0.0,0.0551002271156,0.0,0.00266614002172,0.00424607484941,0.0,0.0,0.0,0.0233040387084,0.00217241038807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87459267305e-05,0.0,0.000394983706922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215056",0.000126959944138,6.34799720688e-05,0.00050783977655,0.0,0.0763029264267,0.0,0.0,0.0,0.0,0.0,6.34799720688e-05,0.0,0.0,0.00349139846378,0.526439408367,0.00342791849172,0.0020313591062,0.00736367675998,0.0,6.34799720688e-05,0.00260267885482,0.0,0.000634799720688,0.168285405954,0.000190439916206,0.00856979622929,6.34799720688e-05,0.0,0.00761759664826,0.0,0.00463403796102,0.0,0.0,0.000126959944138,0.0,0.0,6.34799720688e-05,0.0,0.00120611946931,0.0,0.0,0.0,0.0,0.0,0.00139655938551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218371103917,0.0,0.0,0.0,6.34799720688e-05,0.0,0.000444359804482,0.0146638735479,0.0,0.000888719608963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000190439916206,0.00660191709516,0.0,0.0,0.0,0.00146003935758,0.0611312131023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000888719608963,0.0,0.0,0.0,0.0,0.0,0.076556846315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215055",0.0,0.0,0.000239062873536,0.0,0.071300502032,0.0,0.0,0.0,0.0,0.0,0.000119531436768,0.0,0.0,0.000478125747071,0.434018646904,0.00364570882142,0.00197226870667,0.0133277551996,0.0,0.000119531436768,0.00454219459718,0.0,0.000776954338991,0.329189576859,0.000179297155152,0.00466172603395,0.0,0.0,0.00478125747071,0.0,0.0063351661487,0.0,0.0,5.97657183839e-05,0.0,0.0,0.000119531436768,0.0,0.000776954338991,0.0,0.0,0.000179297155152,0.0,0.000119531436768,0.00167344011475,0.000418360028688,0.0,0.0,0.0,0.0,0.0,0.0,0.00974181209658,0.0,0.0,0.000119531436768,0.0,0.0,0.000358594310304,0.0103992349988,0.0,0.000657422902223,0.0,0.0,0.0,0.000478125747071,0.0,0.000179297155152,0.0,0.0,0.0,0.0,0.0,0.000119531436768,0.0151804924695,0.0,0.0,0.0,0.000896485775759,0.061797752809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000358594310304,0.0,0.0,0.0,0.0,0.0,0.0201410470954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000537891465455,0.0,0.0
"X215058",0.0,0.0814223314223,0.000750750750751,0.0,0.267130767131,0.0,0.0,0.0,0.0,0.0,0.00143325143325,0.0,0.0,0.0149467649468,0.303985803986,0.0405405405405,0.00047775047775,0.00757575757576,0.0,0.0,6.82500682501e-05,0.0,0.0004095004095,0.137796887797,0.0,0.000273000273,0.0,0.0,0.0120802620803,0.0001365001365,0.027573027573,0.0,0.0,0.00034125034125,0.0,0.0,6.82500682501e-05,0.0,0.0282555282555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020475020475,0.0,0.0,0.0,0.0042315042315,0.0,0.00764400764401,0.0,0.0,0.0,0.0,0.000955500955501,0.0001365001365,0.0,0.0,0.0004095004095,0.0,0.0,0.0,6.82500682501e-05,0.0,0.0,0.0,0.00034125034125,0.0,0.0,0.0,0.0,0.0410865410865,0.0,0.0,0.0,0.000682500682501,0.000682500682501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047775047775,0.0,0.0,0.0,0.0,0.0,0.0178132678133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215057",3.7875918491e-05,0.0884402696765,0.00102264979926,0.0,0.242027119158,0.0,0.0,0.000416635103401,0.0,0.0,7.5751836982e-05,0.0,0.0,0.0166275282176,0.223808802363,0.0410196197258,0.000340883266419,0.0102643739111,0.0,0.0,0.000227255510946,0.0,0.000530262858874,0.246004090599,0.00037875918491,0.00075751836982,0.0,0.0,0.0117036588137,0.0,0.0388228164533,0.0,0.0,0.0,0.0,0.000265131429437,0.0,0.0,0.0221195363988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5751836982e-05,0.0,0.0,0.0,0.00321945307174,0.0,0.00659040981744,0.0,0.0,3.7875918491e-05,0.0,0.000189379592455,0.000568138777365,7.5751836982e-05,0.0,3.7875918491e-05,0.0,0.0,0.0,0.000151503673964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000151503673964,0.0329520490872,0.0,0.0,0.0,0.000189379592455,0.000492386940383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5751836982e-05,0.000416635103401,0.0,0.0,0.0,0.0,0.0,0.00988561472616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215074",0.000812897981303,0.0,0.000677414984419,0.0,0.116786343314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000677414984419,0.44262295082,0.0273675653705,0.0215417965045,0.0246579054329,0.0,0.0,0.00311610892833,0.0,0.00270965993768,0.30781736892,0.0,0.0100257417694,0.0,0.0,0.00487738788782,0.0,0.0,0.0,0.0,0.00108386397507,0.0,0.00352255791898,0.000135482996884,0.0,0.0,0.0,0.0,0.0,0.0,0.000135482996884,0.0,0.0,0.0,0.000406448990652,0.0,0.0,0.00596125186289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00162579596261,0.000677414984419,0.000270965993768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00216772795014,0.0,0.0,0.0,0.0050128708847,0.00352255791898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117870207289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215077",0.0,0.00027502750275,0.000366703337,0.0,0.159149248258,0.0,0.0,0.0,0.0,0.0,0.0001833516685,0.0,0.0,0.001466813348,0.369178584525,0.0195727906124,0.0164558122479,0.0166391639164,0.0,0.0,0.00284195086175,0.0,0.0012834616795,0.371470480381,0.0,0.00375870920425,0.0,0.0,0.00779244591126,0.0,0.0,0.0,0.0,0.0001833516685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137513751375,0.000137513751375,0.0,0.0,0.000137513751375,0.0,0.00160432709938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000412541254125,0.00027502750275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16758342501e-05,0.0,9.16758342501e-05,0.00430876420975,0.0,0.0,0.0,0.00600476714338,0.000504217088376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156765676568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X222170",0.000444378610576,0.0,0.000592504814102,0.0,0.105317730707,0.0,0.000592504814102,0.0,0.0,0.0,0.0,0.0,0.0,0.00222189305288,0.0967264109021,0.0374759294919,0.000888757221152,0.000592504814102,0.0,0.0,0.000296252407051,0.0,0.000592504814102,0.603614279366,0.0,0.00207376684936,0.0,0.0,0.06428677233,0.0,0.069915568064,0.0,0.0,0.000296252407051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00666567915864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00607317434454,0.0,0.0,0.0,0.0,0.00133313583173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X222171",0.0,0.0,0.000168534591725,0.0,0.151512597961,0.0,0.0,0.0,0.0,0.0,0.00227521698829,0.0,0.0,0.00176961321311,0.106261060083,0.0405325693099,0.000168534591725,0.000926940254487,0.0,0.000421336479312,0.0006741383669,0.0,0.000926940254487,0.543945394792,0.0,0.00547737423106,0.0,0.0,0.0541838712396,0.0,0.0695205190865,0.0,0.0,0.000168534591725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42672958625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00994354091177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000589871071037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00699418555659,0.0,0.0,0.0,0.0006741383669,0.00168534591725,0.0006741383669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000421336479312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224844",0.000997099347353,0.0,0.000725163161711,0.0,0.456580855693,0.0,0.000634517766497,0.0,0.0,0.0,0.000271936185642,0.0,0.0,0.00462291515591,0.159626540972,0.0311820159536,9.06453952139e-05,0.0,0.0,0.0,0.00416968817984,0.0,0.000543872371284,0.267766497462,0.0,0.000271936185642,0.0,0.0,0.0137781000725,0.0,0.00489485134155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113306744017,0.0,0.0,0.0,0.0,0.0,0.0,0.00190355329949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000543872371284,0.0,0.000543872371284,9.06453952139e-05,0.00725163161711,0.0,0.0,0.0,0.00335387962292,0.0286439448876,0.0,0.0,0.0,0.0,0.000181290790428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224845",4.66548474386e-05,4.66548474386e-05,0.00111971633853,0.0,0.475506205095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00363907810021,0.19016515816,0.0281328730055,9.33096948773e-05,0.000886442101334,0.0,4.66548474386e-05,0.00116637118597,0.0,9.33096948773e-05,0.255108705795,0.0,0.00130633572828,0.000606513016702,0.0,0.0104973406737,0.0,0.00377904264253,0.0,0.0,0.000139964542316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136698702995,0.0,0.0,0.0,0.0,0.0,0.0,0.00125968088084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33096948773e-05,0.00303256508351,0.0,0.0,0.0,0.00181953905011,0.00774470467482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219652",0.0,0.0,0.000926919699483,0.0,0.34496048395,0.0,0.000146355742024,4.87852473412e-05,0.0,0.0,0.000341496731388,0.0,0.0,0.0465411259635,0.25578105181,0.00941555273685,0.0470777636843,0.00204898038833,0.0,4.87852473412e-05,0.0642989559957,0.0,0.000536637720753,0.0876670894721,0.00292711484047,0.000926919699483,0.00121963118353,0.0,0.115133183725,0.0,0.00234169187238,0.0,0.0,0.0,0.0,4.87852473412e-05,4.87852473412e-05,0.0,0.0,0.0,0.000292711484047,0.0,0.0,0.0,0.0106351839204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000146355742024,0.0,0.0,0.0,0.0,4.87852473412e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87852473412e-05,0.0,0.0,9.75704946824e-05,0.00439067226071,4.87852473412e-05,0.0,0.0,9.75704946824e-05,0.000146355742024,0.0,0.0,0.000195140989365,0.0,4.87852473412e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00131720167821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219651",0.0,0.000169211895596,0.000972968399678,0.0,0.308727103515,0.0,0.000253817843394,4.23029738991e-05,0.0,0.0,0.000126908921697,0.0,0.0,0.0412877025255,0.329751681543,0.00566859850247,0.0324040780067,0.00393417657261,0.0,4.23029738991e-05,0.0269892973476,0.0,0.000296120817293,0.112610516519,0.000803756504082,0.00194593679936,0.000719150556284,0.0,0.112060577859,0.0,0.00219975464275,0.000126908921697,0.0,8.46059477981e-05,0.0,0.0,4.23029738991e-05,0.000296120817293,0.0,0.0,0.000169211895596,0.0,0.0,0.0,0.0111679851094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23029738991e-05,4.23029738991e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000169211895596,0.00579550742417,0.0,0.0,0.0,8.46059477981e-05,0.000296120817293,0.0,0.0,0.000253817843394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000423029738991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219656",0.00102092904543,0.0127616130679,0.0,0.0,0.374476773864,0.0,0.000102092904543,0.0,0.0,0.000204185809086,0.0,0.0,0.0,0.00571720265442,0.253394589076,0.0264420622767,0.00336906584992,0.00775906074528,0.0,0.000714650331802,0.00193976518632,0.0,0.000204185809086,0.276467585503,0.0,0.0,0.00398162327718,0.0,0.00469627360898,0.0,0.0066360387953,0.0,0.0,0.0,0.0,0.0,0.000102092904543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000918836140888,0.0,0.0,0.0,0.0,0.0,0.0,0.00102092904543,0.0,0.0,0.0,0.0,0.000306278713629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000102092904543,0.00245022970904,0.0,0.0,0.0,0.00929045431343,0.0014293006636,0.00122511485452,0.0,0.000306278713629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00296069423175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
