"","Acetobacteraceae","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Pasteurellaceae","Corynebacteriaceae","Peptococcaceae","Pseudomonadaceae","Lactobacillaceae","Blastocatellaceae_Subgroup_4_","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","WCHB1_32(class)","Sphingomonadaceae","DA101_soil_group","Burkholderiaceae","Family_XI","Sphingobacteriaceae","Coriobacteriaceae","Solibacteraceae_Subgroup_3_","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Leuconostocaceae","Opitutaceae","Fusobacteriaceae","Caulobacteraceae","Bifidobacteriaceae","Aerococcaceae","Actinomycetaceae","Moraxellaceae","Hyphomicrobiaceae","Oxalobacteraceae","Thermaceae","Flavobacteriaceae","Cellulomonadaceae","Eubacteriaceae","Cytophagaceae","Brucellaceae","Rikenellaceae","Micrococcaceae","Gastranaerophilales(order)","Subgroup_6(class)","uncultured","Methylobacteriaceae","Mollicutes_RF9(order)","Micromonosporaceae","Erythrobacteraceae","Acidaminococcaceae","Bacteroidales_S24_7_group","Unknown_Family","Anaerolineaceae","Chromatiaceae","OPB56","Rhodospirillaceae","Thermoanaerobacteraceae","Chitinophagaceae","Synergistaceae","vadinBE97","NS11_12_marine_group","Nocardiaceae","Nocardioidaceae","Methanobacteriaceae","Microbacteriaceae","Neisseriaceae","Rhizobiaceae","Victivallaceae","Planctomycetaceae","env_OPS_17","Intrasporangiaceae","Defluviitaleaceae","Thermoplasmatales_Incertae_Sedis","Xanthobacteraceae","Streptomycetaceae","Chloroplast(class)","Family_X","Staphylococcaceae","Desulfovibrionaceae","Campylobacteraceae","Bacteroidetes_vadinHA17(class)","Acidimicrobiaceae","Coxiellaceae","Enterobacteriaceae","Leptotrichiaceae","Carnobacteriaceae","Acidobacteriaceae_Subgroup_1_","Tectomicrobia(phylum)","Geodermatophilaceae","Brevibacteriaceae","Xanthomonadaceae","Methylophilaceae","OPB35_soil_group(class)","Solirubrobacteraceae","ML635J_21(class)","Bacillaceae","FamilyI","Roseiarcaceae","Anaeroplasmataceae","Verrucomicrobiaceae","uncultured(class)","Helicobacteraceae","Clostridiaceae_1","TK10(class)","Candidatus_Nomurabacteria(class)","Aeromonadaceae","Paenibacillaceae","SC_I_84(order)","Propionibacteriaceae","Bogoriellaceae","Gemmatimonadaceae","Sanguibacteraceae","Bradyrhizobiaceae","Cellvibrionaceae","Myxococcaceae","Subgroup_2(class)","Elev_16S_1332","Rhodocyclaceae","Dermabacteraceae","JG30_KF_CM45(order)","Pseudonocardiaceae"
"X206770",0.0,0.0,0.0,0.0377894696417,0.000192019662813,0.000652866853566,0.180536886977,0.00188179269557,0.000115211797688,0.0,0.0,0.0,3.84039325627e-05,0.354545105419,0.0172049617881,0.00864088482661,0.00871769269173,0.0,7.68078651254e-05,0.000153615730251,0.0,0.0,3.84039325627e-05,0.000192019662813,0.00099850224663,0.0,0.348976535197,0.0177810207765,0.00111371404432,0.000499251123315,0.0,0.0,7.68078651254e-05,0.0,0.0028802949422,0.0,7.68078651254e-05,7.68078651254e-05,0.000192019662813,0.000115211797688,0.0,0.000153615730251,0.000115211797688,0.0,0.00042244325819,0.0,0.000384039325627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00345635393064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000153615730251,0.0,0.0,0.0,7.68078651254e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.68078651254e-05,0.00691270786128,0.0,0.0,0.0,0.0,0.00410922078421,0.0,7.68078651254e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000268827527939,0.0,0.0,0.0,7.68078651254e-05,0.0,0.000153615730251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224330",0.0,0.0,0.000478240076518,0.0799617407939,0.000334768053563,0.0,0.17230989957,9.56480153037e-05,0.00602582496413,0.0,0.000286944045911,0.0,0.0,0.180774748924,0.0556193208991,0.0193208990913,0.00569105691057,0.0,0.0,0.0,0.0,0.0,0.000286944045911,0.0,0.0024868483979,0.0,0.403443328551,0.0122429459589,0.00153036824486,0.00282161645146,0.0,0.0,0.0,0.0,0.00234337637494,0.0,9.56480153037e-05,0.0,0.0,0.0,0.0,0.00497369679579,0.0,0.0,0.0,0.0,0.00406504065041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038737446198,0.0,0.0,0.000143472022956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000573888091822,0.0,0.0,0.0024868483979,0.0,0.000191296030607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000191296030607,0.000286944045911,0.0,0.03543758967,0.0,0.0,0.0,0.00124342419895,0.0,0.0,0.0,0.000382592061215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224325",0.0,0.0,0.00193971948672,0.0354744852283,0.00108176663682,0.0,0.217696210087,0.000634139062966,3.73022978215e-05,0.0,7.46045956431e-05,0.0,0.0,0.0801999403163,0.0298418382572,0.0264846314533,0.00417785735601,0.0,0.0,0.0,0.0,0.0,0.00123097582811,0.0,0.00048492987168,0.0,0.327924500149,0.113287078484,0.00581915846016,0.000149209191286,0.0,0.0,0.000671441360788,0.0,0.000223813786929,0.000671441360788,0.000522232169502,3.73022978215e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0641599522531,0.000223813786929,0.0,0.0,0.0,3.73022978215e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223813786929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73022978215e-05,0.0356609967174,0.000410325276037,0.0,0.0,0.0,0.0482691733811,0.000111906893465,0.00220083557147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224326",0.0,3.34873752595e-05,0.00190878038979,0.0622865179827,0.000803697006229,0.0,0.240104480611,0.000200924251557,0.0,0.0,6.69747505191e-05,0.0,0.0,0.115029134016,0.0314446453687,0.0225370035497,0.00254504051972,6.69747505191e-05,0.0,0.0,0.0,0.0,0.000937646507267,0.0,0.000334873752595,0.0,0.243721117139,0.141484160472,0.000435335878374,0.000234411626817,0.0,0.0,0.000435335878374,0.0,6.69747505191e-05,0.0,0.0,3.34873752595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370035496618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000234411626817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000133949501038,0.0481548456232,0.0,0.0,0.0,0.0,0.0496952648851,0.0,3.34873752595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34873752595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206571",0.0,0.0,0.0,0.0,0.0,0.0,0.0967667966063,0.0350072613315,0.0,0.0,0.000993655889322,0.0,0.0,0.104639608652,0.0,0.00687915615684,0.00183444164183,0.0,0.0,0.0,0.0,0.0,0.000458610410456,0.0,0.0,0.0,0.491018879462,0.0,0.00259879232592,0.000764350684094,0.0,0.0,0.00756707177253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000229305205228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000229305205228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000229305205228,0.0,0.000152870136819,0.0,0.0,0.0,0.0,0.0,0.247726056715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282809753115,0.0,0.0,0.0,0.0,0.0,7.64350684094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206603",0.0,0.0,0.0,0.0,0.0,0.0,0.123154164206,0.0499957809468,0.0,0.0,0.0,0.0,0.0,0.136191038731,0.0,0.00717239051557,0.0035018141929,0.0,0.0,0.0,0.0,0.0,0.000210952662223,0.0,4.21905324445e-05,0.0,0.437642393047,0.0,0.002278288752,0.000886001181335,0.0,0.0,0.00949286980002,0.0,0.0,0.0,8.4381064889e-05,0.0,4.21905324445e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21905324445e-05,0.0,0.000126571597334,0.0,0.0,0.0,0.225719348578,0.000295333727112,0.000253143194667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00286895620623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206572",0.0,7.05218617772e-05,0.0,0.0,0.0,0.0,0.0497884344147,0.0359661495063,0.000423131170663,0.0,0.0,0.0,0.0,0.14802538787,0.0,0.00345557122708,0.00472496473907,0.0,0.0,0.0,0.0,0.0,0.000423131170663,0.0,0.000141043723554,0.0,0.324471086037,0.00098730606488,0.00225669957687,0.0,0.0,0.0,0.00430183356841,0.0,0.0,0.0,0.000634696755994,7.05218617772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000282087447109,0.0,0.0,0.0,0.0,0.0,0.000211565585331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000282087447109,0.0,0.0,0.0,0.0,0.0,0.422355430183,0.0,0.0,0.0,0.0,0.0,0.000423131170663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000705218617772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215061",0.0,0.0,0.0187687139414,0.148981231286,0.0032133206748,0.0,0.238077849996,0.0,0.0,0.00131454027605,0.0552837216096,0.0,0.0,0.159497553494,0.00555028116556,0.0625136931279,0.00219090046009,0.0,0.0,0.0,0.0,0.000438180092018,0.0,0.0,0.000292120061345,0.0,0.0714963850142,0.0141678229752,0.00701088147229,0.000511210107354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00635361133426,0.0,0.000511210107354,0.0,0.0,0.0,0.00262908055211,0.0,0.0,0.025633535383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000803330168699,0.0,0.0,0.0,0.0,0.00124151026072,0.0,0.0,0.0,0.0,0.0,0.00058424012269,0.0,0.0,0.000438180092018,0.0,0.0,0.0,0.0,0.0,0.0133644928065,0.0,0.0,0.0,0.0,0.150880011685,0.0,0.0,0.0,0.000219090046009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00657270138027,0.0,0.0,0.00146060030673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215062",0.0,0.0,0.0199611376082,0.101218865925,0.00565271153506,0.0,0.265412471295,0.0,0.0,0.00220809044338,0.0108638049815,0.0,0.0,0.216392863452,0.00512276982865,0.0444267797209,0.00282635576753,0.000176647235471,0.0,0.0,0.0,0.0,0.0,0.0,0.00132485426603,0.0,0.0476064299594,0.0105988341282,0.00114820703056,0.000971559795089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069775658011,0.000264970853206,0.000529941706412,0.0,0.0,0.0,0.00229641406112,0.0,0.0,0.0459282812224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012365306483,0.0,0.0,0.0,0.0,0.00627097685921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83236177354e-05,0.0113054230701,0.0,0.0,0.0,0.0,0.179561914856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00759583112524,0.0,0.0,0.00167814873697,0.0,0.000353294470942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215080",0.0,9.69979145448e-05,0.000242494786362,0.00538338425724,0.0,0.0,0.129055725302,0.00606236965905,0.0,0.000290993743635,0.00305543430816,0.00858431543722,0.0,0.201125175809,0.00480139676997,0.0229885057471,0.0117367476599,9.69979145448e-05,0.0,0.0,0.000145496871817,0.0,0.0,0.0,0.000678985401814,0.0,0.237935884378,0.00965129249721,0.0128522236772,0.0169746350453,4.84989572724e-05,0.000290993743635,0.00145496871817,0.0,0.0339492700907,4.84989572724e-05,0.000484989572724,9.69979145448e-05,0.0,0.0,0.0,0.0,0.0,0.000484989572724,4.84989572724e-05,0.0,0.0283233910471,0.0028129395218,0.0,0.0,0.0,0.0,0.000339492700907,0.0,0.0,0.00164896454726,0.00184296037635,0.0,0.0,0.0,0.0,0.0,0.0,4.84989572724e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69979145448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000921480188176,0.0,0.00218245307726,0.000145496871817,0.000533488529997,0.0,0.0,9.69979145448e-05,0.192540860372,0.000436490615452,0.0143071923954,0.0,0.0,0.0,0.0,0.0,9.69979145448e-05,0.000242494786362,0.0,0.0,0.0,0.0,0.0,0.0,0.0240554828071,0.0,0.000339492700907,0.0201755662253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69979145448e-05,0.0,0.0,4.84989572724e-05,0.0,0.0
"X219643",0.0,5.29997880008e-05,0.0366228535086,5.29997880008e-05,0.00217299130803,0.0,0.326902692389,0.000158999364003,0.000105999576002,0.0,0.000158999364003,0.00222599109604,0.0,0.322927708289,0.00439898240407,0.0335488658045,0.00498198007208,0.00164299342803,0.0,0.000794996820013,0.0,0.0,0.000370998516006,0.0,0.000582997668009,0.0,0.133930464278,0.00291498834005,0.00164299342803,0.00127199491202,0.0,0.0,0.000370998516006,0.000105999576002,0.0141509433962,0.000105999576002,0.000105999576002,5.29997880008e-05,0.0,0.0,0.0,0.000158999364003,0.0,0.0,0.0,0.0,0.0862836548654,0.0,0.0133559465762,0.0,0.000211999152003,0.000158999364003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000211999152003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105999576002,0.0,0.0,0.0,0.0,0.0,0.0,0.000105999576002,0.00381598473606,0.0,0.0,0.0,0.0,0.000529997880008,0.0,0.000847996608014,0.0,0.0,0.000317998728005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000158999364003,0.0,0.000688997244011,0.0,0.0,0.000688997244011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219644",0.0,0.0,0.0,0.000216778668979,0.000390201604162,0.0,0.0869282462606,0.000390201604162,4.33557337958e-05,0.0,0.000260134402775,0.0,0.0,0.780273141123,0.0,0.00229785389118,0.051810101886,0.0,0.0,0.0,0.0,0.0,0.00108389334489,0.0,0.000303490136571,0.0,0.0712768263603,0.00173422935183,0.000910470409712,0.000130067201387,0.0,0.0,0.000173422935183,0.0,0.000260134402775,0.0,8.67114675916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.67114675916e-05,0.000130067201387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000346845870366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130067201387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000737047474529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219646",0.0,0.0,0.0,4.72969777231e-05,0.0,0.0,0.409686421038,0.000141890933169,0.0,0.0,4.72969777231e-05,0.0,0.0,0.25114695171,0.0156080026486,0.000331078844062,0.00316889750745,0.0,0.0,0.0,0.0,0.0,0.000331078844062,0.0,0.000141890933169,0.0,0.311828974129,0.000141890933169,0.000425672799508,0.00075675164357,0.0,0.0,4.72969777231e-05,0.0,0.00454050986142,0.0,9.45939554462e-05,4.72969777231e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72969777231e-05,0.0,0.0,0.0,0.0,0.0,0.000141890933169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127701839852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219645",0.0,0.0,0.0,0.0,0.0,0.0,0.267594037095,0.000130005200208,0.0,0.0,0.0,4.3335066736e-05,0.0,0.257626971746,0.0228809152366,0.000563355867568,0.00498353267464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000606690934304,0.0,0.438550875368,4.3335066736e-05,0.000390015600624,0.000346680533888,0.0,0.0,0.000130005200208,0.0,0.00182007280291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736e-05,4.3335066736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130005200208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130005200208,0.0,0.000173340266944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3335066736e-05,0.0,0.0,0.00368348067256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219670",0.0,0.0,0.00653147549142,0.0112590196566,0.00211495396865,0.0,0.522393630256,0.000248818113959,0.000124409056979,0.000124409056979,0.000622045284897,0.0,0.0,0.224496143319,0.00354565812391,0.0567927345111,0.00441652152277,0.000248818113959,0.0,0.0,0.0,0.0,6.22045284897e-05,0.0,0.000995272455835,0.0,0.0658745956706,0.0405573525753,0.000933067927345,0.00920627021647,0.0,0.0,0.0,0.0,0.00385668076636,0.0,0.000186613585469,6.22045284897e-05,0.0,0.0,0.0,0.0,0.0,0.000124409056979,0.0,0.0,0.0235133117691,0.0,0.000684249813386,0.0,0.0,0.0,0.0,0.0,0.0,0.0115700422991,0.0,0.0,0.0,0.0,0.0,0.00130629509828,0.0,0.000186613585469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000373227170938,0.0,0.0,0.0,0.0,0.0,6.22045284897e-05,0.0066558845484,0.0,0.0,0.0,0.0,0.000746454341876,0.0,6.22045284897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22045284897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219669",0.0,4.17327435106e-05,0.00567565311744,0.0078874885235,0.00254569735414,0.0,0.530339704532,0.000166930974042,0.000333861948084,0.000792922126701,0.000250396461063,0.0,0.0,0.288373257658,0.000542525665637,0.0469910691929,0.00183624071446,0.000125198230532,0.0,0.0,0.0,0.0,0.000417327435106,0.0,0.000667723896169,0.0,0.0486603789333,0.0153576496119,0.00308822301978,0.00534179116935,0.0,0.0,0.0,0.0,0.000709456639679,4.17327435106e-05,0.000166930974042,4.17327435106e-05,0.0,0.0,0.0,0.0,0.0,4.17327435106e-05,0.0,0.0,0.0168600283783,0.000542525665637,0.000333861948084,0.0,0.0,0.0,0.0,0.0,0.0,0.00851347967615,0.0,0.0,0.0,0.0,0.0,0.00254569735414,0.0,4.17327435106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000125198230532,0.0,0.0,0.0,0.0,0.0,0.000125198230532,0.00964026375094,0.0,0.0,0.0,0.0,0.000166930974042,0.0,0.000667723896169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
