OTU,LDA_score,CLass
Ruminococcaceae_UCG_003,6.1353916132080375,CD
Fastidiosipila,2.252903409264671,UC
Mogibacterium,2.9019918666367017,UC
Lawsonella,3.041178596258334,UC
Senegalimassilia,3.951029856466787,UC
Atopobium,4.3014546299502205,UC
Butyricimonas,4.480894950177111,UC
Candidatus_Soleaferrea,4.564490358365798,UC
Gelria,4.839849994074474,UC
Blastococcus,4.9868183052570645,UC
Clostridiales_vadinBB60_group__family__,5.751629109894875,UC
Ruminococcaceae_UCG_004,5.834634286608313,UC
Erysipelatoclostridium,5.957694749579084,UC
Butyricicoccus,6.312259125798722,UC
Ruminococcaceae_UCG_014,6.374026267532112,UC
Gastranaerophilales__order__,6.612493056840733,UC
Dorea,6.699352645827666,UC
Bifidobacterium,6.7461820360863,UC
f__Eubacterium_coprostanoligenes_group,6.819119461524801,UC
Prevotella,6.9674403369257,UC
Christensenellaceae_R_7_group,7.0573818653539675,UC
uncultured,7.371415524529232,UC
Lachnoclostridium,7.372213197721464,UC
Alistipes,7.3949993610270495,UC
Campylobacter,4.816903301133196,nonIBD
Peptoniphilus,4.840294906560883,nonIBD
Lactonifactor,5.064882374789345,nonIBD
Holdemania,5.371370055827231,nonIBD
Faecalitalea,5.532558414131858,nonIBD
Barnesiella,5.608895706680537,nonIBD
Romboutsia,5.665573254883679,nonIBD
Candidatus_Stoquefichus,5.70438581493275,nonIBD
Collinsella,6.119549979439955,nonIBD
f__Eubacterium_xylanophilum_group,6.126763705495969,nonIBD
Ruminococcaceae_UCG_005,6.210196677500276,nonIBD
Ruminococcaceae_UCG_013,6.240494335553595,nonIBD
Veillonella,6.337800310245656,nonIBD
Lachnospiraceae_UCG_001,6.634212020502171,nonIBD
f__Eubacterium_ventriosum_group,6.659346224870381,nonIBD
Coprococcus,6.709115056403032,nonIBD
f__Eubacterium_eligens_group,6.709131741078825,nonIBD
Ruminiclostridium,6.758458970484779,nonIBD
Intestinibacter,6.787241452791308,nonIBD
Ruminococcaceae_NK4A214_group,6.838281295029252,nonIBD
Flavonifractor,6.83918842838765,nonIBD
Ruminococcaceae_UCG_002,6.841759439439525,nonIBD
Lachnospira,6.944815914444643,nonIBD
Ruminococcus,6.96173327242693,nonIBD
Lachnospiraceae_ND3007_group,7.006650289700082,nonIBD
Fusicatenibacter,7.0234539129110365,nonIBD
Roseburia,7.319200548176013,nonIBD
Dialister,7.322684844474515,nonIBD
Parasutterella,7.422015562258104,nonIBD
f__Eubacterium_hallii_group,7.443631511561223,nonIBD
Megasphaera,7.5149141240451325,nonIBD
Haemophilus,7.6845091321549095,nonIBD
Subdoligranulum,7.774471435979288,nonIBD
Lachnospiraceae_UCG_008,7.793823097132026,nonIBD
Blautia,7.8146565836329165,nonIBD
Anaerostipes,7.815481470603637,nonIBD
Parabacteroides,7.816068104422187,nonIBD
f__Eubacterium_rectale_group,8.299925039907862,nonIBD
Faecalibacterium,8.361468880975261,nonIBD
Bacteroides,8.5716484498935,nonIBD
