"","x"
"1","Bifidobacteriales"
"2","Actinomycetales"
"3","JG30_KF_CM45"
"4","Campylobacterales"
"5","Deinococcales"
"6","Rhodobacterales"
"7","Solirubrobacterales"
"8","Verrucomicrobiales"
"9","Thermoanaerobacterales"
