OTU,LDA_score,CLass
Campylobacter,4.0194986933289485,CD
f__Clostridium_innocuum_group,4.800643067258434,CD
Hafnia_Obesumbacterium,3.926419608738952,UC
Cytophaga,4.038827152144405,UC
Eggerthella,4.650326545154524,UC
Erysipelatoclostridium,6.775793425172201,UC
Lachnospiraceae_ND3007_group,6.319403901840913,nonIBD
Ruminococcus,6.59899448971435,nonIBD
