"","Rhodospirillales","Burkholderiales","Clostridiales","Bacteroidales","Rhodobacterales","Corynebacteriales","Pseudomonadales","JG30_KF_CM66(class)","Gaiellales","Flavobacteriales","Sphingobacteriales","Sphingomonadales","Micrococcales","Lactobacillales","Selenomonadales","Erysipelotrichales","Bacillales","Fusobacteriales","Thermales","Coriobacteriales","Fibrobacterales","Bifidobacteriales","Chloroflexales","Actinomycetales","Rhizobiales","Spirochaetales","Acidimicrobiales","Pseudonocardiales","Gastranaerophilales","Desulfovibrionales","Neisseriales","Blastocatellales","Synergistales","Nitrospirales","Caldilineales","Planctomycetales","Desulfurellales","WCHA1_57(class)","Chthoniobacterales","Thermoanaerobacterales","OPB35_soil_group(class)","Tectomicrobia(phylum)","Victivallales","Propionibacteriales","Bdellovibrionales","Streptosporangiales","Xanthomonadales","Caulobacterales","Subgroup_6(class)","Desulfuromonadales","Unknown_Order","Alteromonadales","Candidatus_Falkowbacteria(class)","Cytophagales","Frankiales","Gitt_GS_136(class)","Campylobacterales","Pasteurellales","Cyanobacteria(phylum)","NB1_j","X35","Enterobacteriales","Myxococcales","Subgroup_10","Opitutales","Methylophilales","Oligosphaerales","Methanobacteriales","Chloroplast(class)","Solibacterales","KD4_96(class)","Verrucomicrobiales","SubsectionII","Solirubrobacterales","Aeromonadales","Mollicutes_RF9","Cellvibrionales","UA11(class)","Lineage_IIb","Oligoflexales","Lineage_IIc"
"X206605",0.0,0.228442257829,0.392460607672,0.282428030051,0.0,0.000199454823482,0.00245994282295,0.0,0.0,6.64849411608e-05,0.0,0.0,0.0,0.000731334352769,0.0114354098797,0.00731334352769,0.0,0.00505285552822,0.0,0.00079781929393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177514792899,0.000265939764643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000598364470447,0.0,0.0,0.0,0.0,0.0,0.0,6.64849411608e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106375905857,0.011568379762,0.0,0.0,0.0,0.0370985971677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000199454823482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206608",0.0,0.0246931000423,0.391985325243,0.525680824044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05517144067e-05,0.000987724001693,0.00338648229152,0.00747848172711,0.0,0.0,0.0,0.000282206857627,0.0,0.0,0.0,0.00021165514322,0.0,0.0,0.0,0.0,0.0,0.0305488923381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05517144067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00507972343728,0.0,0.0,0.0,0.00656130943982,0.0,0.0,0.00063496542966,0.0,0.0,0.0,0.0,0.0,0.0,0.00232820657542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206609",0.0,0.0219639515414,0.351718703831,0.526740864769,0.0,0.000196986112479,0.00256081946223,0.0,0.0,0.0,0.0,0.0,0.0,0.000590958337437,0.00265931251847,0.014379986211,0.000393972224958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585048754063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000295479168719,0.00620506254309,0.0,0.0,0.0,0.00984930562395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00393972224958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215085",0.0,0.0195530726257,0.26303538175,0.586359404097,0.00558659217877,0.00791433891993,0.0,0.0,0.0,0.0,0.0,0.00162942271881,0.00744878957169,0.0225791433892,0.0155959031657,0.0130353817505,0.00861266294227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139664804469,0.0,0.0,0.0232774674115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00162942271881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030260707635,0.0,0.0,0.00768156424581,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575,0.0,0.0,0.0,0.0,0.0,0.0,0.000465549348231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215084",0.0,0.0430544272949,0.320064987815,0.528513403737,0.0,0.0,0.0100731112916,0.0,0.0,0.0,0.0,0.0,0.000324939073924,0.00227457351747,0.0227457351747,0.00926076360682,0.000324939073924,0.0183590576767,0.0,0.000162469536962,0.0,0.0,0.0,0.0,0.000487408610885,0.0,0.0,0.0,0.0,0.0295694557271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00227457351747,0.0,0.0,0.0,0.0125101543461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214995",5.64429643845e-05,0.0346559801321,0.387763165321,0.49240842129,0.0,0.0,0.000451543715076,0.0,0.0,0.000112885928769,0.00050798667946,0.000112885928769,0.0106112773043,0.0230851724333,0.0252300050799,0.0173844330304,0.000903087430152,0.0040074504713,0.0,0.0,0.0,0.000169328893153,0.0,0.000225771857538,0.000169328893153,0.0,0.0,0.0,0.0,0.0,5.64429643845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000338657786307,0.0,0.0,0.0,0.0,0.0,0.0,0.000225771857538,0.0,0.0,0.000395100750691,0.000733758536998,0.0,0.0,0.0,0.000282214821922,0.0,0.000112885928769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X214994",0.0,0.0318491225879,0.386061325173,0.520139886342,0.0,0.0013114344595,0.00349715855867,0.0,0.0,0.00274776743896,0.0,0.0,0.000686941859739,0.0103665771561,0.0249172547305,0.00849309935677,0.00299756447886,0.00324736151877,0.0,0.0,0.0,0.000686941859739,0.0,0.000249797039905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000187347779929,0.000874289639668,0.0,0.0,0.0,0.00124898519953,0.0,0.0,0.0,0.0,0.0,0.0,0.000374695559858,0.0,0.0,6.24492599763e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215075",0.0,0.00644244914523,0.472480089281,0.456703698067,0.0,5.07279460255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00055800740628,0.00730482422767,0.00466697103434,0.00121747070461,0.00152183838076,0.000355095622178,0.0,0.000355095622178,0.0,0.00111601481256,0.0,0.000304367676153,5.07279460255e-05,0.0,0.0,0.0,0.0,0.000913103028458,0.000101455892051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000152183838076,0.0448435042865,0.0,0.0,0.0,0.000862375082433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215076",0.0,0.000805355614839,0.492172950118,0.425328434087,0.0,0.0,0.00140937232597,0.0,0.0,0.0,0.000100669451855,0.0,0.00100669451855,0.0153017566819,0.00231539739266,0.000805355614839,0.000755020888911,0.000604016711129,0.0,0.000604016711129,0.0,0.000956359792621,0.0,0.000100669451855,0.0,0.0,0.0,0.0,0.0,0.00020133890371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03347259274e-05,0.0569789097498,0.0,0.0,0.0,0.000503347259274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219633",0.0,0.00739371534196,0.817067159581,0.140418977203,0.000431300061614,0.000123228589033,0.000739371534196,0.0,0.0,0.0,0.0,0.0,0.0,0.00936537276648,0.0022797288971,0.0150955021565,0.000739371534196,0.000184842883549,0.0,0.000308071472582,0.0,0.000308071472582,0.0,6.16142945163e-05,0.0,0.0,0.0,0.0,0.0,0.00369685767098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000492914356131,0.0,0.0,0.0,0.00129390018484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219634",7.78331257783e-05,0.00770547945205,0.858655043587,0.0832814445828,0.0,0.0,0.00272415940224,0.0,0.0,0.0,0.0,0.0,0.00132316313823,0.0210927770859,0.00295765877958,0.00871731008717,0.00171232876712,0.00093399750934,0.0,0.000155666251557,0.0,0.00046699875467,0.0,0.00116749688667,0.0,0.0,0.0,0.0,0.0,0.00373599003736,0.000622665006227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78331257783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00350249066002,0.0,0.0,0.0,0.0010896637609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219637",0.025,0.0,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.2875,0.1375,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375,0.0
"X219638",0.0,0.0122773962195,0.804655685893,0.0893454081323,0.0,0.00388986810916,0.000303895946028,0.0,0.0,0.00334285540631,0.0,0.0,0.0,0.00255272594664,0.00486233513645,0.0511760773111,0.000911687838084,0.0064425940558,0.0,0.00680726919103,0.0,0.00182337567617,0.0,0.000121558378411,0.0,0.0,0.0,0.0,0.0,0.0102716829757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000668571081262,0.0,0.0,0.0,0.0,0.000547012702851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219659",0.0,0.004329004329,0.338624338624,0.289562289562,0.0,0.011063011063,0.012506012506,0.0,0.0,0.0,0.0,0.00481000481,0.02405002405,0.003848003848,0.018759018759,0.016835016835,0.00962000962001,0.0,0.0,0.010582010582,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101,0.00529100529101,0.0,0.029341029341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028379028379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012025012025,0.0,0.0,0.0,0.0,0.0,0.00577200577201,0.0,0.0,0.0,0.164502164502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219653",0.0,0.0245859213251,0.456055900621,0.294875776398,0.0,0.00036231884058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295031055901,0.0295031055901,0.0266563146998,0.00869565217391,0.0212732919255,0.0,0.000724637681159,0.0,0.000569358178054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133022774327,0.0113871635611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000569358178054,0.0238612836439,0.0,0.0,0.0,0.0204451345756,0.0,0.0,0.0,0.0,0.0,0.00900621118012,0.0,0.0,0.0,0.0551759834369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219654",0.0,0.0124551916884,0.578042408409,0.174068898475,0.0,0.0131235190473,0.000486056261012,0.0,0.0,0.00285558053345,0.0,0.000364542195759,0.000425299228386,0.00121514065253,0.0523725621241,0.010085667416,0.000850598456771,0.00528586183851,0.0,0.000911355489398,0.0,0.000729084391518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178018105596,0.00249103833769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00255179537031,0.0,0.0,0.0,0.0131235190473,0.0,0.0,0.0,0.0,0.0,0.0133057901452,0.0,0.0,0.0,0.0974542803329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219693",0.0,0.000962000962001,0.823953823954,0.0473785473785,0.0,0.0,0.00132275132275,0.0,0.0,0.000962000962001,0.00012025012025,0.0,0.000721500721501,0.047619047619,0.0208032708033,0.0220057720058,0.0012025012025,0.0,0.00012025012025,0.00276575276575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253727753728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002886002886,0.0,0.0,0.0,0.00180375180375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219668",0.0,0.016,0.3664,0.0144,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0688,0.0304,0.024,0.0016,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219675",0.0,0.00294099993998,0.196146689875,0.203589220335,0.0,0.0,0.00174059180121,0.0,0.0,0.000660224476322,6.00204069384e-05,0.0,0.0,0.00936318348238,0.130124242242,0.00708240801873,0.000600204069384,0.415941420083,0.0,0.000600204069384,0.0,0.000780265290199,0.0,0.000480163255507,0.0,0.0,0.0,0.0,0.0,0.00474161214813,0.0213072444631,0.000240081627753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000840285697137,0.0,0.0,0.0,0.00264089790529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000120040813877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219676",0.0,0.00770857193199,0.29067923531,0.173729186856,0.0,4.40489824685e-05,0.000484538807154,0.0,0.0,0.0,4.40489824685e-05,0.0,0.0,0.0269139282883,0.0968637124482,0.0270020262532,0.00176195929874,0.340014095674,0.0,0.00176195929874,0.0,0.00273103691305,0.0,0.00149766540393,0.0,0.0,0.0,0.0,0.0,0.00343582063254,0.0208792176901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000836930666902,0.0,0.0,0.0,0.00361201656242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219691",0.0,0.000180788236712,0.80408581415,0.118054718573,0.0,0.00174761962155,6.02627455707e-05,0.0,0.0,0.000662890201278,0.0,0.0,0.0,0.00620706279378,0.00759310594191,0.010244666747,0.000241050982283,0.00313366276968,0.0,0.000964203929131,0.0,0.000241050982283,0.0,0.000421839218995,0.0,0.0,0.0,0.0,0.0,0.0,0.000301313727853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02627455707e-05,0.000783415692419,0.0,0.0,0.0,0.0439918042666,0.0,0.0,0.0,0.0,0.0,0.0,0.0010244666747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219692",0.0,0.0,0.0,0.141666666667,0.0,0.175,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.00833333333333,0.0,0.0,0.0,0.0,0.0,0.116666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
