"","x"
"1","Tepidimonas"
"2","Prevotella"
"3","Lachnospiraceae_UCG_001"
"4","Burkholderia_Paraburkholderia"
"5","Candidatus_Soleaferrea"
"6","Romboutsia"
"7","Peptococcus"
"8","Butyricimonas"
"9","Parasutterella"
"10","Dorea"
"11","Paludibacter"
"12","uncultured(family)"
"13","Barnesiella"
"14","ML635J_21(class)"
"15","Turicibacter"
"16","Dielma"
"17","Candidatus_Stoquefichus"
"18","TK10(class)"
"19","Succiniclasticum"
"20","Escherichia_Shigella"
