"","x"
"1","Gammaproteobacteria"
"2","Negativicutes"
"3","Coriobacteriia"
"4","Deinococci"
"5","Chloroflexia"
"6","Spartobacteria"
"7","Oligosphaeria"
"8","Verrucomicrobiae"
