"","x"
"1","Spartobacteria"
"2","Sphingobacteriia"
"3","Cytophagia"
"4","Melainabacteria"
"5","Subgroup_6"
"6","Anaerolineae"
"7","Synergistia"
"8","Acidimicrobiia"
