"","x"
"1","Alphaproteobacteria"
"2","Clostridia"
"3","Fusobacteriia"
"4","Proteobacteria_Incertae_Sedis"
"5","Synergistia"
"6","Chloroplast"
"7","Verrucomicrobiae"
