"","x"
"1","JG30_KF_CM66"
"2","Fusobacteriia"
"3","Coriobacteriia"
"4","Synergistia"
"5","WCHA1_57"
"6","Candidatus_Falkowbacteria"
"7","Cytophagia"
"8","Cyanobacteria(phylum)"
"9","Oligosphaeria"
"10","Verrucomicrobiae"
