Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.447309378812076,0,0.024694265352206847,0.06203872936076721
2,0.697522954540011,0.145608117981711,0.004394381136362677,0.04486124421068887
3,0.360672013977621,0.341084112131939,0.05347826888801793,0.11852499783091056
4,0.913748957763586,0.0687778229572677,0.060978628613519,0.09108279448560205
5,1.0,0,-0.027333801930342502,0.02354614207149233
Averages,0.6838506610186588,0.11109401061418356,0.023242348411952794,0.0680107815918922
