Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.952867979766356,0.030874373286606,-0.06361027454541139,0.054298249688747136
2,0.636867056519545,0.156937994760635,-0.027749465304001117,0.09574478178477283
3,0.6701315391929,0.191591078424749,-0.023702060944927945,0.11480739535431757
4,0.724709543086741,0.150288293969419,-0.005156413840092428,0.11183170602249012
5,0.752068148002469,0.188827362443826,-0.06693577722127883,0.10256163045233094
6,0.943011438812837,0,-0.02671819676434117,0.06831935969365625
7,0.946956565308905,0.0902641775759048,-0.00394146884257867,0.09249603851419387
8,0.691500182703448,0,-0.06543923277257296,0.0761559873764594
9,0.716509077136662,0,-0.0314078661158963,0.1075993618866733
10,0.846866308022545,0.100797811836769,-0.03808826121085533,0.0872988633192723
11,0.886192010157941,0.102915375949359,-0.03847283325621212,0.08619257696579588
12,0.818419297195036,0.091398671352322,-0.044226075533356154,0.08416402987300696
13,0.986337719116406,0.0147842328247968,-0.02388884257557198,0.06603489782182097
14,0.658247528662519,0.399265810586791,-0.0507268309031842,0.09130344639528273
15,0.812716880996389,0.100173929447443,-0.04682030384736338,0.10863789028849044
16,0.657263557748245,0.377682960723045,-0.008152175366412811,0.11659581958493458
17,0.576775837584183,0,-0.002103902242492392,0.12752177449648955
Averages,0.7810259217654779,0.1174001219518627,-0.03336117536979701,0.09362140055992557
