"","x"
"1","Moraxellaceae"
"2","Peptococcaceae"
"3","Clostridiales_vadinBB60_group"
"4","Leptotrichiaceae"
"5","Opitutaceae"
"6","Bifidobacteriaceae"
"7","Cellulomonadaceae"
"8","Gastranaerophilales(order)"
"9","Desulfovibrionaceae"
"10","Synergistaceae"
"11","0319_6A21"
"12","Thermoanaerobacteraceae"
"13","Acetobacteraceae"
"14","Paenibacillaceae"
"15","Caulobacteraceae"
"16","ABS_19"
"17","Carnobacteriaceae"
