Cluster,Mean Inside,Std Dev Inside,Mean Outside,Std Dev Outside
1,0.912512607858397,0.0982085595137374,-0.019573029657241947,0.0703449080094275
2,0.736373961859349,0.323558644743154,-0.009115989643061321,0.08821766270166193
3,0.848590301317232,0.141901924266182,0.005161189099680342,0.07546272199443475
4,0.851664948896384,0,-0.03769228360014554,0.05170952653711725
5,0.962209239051845,0.0300505688079546,-0.05133138412450158,0.04261361006697331
6,0.208394707179942,0.344031939231603,-0.0382137500051787,0.09975818061515805
7,0.996949080515989,0.00471571553952674,-0.04172800861606157,0.045122554224232614
8,0.954269568695787,0.0443867002472005,-0.011368961664569875,0.07806044666908638
9,0.675699572676877,0.280852408519974,-0.032065764490900574,0.09479848229338236
10,1.0,0,-0.042895652081611405,0.031847374699960844
11,0.725502095991873,0.1972676536943,-0.039430490453863466,0.08071469307207063
12,0.622709572278061,0.164818224186085,0.0034007324884570466,0.11383033662514905
13,0.849334687079718,0.0720114977909107,-0.025887583534462605,0.08182256270797084
14,1.0,0.0,-0.014883525677393188,0.05443881929005946
15,0.755310600765411,0.20973672707343,-0.02898157918200374,0.09137653192861458
16,0.666803747557332,0.288556419061123,-0.019825149760039743,0.08431537935119551
17,0.729921209974308,0.169969856021231,-0.01916088780220876,0.08837222486999938
Averages,0.7938968177469709,0.13941569639390658,-0.02491718345324157,0.07487094209744086
