"","x"
"1","Rhodobacteraceae"
"2","DA101_soil_group"
"3","Burkholderiaceae"
"4","Peptostreptococcaceae"
"5","Aerococcaceae"
"6","Oxalobacteraceae"
"7","Brucellaceae"
"8","Erythrobacteraceae"
"9","Chromatiaceae"
"10","NS11_12_marine_group"
"11","Nocardiaceae"
"12","Methanobacteriaceae"
"13","Chitinophagaceae"
"14","Family_X"
"15","Sphingomonadaceae"
"16","Anaeroplasmataceae"
"17","Rhodocyclaceae"
