"","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Run_SP154(order)","Corynebacteriaceae","Peptococcaceae","Solibacteraceae_Subgroup_3_","Acetobacteraceae","Pseudomonadaceae","Kineosporiaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Bifidobacteriaceae","Thermaceae","Sphingobacteriaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Rikenellaceae","Fusobacteriaceae","Caulobacteraceae","Aerococcaceae","NB1_n(order)","Actinomycetaceae","Family_XII","Defluviitaleaceae","Moraxellaceae","Oxalobacteraceae","Eubacteriaceae","Alicyclobacillaceae","Brucellaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Subgroup_6(class)","Campylobacteraceae","Synergistaceae","MB_A2_108(class)","Methylobacteriaceae","Mollicutes_RF9(order)","Micromonosporaceae","Acidaminococcaceae","Bacteroidales_S24_7_group","SM2D12","Unknown_Family","Thermoanaerobacteraceae","Chitinophagaceae","vadinBE97","Carnobacteriaceae","Methanobacteriaceae","Microbacteriaceae","Neisseriaceae","Planctomycetaceae","JG30_KF_CM45(order)","Rhizobiaceae","Victivallaceae","Cardiobacteriaceae","env_OPS_17","Shewanellaceae","Obscuribacterales(order)","Chloroplast(class)","Family_X","Staphylococcaceae","Deinococcaceae","Rhodospirillales_Incertae_Sedis","Bacteriovoracaceae","Pasteurellaceae","Enterobacteriaceae","Haliangiaceae","Acidobacteriaceae_Subgroup_1_","Clostridiaceae_1","PHOS_HE51","Xanthomonadaceae","Alteromonadaceae","Cytophagaceae","Thermoplasmatales_Incertae_Sedis","Bdellovibrionaceae","Solirubrobacteraceae","Bacillaceae","Blastocatellaceae_Subgroup_4_","Leuconostocaceae","Verrucomicrobiaceae","uncultured","Erythrobacteraceae","Hyphomicrobiaceae","Bradyrhizobiaceae","Cellvibrionaceae","Latescibacteria(phylum)","Family_III","Saprospiraceae"
"X206726",0.0,0.0,0.00041816509157815507,0.00045998160073597056,0.0,0.27954336371999666,0.0,0.0,0.00016726603663126202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255666136990884,0.0,0.013255833403027516,0.0,0.007359705611775529,0.0,0.0,0.0007945136739984947,0.0,0.0005436146190516015,0.0,0.0,0.00020908254578907754,0.4183741741239441,0.0,0.00020908254578907754,0.0013799448022079118,0.005310696663042569,0.008990549468930334,0.0,0.0,0.0,4.1816509157815506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006690641465250481,0.0,0.0005854311282094171,0.0,0.0,0.0,0.0,0.0,0.0,4.1816509157815506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001254495274734465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016726603663126202,0.0,0.0,0.0,0.00020908254578907754,0.004976164589780045,0.0,0.0,0.000501798109893786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206725",0.0,0.0,0.00045122960066180343,0.0009400616680454237,0.0,0.36120929532977364,0.0,0.0,7.52049334436339e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2872076408212379,0.0,0.007294878544032489,0.0,0.0034594269384071595,0.0,0.0,0.003233812138076258,0.0,0.00018801233360908476,0.0,0.0,7.52049334436339e-05,0.29589381063397757,0.0,0.00022561480033090172,0.0033842220049635258,0.0041362713393998645,0.020568549296833872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001504098668872678,0.0,0.0,0.0,0.0,0.00018801233360908476,0.0,0.0009024592013236069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.760246672181695e-05,0.0,0.0,0.00011280740016545086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.760246672181695e-05,0.0,0.0,0.0,0.00011280740016545086,0.009287809280288786,0.0,0.0,0.0008272542678799729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206730",0.00013462574044157243,0.0,0.0030963920301561657,0.0,0.0,0.002827140549273021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035002692514808833,0.0,0.11052773290253097,0.0,0.0006731287022078621,0.0,0.011443187937533657,0.0,0.0,0.00551965535810447,0.0,0.0017501346257404416,0.0,0.0,0.00026925148088314486,0.26292407108239096,0.0,0.0012116316639741518,0.008077544426494346,0.0,0.001884760366182014,0.0,0.0,0.0,0.00013462574044157243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000942380183091007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000942380183091007,0.0,0.0004038772213247173,0.0,0.0,0.0,0.0,0.0005385029617662897,0.0,0.0,0.0,0.0,0.00013462574044157243,0.0,0.0,0.0,0.0005385029617662897,0.0,0.0,0.0,0.0,0.4885568120624663,0.0,0.0,0.09369951534733441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026925148088314486,0.0,0.0
"X206729",0.00019734245494013944,0.0,0.026772793053545588,0.0027627943691619526,0.0,0.0037495066438626495,0.0,0.0006578081831337982,0.003223260097355611,0.0,0.0,0.0004604657281936587,0.0,0.0,0.0,0.0,0.0,0.08525194053414024,6.578081831337982e-05,0.05512432574661229,0.0009867122747006974,0.0030916984607288513,0.0,0.0,0.009867122747006973,0.002565451914221813,0.0,0.0003946849098802789,0.0,0.004736218918563347,0.037231943165372976,0.0018418629127746348,0.08525194053414024,0.008814629653992895,0.0,0.008683068017366137,0.0,0.0,0.0,0.0041441915537429284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002631232732535193,0.0,0.0,0.0,0.0005920273648204184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017234574398105513,0.0,0.0,0.0018418629127746348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578081831337982e-05,0.0,0.0,0.0,0.0005920273648204184,0.3093014077095119,0.0,0.0,0.32390474937508223,0.0,0.0,0.0,0.0,0.0,0.00019734245494013944,0.0,0.00013156163662675965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206739",3.777005589968273e-05,0.00030216044719746184,0.0,0.00041547061489651004,0.0,0.3287505665508385,0.0,0.0,0.0,0.0,0.0,0.00015108022359873092,0.0,0.0,0.0,0.0,0.0,0.3367578184015712,0.01367276023568515,0.005589968273153044,0.0,0.018507327390844538,0.0001133101676990482,0.0,3.777005589968273e-05,3.777005589968273e-05,0.004494636652062245,0.0,0.0,0.000566550838495241,0.210832452032029,0.04808128116029612,0.000982021453391751,0.008800423024626077,0.005098957546457169,0.0002643903912977791,0.0,3.777005589968273e-05,0.0,0.0001133101676990482,0.0,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003210454751473032,0.0,7.554011179936546e-05,0.0,0.0,0.0,0.0,0.0,0.008309412297930202,0.0,0.0,0.0,0.0,0.0,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0010575615651911164,0.0007554011179936546,0.0,0.0,0.0026439039129777914,0.0,3.777005589968273e-05,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.554011179936546e-05,0.0,3.777005589968273e-05,0.0,0.0,0.0,0.0,0.0,0.0
"X206738",0.0,0.0002263083451202263,0.00039603960396039607,0.0014144271570014145,0.0,0.33374823196605374,0.0,0.0,0.0,0.0,0.0,0.0013578500707213579,0.0,0.0,0.0,0.0,0.0,0.2869024045261669,0.020594059405940595,0.00927864214992928,0.0002263083451202263,0.005714285714285714,0.0,0.0,0.0020933521923620934,0.0,0.002772277227722772,0.00016973125884016973,0.0,0.0009618104667609618,0.18268741159830268,0.07377652050919378,0.00927864214992928,0.012842998585572843,0.007977369165487977,0.0013578500707213579,5.6577086280056576e-05,0.00011315417256011315,0.0,0.0,0.0,0.0,0.0002828854314002829,0.0,0.0,0.0,0.0,0.0,0.0,0.0063932107496463934,0.0,0.0,0.0005657708628005657,0.0,0.0,0.0,0.0,0.020028288543140028,5.6577086280056576e-05,0.0,0.0,0.0,0.0,0.0,0.004186704384724187,0.0,0.0,0.0,0.0,0.0,0.0002828854314002829,0.0,0.0,0.0,0.0,0.0,0.0007920792079207921,0.0,0.0034512022630834513,0.0,0.0,0.0,0.0034512022630834513,0.0020933521923620934,0.0,0.0,0.0035077793493635077,0.0,0.00039603960396039607,0.0,0.0,0.0,0.0,0.00011315417256011315,0.0,0.0,0.0,0.00011315417256011315,0.0,0.0,0.00033946251768033947,0.0,0.0,0.0,0.0,0.0
"X206741",4.338771259979174e-05,0.0016053453661922944,0.0035577924331829224,0.00017355085039916696,0.0,0.2511714682401944,0.0,0.0,0.0,0.0,0.0,0.00013016313779937522,0.0,8.677542519958348e-05,0.0,0.0,0.0,0.27086948976049985,0.017138146476917738,0.011150642138146477,0.0,0.0007375911141964596,8.677542519958348e-05,0.0,0.00013016313779937522,0.0,0.001345019090593544,8.677542519958348e-05,0.0,8.677542519958348e-05,0.3809007289135717,0.010846928149947935,0.000824366539396043,0.0030371398819854217,0.033365150989239846,0.00013016313779937522,0.0,0.0,0.0,0.0,0.0,0.00013016313779937522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010846928149947935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338771259979174e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338771259979174e-05,0.0,0.0,0.0,0.0004338771259979174,0.0003471017007983339,0.0,0.0,0.0006508156889968761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206740",0.00012193634922570419,0.0022558224606755274,0.002133886111449823,0.00036580904767711256,0.0,0.26002926472381416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2210706011462017,0.017924643336178516,0.014144616510181686,0.0,0.002011949762224119,0.0,0.0,0.00036580904767711256,0.0,0.0014632361907084503,0.0,0.0,0.0007316180953542251,0.4198268503840995,0.015973661748567246,0.0007925862699670772,0.00042677722228996463,0.02767955127423485,0.0005487135715156688,0.0,0.0,0.0,0.0,0.0,0.0,0.0009145226191927813,0.0,0.0006096817461285209,0.0,0.0,0.0,0.0,0.007377149128155103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036580904767711256,0.0,0.0,0.00012193634922570419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0968174612852094e-05,0.0,0.0,0.0,0.0,0.0,6.0968174612852094e-05,0.0024387269845140835,0.0,0.0,0.00018290452383855628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206742",0.0,0.001276823592404959,0.0,0.00045306643601466287,0.0,0.2122410313439598,0.0,0.0,0.00020593928909757404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13970921372379422,0.011120721611268997,0.0386753984925244,0.0,0.0011532600189464147,0.00020593928909757404,0.0,8.237571563902961e-05,0.0,0.0015239507393220479,0.0,0.0,0.00028831500473660367,0.45129535812842375,0.02767824045471395,0.017051773137279132,0.0007413814407512665,0.0517319494213106,0.0,0.0,0.0,0.0,0.0,0.0,4.118785781951481e-05,0.0,0.0,0.00037069072037563324,0.0,4.118785781951481e-05,4.118785781951481e-05,0.0,0.0018534536018781664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.118785781951481e-05,0.0018534536018781664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010708843033073849,0.0007413814407512665,0.0,0.0,0.00045306643601466287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03805758062523168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X206743",0.0003810814243976796,0.0008045052292839903,0.0033027056781132235,0.00033873904390904855,0.0,0.11521361730956514,0.00012702714146589321,0.00016936952195452428,8.468476097726214e-05,0.0,0.0,0.00021171190244315537,0.0,0.0,0.0,0.0,8.468476097726214e-05,0.1061523478849981,0.008891899902612525,0.021594614049201846,0.00033873904390904855,0.0008891899902612525,0.0,0.0,0.0002963966634204175,0.0009738747512385147,0.000592793326840835,0.0,0.00012702714146589321,0.0013549561756361942,0.5529914891815217,0.06728204259643478,0.012872083668543845,0.0007198204683067282,0.04962526993267562,0.0008891899902612525,0.0,0.0,0.0,0.0003810814243976796,0.0,0.0,0.0,8.468476097726214e-05,0.0008468476097726215,0.0,0.0,8.468476097726214e-05,0.0,0.0032603632976245926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012702714146589321,0.0,0.0,0.0,0.0,0.0,0.0,0.0008468476097726215,0.0009738747512385147,0.0005081085658635729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021171190244315537,0.0,8.468476097726214e-05,0.0,0.0,8.468476097726214e-05,0.0014396409366134563,0.00012702714146589321,0.0,0.0003810814243976796,0.0,0.00012702714146589321,0.0,0.0,0.0,0.0,0.0,0.00012702714146589321,0.0003810814243976796,0.0,0.04327391285938095,8.468476097726214e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00025405428293178643
"X224324",0.0,4.304407713498623e-05,0.012181473829201102,0.0,0.0,0.13924758953168045,0.0,8.608815426997245e-05,0.0,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.0,0.09073691460055096,0.06973140495867769,0.0003013085399449036,0.0,0.001506542699724518,0.0,0.0,0.0003443526170798898,4.304407713498623e-05,0.0006887052341597796,0.0,0.0,0.00012913223140495868,0.6085571625344353,0.0010761019283746557,0.005767906336088154,0.0,0.0001721763085399449,0.0001721763085399449,0.0,0.0,0.0,0.0001721763085399449,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.0,0.0,0.0018078512396694215,0.0,0.0003013085399449036,0.0,0.0,4.304407713498623e-05,0.0,0.0,0.006198347107438017,0.0,0.0,0.0,0.0,0.0,0.0,4.304407713498623e-05,0.0,0.0,4.304407713498623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043044077134986227,0.059573002754820935,0.0,0.0,0.00021522038567493114,0.0,0.0,0.00012913223140495868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224323",0.00010112245929821013,5.056122964910506e-05,0.011022348063504904,0.0,0.0,0.21311558297097785,0.0,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.0,0.0,0.0,0.0,0.0,0.16407119021134595,0.04540398422489635,0.0013145919708767318,5.056122964910506e-05,0.0019718879563150977,0.0,0.0,0.00020224491859642025,0.0,0.000758418444736576,0.0,0.0,0.00025280614824552534,0.47841035493983214,0.0004550510668419456,0.0071796946101729195,0.000758418444736576,5.056122964910506e-05,0.0004044898371928405,0.0,0.0,0.0,0.0001516836889473152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.0,0.0017190818080695723,0.0,5.056122964910506e-05,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.016836889473151987,0.0,0.0,0.0,0.0,0.0,0.0,0.00010112245929821013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.0,0.0,0.0,0.0006572959854383659,0.05410051572454242,0.0,0.0,0.0004550510668419456,0.00010112245929821013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.056122964910506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215004",0.0,0.0,0.0,0.0,0.0,0.12896825396825398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865079365079365,0.003968253968253968,0.031746031746031744,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3869047619047619,0.0,0.03968253968253968,0.0,0.001984126984126984,0.03373015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0,0.0,0.09523809523809523,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215003",0.000994530084535057,0.0002486325211337643,0.0069617105917454,0.0007458975634012929,0.0,0.2362008950770761,0.0,0.0,0.0,0.0,0.0,0.0002486325211337643,0.0,0.0,0.0,0.0,0.0,0.2006464445549478,0.018647439085032323,0.07434112381899552,0.0,0.006215813028344107,0.0,0.0,0.007458975634012929,0.0,0.0007458975634012929,0.0,0.0,0.00174042764793635,0.25932371954251615,0.013426156141223273,0.024117354549975135,0.0022376926902038788,0.0034808552958727,0.001989060169070114,0.0,0.0,0.0,0.0007458975634012929,0.0,0.0,0.0,0.00174042764793635,0.0,0.0,0.0,0.0,0.0002486325211337643,0.023868722028841372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004226752859273993,0.0,0.000994530084535057,0.0,0.0,0.0,0.0,0.0012431626056688214,0.0,0.0,0.012928891098955743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254599701640974,0.01093983092988563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007458975634012929,0.0,0.0,0.0,0.0
"X215008",0.0,0.00023207240659085636,0.0,0.0,0.0,0.12880018565792528,0.0,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.1111626827570202,0.02982130424692504,0.006962172197725691,0.0,0.0015084706428405662,0.0,0.0,0.0,0.0,0.0003481086098862845,0.0,0.0,0.0009282896263634254,0.6738222325365514,0.003945230912044558,0.0011603620329542817,0.0,0.001972615456022279,0.00023207240659085636,0.0,0.0,0.0,0.00011603620329542818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001392434439545138,0.0,0.0,0.0,0.0,0.0,0.0,0.0003481086098862845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023207240659085636,0.004177303318635414,0.024019494082153633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016245068461359943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215007",0.0,0.0,0.0019233010840424291,0.0,0.0,0.17700198158293506,0.0,5.828185103158876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15025061195943584,0.02546916890080429,0.01322998018417065,0.0,0.0018650192330108403,0.0,0.0,0.00029140925515794383,0.0009907914675370089,0.0001748455530947663,0.0,0.0,0.0006993822123790652,0.5871896491432568,0.004837393635621867,0.0016318918288844855,0.00040797295722112137,0.0012822007226949528,0.0005828185103158877,0.0,0.0,0.0,0.00011656370206317752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.828185103158876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003496911061895326,0.0,0.0,0.0004662548082527101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.828185103158876e-05,0.0,0.0,0.0,0.0068189765706958855,0.01742627345844504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068189765706958855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215010",0.0,0.018780499827475722,0.061320057179474544,0.0013801942130428353,0.0,0.3250850298220535,0.0,0.0,0.004781387095184108,0.0,0.0,0.003499778183072904,0.0,0.0,0.0,0.0,0.0,0.18888943658500518,0.011534480209000837,0.005570069502637157,0.0,0.004682801794252477,0.00044363385419233993,0.0,0.00024646325232907776,0.0,0.00019717060186326217,0.0,0.0,0.00024646325232907776,0.25163898062798834,0.0358357568886479,0.0007886824074530487,0.0003450485532607088,0.02006210873958693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9292650465815544e-05,0.0,0.0,0.0,0.0,0.0,0.013259722975304382,0.008872677083846798,0.0,0.000985853009316311,0.0007393897569872332,0.0,0.0,0.009168432986641691,0.0,0.004929265046581555,0.0,0.0,0.0,0.0,0.0,0.0,0.00014787795139744664,0.0,0.0,0.0,0.0,0.0,0.0,0.00019717060186326217,0.0,0.0,0.0,0.0,0.0,0.0,0.00019717060186326217,0.0,0.0,0.0,0.0004929265046581555,0.0012816089121112043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014787795139744664,0.024202691378715432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215009",0.0,0.021478585849907642,0.04536277331500494,0.0007302719188968599,0.0,0.240001718286868,0.0,0.0,0.0035654452510846687,0.0,0.0,0.0036943167661841144,0.0,0.0,0.0,0.0,0.0,0.15834013488551912,0.01649555393272907,0.009235791915460286,0.0,0.005713303836075433,0.0008161862622964904,0.0,0.004037974139782637,0.0,0.00034365737359852227,0.0,0.0,0.001073929292495382,0.3385025129945444,0.0362558529146441,0.032690407663559434,4.2957171699815284e-05,0.019287770093217062,0.00017182868679926113,0.0,0.0,0.0,0.003436573735985223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017182868679926113,0.013402637570342369,0.009235791915460286,0.0,0.0023626444434898405,0.00017182868679926113,0.0,0.0,0.007302719188968599,0.0,0.003909102624683191,0.0,0.0,0.0,4.2957171699815284e-05,0.0,0.0,0.0018471583830920572,0.0,0.0,0.0,0.0,0.0,0.0,0.00047252888869796813,0.0,0.0,0.0,0.0,4.2957171699815284e-05,0.0,0.0,0.0,0.00025774303019889173,0.0,0.007775248077666566,0.0011598436358950127,0.0,0.0,0.0,0.0,4.2957171699815284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010524507066454745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215049",0.0,0.0,0.08741258741258741,0.0,0.0,0.05244755244755245,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04895104895104895,0.0034965034965034965,0.0944055944055944,0.05944055944055944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0979020979020979,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055944055944055944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215048",0.0007899674138441789,0.002962377801915671,0.005924755603831342,0.0013824429742273132,0.0,0.24656857904611434,0.0,0.0,0.0,0.0004937296336526119,0.0,0.0,0.0,0.0,0.0,0.0,0.031401204700306114,0.21023007800928212,0.04236200256739409,0.0016786807544188801,0.0,0.0069122148711365655,0.00019749185346104473,0.0,0.0027648859484546264,0.0014811889009578355,0.0007899674138441789,0.0,0.0,0.0008887133405747013,0.25101214574898784,0.04443566702873507,0.010072084526513281,0.0012836970474967907,0.015700602350153057,0.008294657845363878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004246074849412462,0.0,0.0013824429742273132,0.0,0.0,0.0,0.005727263750370297,0.0,0.0034561074355682828,0.05510022711563148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012738224548237385,0.0002962377801915671,0.0,0.0,0.0,0.0,0.0007899674138441789,0.0,0.0,0.0,0.0,0.002666140021724104,0.0,0.0,0.0,0.02330403870840328,0.002172410388071492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.874592673052236e-05,0.00039498370692208945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215056",0.00012695994413762458,0.0034913984637846758,6.347997206881229e-05,0.0005078397765504983,0.0,0.07630292642671237,0.0,0.0,0.0,0.0,0.0,6.347997206881229e-05,0.0,0.0,0.0,0.0,0.0012061194693074335,0.5264394083666604,0.0034279184917158636,0.0020313591062019933,0.0,0.007363676759982226,0.00019043991620643687,0.0,6.347997206881229e-05,0.0,0.0026026788548213038,0.0,0.0,0.0006347997206881229,0.16828540595442137,0.004634037961023297,0.00856979622928966,6.347997206881229e-05,0.0076175966482574745,0.01466387354789564,0.0,0.0,0.0,0.00012695994413762458,0.0,0.0,6.347997206881229e-05,0.0,0.0,0.0,0.0,0.0,0.0013965593855138703,0.006601917095156478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021837110391671428,0.0,0.0,0.0,0.0,6.347997206881229e-05,0.0,0.00044435980448168604,0.0008887196089633721,0.0,0.0008887196089633721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019043991620643687,0.0,0.0,0.0,0.0014600393575826826,0.061131213102266234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07655684631498762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
