"","Comamonadaceae","Christensenellaceae","Prevotellaceae","Family_XIII","Rhodobacteraceae","Ruminococcaceae","Run_SP154(order)","Corynebacteriaceae","Peptococcaceae","Solibacteraceae_Subgroup_3_","Acetobacteraceae","Pseudomonadaceae","Kineosporiaceae","Sphingomonadaceae","Intrasporangiaceae","Lactobacillaceae","Rhodospirillaceae","Lachnospiraceae","Alcaligenaceae","Veillonellaceae","Flavobacteriaceae","Erysipelotrichaceae","Clostridiales_vadinBB60_group","Burkholderiaceae","Family_XI","Leptotrichiaceae","Bifidobacteriaceae","Thermaceae","Sphingobacteriaceae","Coriobacteriaceae","Bacteroidaceae","Porphyromonadaceae","Streptococcaceae","Peptostreptococcaceae","Rikenellaceae","Fusobacteriaceae","Caulobacteraceae","Aerococcaceae","NB1_n(order)","Actinomycetaceae","Family_XII","Defluviitaleaceae","Moraxellaceae","Oxalobacteraceae","Eubacteriaceae","Alicyclobacillaceae","Brucellaceae","Micrococcaceae","Gastranaerophilales(order)","Desulfovibrionaceae","Subgroup_6(class)","Campylobacteraceae","Synergistaceae","MB_A2_108(class)","Methylobacteriaceae","Mollicutes_RF9(order)","Micromonosporaceae","Acidaminococcaceae","Bacteroidales_S24_7_group","SM2D12","Unknown_Family","Thermoanaerobacteraceae","Chitinophagaceae","vadinBE97","Carnobacteriaceae","Methanobacteriaceae","Microbacteriaceae","Neisseriaceae","Planctomycetaceae","JG30_KF_CM45(order)","Rhizobiaceae","Victivallaceae","Cardiobacteriaceae","env_OPS_17","Shewanellaceae","Obscuribacterales(order)","Chloroplast(class)","Family_X","Staphylococcaceae","Deinococcaceae","Rhodospirillales_Incertae_Sedis","Bacteriovoracaceae","Pasteurellaceae","Enterobacteriaceae","Haliangiaceae","Acidobacteriaceae_Subgroup_1_","Clostridiaceae_1","PHOS_HE51","Xanthomonadaceae","Alteromonadaceae","Cytophagaceae","Thermoplasmatales_Incertae_Sedis","Bdellovibrionaceae","Solirubrobacteraceae","Bacillaceae","Blastocatellaceae_Subgroup_4_","Leuconostocaceae","Verrucomicrobiaceae","uncultured","Erythrobacteraceae","Hyphomicrobiaceae","Bradyrhizobiaceae","Cellvibrionaceae","Latescibacteria(phylum)","Family_III","Saprospiraceae"
"X215055",0.0,0.0004781257470714798,0.0,0.0002390628735357399,0.0,0.07130050203203442,0.0,0.0,0.0,0.0,0.0,0.00011953143676786995,0.0,0.0,0.0,0.0,0.0007769543389911546,0.4340186469041358,0.0036457088214200337,0.0019722687066698543,0.0,0.0133277551996175,0.00017929715515180492,0.0,0.00011953143676786995,0.0,0.004542194597179058,0.0,0.0,0.0007769543389911546,0.32918957685871386,0.006335166148697107,0.004661726033946928,0.0,0.0047812574707147976,0.010399234998804685,0.0,0.0,0.0,5.9765718383934975e-05,0.0,0.0,0.00011953143676786995,0.0,0.0,0.00017929715515180492,0.0,0.00011953143676786995,0.0016734401147501792,0.015180492469519484,0.0,0.0004183600286875448,0.0,0.0,0.0,0.0,0.0,0.009741812096581402,0.0,0.0,0.0005378914654554147,0.00011953143676786995,0.0,0.0,0.00035859431030360985,0.00035859431030360985,0.0,0.0006574229022232848,0.0,0.0,0.0,0.0004781257470714798,0.0,0.00017929715515180492,0.0,0.0,0.0,0.0,0.00011953143676786995,0.0,0.0,0.0,0.0008964857757590247,0.06179775280898876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020141047095386087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215058",0.0,0.014946764946764947,0.08142233142233142,0.0007507507507507507,0.0,0.2671307671307671,0.0,0.0,0.0,0.0,0.0,0.0014332514332514332,0.0,0.0,0.0,0.0,0.028255528255528257,0.303985803985804,0.04054054054054054,0.0004777504777504777,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,6.825006825006825e-05,0.0,0.0,0.0004095004095004095,0.13779688779688778,0.027573027573027573,0.000273000273000273,0.0,0.01208026208026208,0.0,0.0001365001365001365,0.0,0.0,0.00034125034125034127,0.0,0.0,6.825006825006825e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.041086541086541084,0.0,0.0,0.00020475020475020476,0.0,0.0,0.004231504231504231,0.0,0.007644007644007644,0.0,0.0,0.0,0.0,0.0,0.0009555009555009555,0.0001365001365001365,0.0004777504777504777,0.0,0.0004095004095004095,0.0,0.0,0.0,6.825006825006825e-05,0.0,0.0,0.0,0.00034125034125034127,0.0,0.0,0.0,0.0,0.0,0.0,0.0006825006825006825,0.0006825006825006825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017813267813267815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215057",3.7875918491023404e-05,0.016627528217559275,0.08844026967653966,0.001022649799257632,0.0,0.24202711915763958,0.0,0.0,0.0004166351034012575,0.0,0.0,7.575183698204681e-05,0.0,0.0,0.0,0.0,0.02211953639875767,0.22380880236345732,0.04101961972577835,0.0003408832664192107,0.0,0.010264373911067343,0.0003787591849102341,0.0,0.0,0.0,0.00022725551094614045,0.0,0.0,0.0005302628588743277,0.24600409059919703,0.03882281645329899,0.0007575183698204682,0.0,0.011703658813726233,7.575183698204681e-05,0.0,0.0,0.0,0.0,0.0,0.00026513142943716383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03295204908719036,0.0,0.0,7.575183698204681e-05,0.0,0.0,0.0032194530717369898,0.0,0.006590409817438073,0.0,0.0,0.0,3.7875918491023404e-05,0.0,0.00018937959245511705,0.0005681387773653511,0.0004166351034012575,0.0,3.7875918491023404e-05,0.0,0.0,0.0,0.00015150367396409362,0.0,0.0,0.0,0.0,0.0,0.0,0.00015150367396409362,0.0,0.0,0.0,0.00018937959245511705,0.0004923869403833043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.575183698204681e-05,0.0,0.0,0.0,0.0,0.0,0.00988561472615711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215074",0.0008128979813033464,0.0006774149844194553,0.0,0.0006774149844194553,0.0,0.1167863433139141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4426229508196721,0.027367565370545997,0.02154179650453868,0.0,0.024657905432868176,0.0,0.0,0.0,0.0,0.0031161089283294947,0.0,0.0,0.0027096599376778214,0.3078173689202005,0.0,0.01002574176940794,0.0,0.004877387887820078,0.0006774149844194553,0.0,0.0,0.0,0.0010838639750711287,0.0,0.003522557918981168,0.00013548299688389108,0.0,0.0,0.0,0.0,0.00013548299688389108,0.0,0.0021677279501422573,0.0,0.0,0.0,0.0004064489906516732,0.0,0.005961251862891207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001625795962606693,0.0,0.00027096599376778217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00501287088470397,0.003522557918981168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011787020728898524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X215077",0.0,0.0014668133480014668,0.000275027502750275,0.0003667033370003667,0.0,0.15914924825815915,0.0,0.0,0.0,0.0,0.0,0.00018335166850018335,0.0,0.0,0.0,0.0,0.0,0.3691785845251192,0.019572790612394572,0.016455812247891454,0.0,0.016639163916391638,0.0,0.0,0.0,0.0001375137513751375,0.002841950861752842,0.0,0.0,0.0012834616795012834,0.3714704803813715,0.0,0.0037587092042537587,0.0,0.007792445911257793,0.000275027502750275,0.0,0.0,0.0,0.00018335166850018335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001375137513751375,0.004308764209754309,0.0,0.0001375137513751375,0.0,0.0,0.0,0.0016043270993766044,0.0,0.0,9.167583425009168e-05,0.0,0.0,0.0,0.0,0.0,0.00041254125412541255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.167583425009168e-05,0.0,0.0,0.0,0.006004767143381004,0.0005042170883755042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015676567656765675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X222170",0.00044437861057621095,0.0022218930528810545,0.0,0.0005925048141016146,0.0,0.10531773070656199,0.0,0.0005925048141016146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09672641090208858,0.03747592949192712,0.0008887572211524219,0.0,0.0005925048141016146,0.0,0.0,0.0,0.0,0.0002962524070508073,0.0,0.0,0.0005925048141016146,0.6036142793660199,0.06991556806399052,0.002073766849355651,0.0,0.06428677233002518,0.0,0.0,0.0,0.0,0.0002962524070508073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060731743445415496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006665679158643164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013331358317286328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X222171",0.0,0.0017696132131119913,0.0,0.00016853459172495156,0.0,0.15151259796073144,0.0,0.0,0.0,0.0,0.0,0.002275216988286846,0.0,0.0006741383668998062,0.0,0.0,0.0,0.10626106008258195,0.040532569309850844,0.00016853459172495156,0.0,0.0009269402544872335,0.0,0.0,0.00042133647931237887,0.0,0.0006741383668998062,0.0,0.0,0.0009269402544872335,0.5439453947922811,0.06952051908654251,0.005477374231060925,0.0,0.05418387123957192,0.0,0.0,0.0,0.0,0.00016853459172495156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.426729586247578e-05,0.0,0.0069941855565854895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009943540911772141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005898710710373304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006741383668998062,0.0016853459172495155,0.0,0.0,0.0,0.0,0.0,0.0,0.00042133647931237887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224844",0.0009970993473531545,0.00462291515591008,0.0,0.0007251631617113851,0.0,0.4565808556925308,0.0,0.0006345177664974619,0.0,0.0,0.0,0.0002719361856417694,0.0,0.0,0.0,0.0005438723712835388,0.0,0.15962654097171863,0.03118201595358956,9.064539521392314e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004169688179840464,0.0,0.0,0.0005438723712835388,0.26776649746192893,0.004894851341551849,0.0002719361856417694,0.0,0.013778100072516316,0.0019035532994923859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007251631617113851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011330674401740392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005438723712835388,9.064539521392314e-05,0.0,0.0,0.0,0.003353879622915156,0.02864394488759971,0.0,0.0,0.0,0.0,0.00018129079042784627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X224845",4.6654847438648874e-05,0.0036390781002146122,4.6654847438648874e-05,0.001119716338527573,0.0,0.47550620509470937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19016515815993282,0.028132873005505273,9.330969487729775e-05,0.0,0.0008864421013343286,0.0,0.0,4.6654847438648874e-05,0.0,0.0011663711859662218,0.0,0.0,9.330969487729775e-05,0.25510870579453204,0.003779042642530559,0.0013063357282821686,0.0006065130167024354,0.010497340673695997,0.0012596808808435197,0.0,0.0,0.0,0.00013996454231594662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003032565083512177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013669870299524121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.330969487729775e-05,0.0,0.0,0.0,0.0018195390501073061,0.0077447046748157135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219652",0.0,0.04654112596350864,0.0,0.0009269196994828764,0.0,0.3449604839496536,0.0,0.00014635574202361205,4.878524734120402e-05,0.0,0.0,0.0003414967313884281,0.0,0.0,0.0,4.878524734120402e-05,0.0,0.25578105180993266,0.009415552736852377,0.04707776368426188,0.0,0.002048980388330569,0.002927114840472241,0.0,4.878524734120402e-05,0.0,0.0642989559957069,0.0,0.0,0.0005366377207532443,0.08766708947214362,0.0023416918723777927,0.0009269196994828764,0.0012196311835301005,0.11513318372524149,4.878524734120402e-05,0.0,0.0,0.0,0.0,0.0,4.878524734120402e-05,4.878524734120402e-05,0.0,0.0002927114840472241,0.0,0.0,0.0,0.010635183920382476,0.004390672260708362,0.00014635574202361205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.878524734120402e-05,0.0,9.757049468240804e-05,0.0,0.0,0.0,9.757049468240804e-05,0.00014635574202361205,0.0,0.0,0.00019514098936481607,0.0,4.878524734120402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013172016782125086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219651",0.0,0.041287702525487545,0.0001692118955962604,0.0009729683996784974,0.0,0.30872710351537713,0.0,0.0002538178433943906,4.23029738990651e-05,0.0,0.0,0.0001269089216971953,0.0,0.0,0.0,0.0,0.0,0.3297516815432125,0.005668598502474724,0.03240407800668387,0.0002961208172934557,0.003934176572613054,0.000803756504082237,0.0,4.23029738990651e-05,0.0,0.026989297347603535,0.0,0.0,0.0002961208172934557,0.11261051651931131,0.0021997546427513855,0.0019459367993569948,0.0007191505562841068,0.11206057785862346,4.23029738990651e-05,0.0,0.0001269089216971953,0.0,8.46059477981302e-05,0.0,0.0,4.23029738990651e-05,0.0,0.0001692118955962604,0.0,0.0,0.0,0.011167985109353188,0.005795507424171919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23029738990651e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001692118955962604,0.0,0.0,0.0,8.46059477981302e-05,0.0002961208172934557,0.0,0.0,0.0002538178433943906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042302973899065107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219656",0.0010209290454313426,0.0057172026544155185,0.012761613067891782,0.0,0.0,0.37447677386421646,0.0,0.00010209290454313425,0.0,0.0,0.0002041858090862685,0.0,0.0,0.001225114854517611,0.0,0.0,0.0,0.2533945890760592,0.02644206227667177,0.0033690658499234303,0.0,0.007759060745278203,0.0,0.0,0.0007146503318019398,0.0,0.0019397651863195507,0.0,0.0,0.0002041858090862685,0.27646758550280753,0.006636038795303726,0.0,0.003981623277182236,0.0046962736089841755,0.0010209290454313426,0.0,0.0,0.0,0.0,0.0,0.0,0.00010209290454313425,0.0,0.0,0.0,0.0,0.0,0.0,0.002450229709035222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009188361408882082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030627871362940275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010209290454313425,0.0,0.0,0.0,0.009290454313425216,0.0014293006636038796,0.0,0.0,0.00030627871362940275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029606942317508935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219655",4.8320850446967865e-05,0.0035757429330756222,0.0057501812031891765,0.0,0.0,0.5016187484899735,0.0,0.0,0.0,0.0,0.0,4.8320850446967865e-05,0.0,0.0,0.0,0.0,0.0,0.31432713215752595,0.0160908431988403,0.0020294757187726505,0.0,0.012418458564870742,0.0,0.0,4.8320850446967865e-05,0.0,0.0005315293549166465,0.0,0.0,9.664170089393573e-05,0.12718047837641944,0.0023677216719014253,0.0008697753080454216,0.0013529838125151002,0.001497946363856004,0.0011597004107272288,4.8320850446967865e-05,9.664170089393573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8320850446967865e-05,0.0,0.0007731336071514858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002899251026818072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.664170089393573e-05,0.0,0.0,0.0,0.0027059676250302004,0.0001449625513409036,0.0,0.0,0.0035274220826286545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012563421116211645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"X219657",0.0,0.0,0.0004999722237653463,0.0,0.0,0.06366312982612077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027776234653630353,0.0,0.6243542025443031,0.0,0.034498083439808896,0.0,0.1421032164879729,0.0,0.0,0.0,0.0,0.0008888395089161713,0.0,0.0,0.0,5.555246930726071e-05,0.01644353091494917,0.00033331481584356423,0.0012221543247597356,0.0,0.0,0.0,0.0,0.0,0.00016665740792178211,0.0,0.0,0.00022220987722904284,0.0,0.0,0.0,5.555246930726071e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022220987722904284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011110493861452142,0.0,0.0,0.0,0.009332814843619799,0.10466085217487918,0.0,0.0,0.00033331481584356423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005555246930726071,0.0
"X219658",0.0,0.0,0.0,0.0,0.0,0.09487459105779716,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.0,0.42093784078516905,0.0,0.05997818974918211,0.0,0.08833151581243184,0.0,0.0,0.0,0.0,0.010905125408942203,0.0,0.0,0.0,0.0,0.0,0.021810250817884406,0.0054525627044711015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802617230098146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021810250817884407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
