"","x"
"1","Spartobacteria"
"2","Deinococci"
"3","Flavobacteriia"
"4","Cytophagia"
"5","Chlorobia"
"6","Synergistia"
"7","Acidimicrobiia"
"8","Blastocatellia"
"9","ML635J_21"
